                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM690v1:Chromosome:1:4016947:1 REF
Sequence file: seq.fna
Sequence length: 4016947
GC Content:  67.21%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Staphylococcus_aureus_Mu50
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
  133882    134217  complement  fr 3   0.61  0.14  

  136178    136552  direct      fr 2   0.51  0.03  
  136181    136552  direct      fr 2   0.51  0.07  

  137886    138017  complement  fr 2   0.64  0.87  

  142997    143950  direct      fr 2   0.53  0.19  
  143072    143950  direct      fr 2   0.56  0.00  
  143204    143950  direct      fr 2   0.59  0.00  

  146534    146809  complement  fr 1   0.65  0.05  
  146534    146728  complement  fr 1   0.64  0.93  

  147958    148146  direct      fr 1   0.61  0.95  

  150465    150701  complement  fr 2   0.63  0.01  
  150465    150674  complement  fr 2   0.62  0.71  

  153226    153555  complement  fr 3   0.65  0.01  

  163084    163353  complement  fr 3   0.53  0.53  

  167512    167928  direct      fr 1   0.63  0.08  

  169084    169182  direct      fr 1   0.56  0.08  

  184794    185336  complement  fr 2   0.57  0.01  

  194171    194275  direct      fr 2   0.76  0.93  

  202859    203041  direct      fr 2   0.55  0.04  

  207047    207454  complement  fr 1   0.71  0.06  

  213281    213676  complement  fr 1   0.56  0.35  

  214360    214611  complement  fr 3   0.81  0.29  

  216808    216975  direct      fr 1   0.79  0.70  
  216844    216975  direct      fr 1   0.74  0.94  

  218775    220004  complement  fr 2   0.50  0.97  

  220023    220373  complement  fr 2   0.66  0.26  
  220023    220361  complement  fr 2   0.65  0.46  

  227730    227801  direct      fr 3   0.55  0.18  

  228162    228362  direct      fr 3   0.53  0.02  
  228252    228362  direct      fr 3   0.60  0.01  

  229020    229298  complement  fr 2   0.56  0.02  
  229020    229247  complement  fr 2   0.58  0.01  

  237676    237801  complement  fr 3   0.53  0.43  

  239743    239820  direct      fr 1   0.54  0.90  

  248417    248509  direct      fr 2   0.64  0.02  

  258176    258238  direct      fr 2   0.62  0.55  

  258826    258969  complement  fr 3   0.61  0.08  

  259818    260753  complement  fr 2   0.55  0.06  
  259818    260681  complement  fr 2   0.53  0.04  
  259818    260342  complement  fr 2   0.55  0.00  
  259818    260288  complement  fr 2   0.61  0.71  

  261824    262699  direct      fr 2   0.55  0.96  
  262184    262699  direct      fr 2   0.53  0.00  

  266631    266768  direct      fr 3   0.79  1.00  

  270566    271636  direct      fr 2   0.50  0.13  
  271214    271636  direct      fr 2   0.52  0.97  
  271232    271636  direct      fr 2   0.53  0.84  

  270159    270524  complement  fr 2   0.76  0.95  
  270159    270359  complement  fr 2   0.72  0.00  

  279288    279353  direct      fr 3   0.61  0.27  

  282171    283040  direct      fr 3   0.56  0.00  

  285544    285999  direct      fr 1   0.69  0.02  

  289088    289468  complement  fr 1   0.65  0.27  
  289088    289240  complement  fr 1   0.65  0.07  

  289791    290150  direct      fr 3   0.56  0.04  
  289914    290150  direct      fr 3   0.74  0.54  
  289920    290150  direct      fr 3   0.74  0.75  
  290010    290150  direct      fr 3   0.68  0.07  

  311306    311698  direct      fr 2   0.53  0.11  
  311489    311698  direct      fr 2   0.51  0.00  
  311492    311698  direct      fr 2   0.51  0.02  

  315004    315444  direct      fr 1   0.59  0.05  
  315226    315444  direct      fr 1   0.61  0.00  

  319347    319628  direct      fr 3   0.53  0.93  

  319480    320004  complement  fr 3   0.53  0.53  
  319480    319650  complement  fr 3   0.63  0.99  

  323083    323670  direct      fr 1   0.70  0.13  
  323185    323670  direct      fr 1   0.68  0.58  

  329246    329350  complement  fr 1   0.62  0.98  
  329246    329326  complement  fr 1   0.64  1.00  

  329393    329569  complement  fr 1   0.69  0.02  
  329393    329536  complement  fr 1   0.61  0.03  

  332646    332837  complement  fr 2   0.50  0.22  

  333961    334065  direct      fr 1   0.64  0.28  

  335935    336036  complement  fr 3   0.57  0.84  
  335935    336018  complement  fr 3   0.55  0.99  

  340928    341251  direct      fr 2   0.52  0.00  
  341159    341251  direct      fr 2   0.91  0.97  

  343449    343820  direct      fr 3   0.66  0.93  
  343515    343820  direct      fr 3   0.60  0.00  
  343518    343820  direct      fr 3   0.60  0.00  

  346015    346221  complement  fr 3   0.51  0.02  

  346536    346775  direct      fr 3   0.55  0.00  

  352928    353083  direct      fr 2   0.74  0.29  

  357042    357344  direct      fr 3   0.68  0.62  

  363146    363604  complement  fr 1   0.65  0.42  

  366351    367097  direct      fr 3   0.52  0.01  
  366906    367097  direct      fr 3   0.51  0.02  

  374254    374376  direct      fr 1   0.57  0.97  
  374272    374376  direct      fr 1   0.59  0.96  

  377043    377165  complement  fr 2   0.54  0.00  

  377359    377490  direct      fr 1   0.62  0.14  

  382180    382497  complement  fr 3   0.67  0.06  

  383383    383601  direct      fr 1   0.60  0.92  

  384917    385222  direct      fr 2   0.92  0.54  
  385094    385222  direct      fr 2   0.90  0.60  
  385118    385222  direct      fr 2   0.89  0.47  

  391413    391589  complement  fr 2   0.65  0.04  

  396401    396721  direct      fr 2   0.52  0.46  

  398979    399029  direct      fr 3   0.55  0.46  

  401476    401733  complement  fr 3   0.57  0.84  
  401476    401730  complement  fr 3   0.57  0.88  

  401851    402144  complement  fr 3   0.61  0.00  
  401851    402099  complement  fr 3   0.69  0.95  

  420288    420461  direct      fr 3   0.57  0.67  

  421181    421981  complement  fr 1   0.55  0.47  
  421181    421561  complement  fr 1   0.51  0.00  
  421181    421336  complement  fr 1   0.64  0.00  

  426960    427262  direct      fr 3   0.72  0.26  

  429716    430504  direct      fr 2   0.66  0.00  
  429959    430504  direct      fr 2   0.81  0.00  
  430175    430504  direct      fr 2   0.70  0.26  
  430319    430504  direct      fr 2   0.69  0.03  

  434088    434849  complement  fr 2   0.57  0.06  
  434088    434759  complement  fr 2   0.59  0.03  
  434088    434681  complement  fr 2   0.59  0.33  
  434088    434450  complement  fr 2   0.51  0.50  

  434954    435232  direct      fr 2   0.58  0.38  

  457937    458035  direct      fr 2   0.54  0.08  

  462343    463107  complement  fr 3   0.53  0.04  
  462343    463074  complement  fr 3   0.56  0.00  

  464082    464243  direct      fr 3   0.63  0.26  

  469034    469135  direct      fr 2   0.99  0.57  
  469097    469135  direct      fr 2   0.99  0.02  

  469430    469528  direct      fr 2   0.58  0.10  

  470500    470847  direct      fr 1   0.84  0.99  

  479888    480097  direct      fr 2   0.89  0.93  
  479933    480097  direct      fr 2   0.86  0.00  

  480635    480823  complement  fr 1   0.56  0.01  

  486180    486800  direct      fr 3   0.52  0.07  
  486240    486800  direct      fr 3   0.57  0.00  
  486294    486800  direct      fr 3   0.64  0.01  

  488942    489343  direct      fr 2   0.56  0.09  

  491881    492000  direct      fr 1   0.56  0.00  

  493133    493228  direct      fr 2   0.56  0.38  

  494487    494783  direct      fr 3   0.82  0.98  
  494592    494783  direct      fr 3   0.76  0.00  

  494916    495776  complement  fr 2   0.54  0.00  
  494916    495731  complement  fr 2   0.56  0.99  
  494916    495572  complement  fr 2   0.59  0.03  
  494916    495557  complement  fr 2   0.60  0.00  
  494916    495515  complement  fr 2   0.63  0.77  
  494916    495392  complement  fr 2   0.62  0.64  

  495461    496054  direct      fr 2   0.52  0.00  
  495788    496054  direct      fr 2   0.64  0.15  
  495968    496054  direct      fr 2   0.62  0.29  

  498571    498882  direct      fr 1   0.55  0.05  
  498574    498882  direct      fr 1   0.55  0.01  
  498598    498882  direct      fr 1   0.55  0.00  
  498634    498882  direct      fr 1   0.63  0.59  
  498694    498882  direct      fr 1   0.77  0.02  

  503626    503865  direct      fr 1   0.54  0.00  
  503689    503865  direct      fr 1   0.75  0.13  

  504322    504738  direct      fr 1   0.64  0.04  
  504388    504738  direct      fr 1   0.57  0.66  

  504973    505164  direct      fr 1   0.60  0.51  

  506239    506346  complement  fr 3   0.92  0.40  
  506239    506304  complement  fr 3   0.89  0.39  

  513064    513666  direct      fr 1   0.53  0.96  
  513277    513666  direct      fr 1   0.60  0.57  
  513322    513666  direct      fr 1   0.56  0.65  

  512726    512947  complement  fr 1   0.68  0.54  

  518955    519434  direct      fr 3   0.53  0.79  

  526695    526817  direct      fr 3   0.56  0.10  

  527085    527543  direct      fr 3   0.82  0.16  
  527214    527543  direct      fr 3   0.74  0.00  

  536469    536552  direct      fr 3   0.51  0.78  

  536809    537135  direct      fr 1   0.65  0.35  

  541032    541295  direct      fr 3   0.65  0.42  

  543633    544163  direct      fr 3   0.60  0.04  
  543792    544163  direct      fr 3   0.52  0.03  
  543804    544163  direct      fr 3   0.50  0.33  

  548715    548915  direct      fr 3   0.66  0.35  
  548817    548915  direct      fr 3   0.57  0.86  

  552601    553101  direct      fr 1   0.56  0.72  
  552823    553101  direct      fr 1   0.60  0.05  

  557143    557559  direct      fr 1   0.54  0.11  
  557326    557559  direct      fr 1   0.57  0.00  
  557359    557559  direct      fr 1   0.54  0.00  

  565108    565209  direct      fr 1   0.99  0.57  
  565171    565209  direct      fr 1   0.99  0.02  

  565504    565602  direct      fr 1   0.52  0.10  

  566574    566921  direct      fr 3   0.82  0.99  

  568599    569015  direct      fr 3   0.58  0.07  
  568707    569015  direct      fr 3   0.68  0.07  

  572320    572526  direct      fr 1   0.51  0.00  

  582494    582790  complement  fr 1   0.70  0.05  

  586681    587070  direct      fr 1   0.61  0.01  
  586687    587070  direct      fr 1   0.61  0.02  
  586690    587070  direct      fr 1   0.61  0.01  
  586696    587070  direct      fr 1   0.62  0.01  
  586861    587070  direct      fr 1   0.61  0.29  

  598640    598957  complement  fr 1   0.52  0.11  
  598640    598813  complement  fr 1   0.51  1.00  

  609984    610865  direct      fr 3   0.53  0.83  

  613463    613537  direct      fr 2   0.57  0.75  

  620041    620721  complement  fr 3   0.57  0.51  

  632955    633386  direct      fr 3   0.55  0.01  
  633054    633386  direct      fr 3   0.52  0.60  
  633057    633386  direct      fr 3   0.52  0.61  

  637446    637649  complement  fr 2   0.53  0.00  
  637446    637625  complement  fr 2   0.60  1.00  
  637446    637553  complement  fr 2   0.67  0.05  
  637446    637520  complement  fr 2   0.57  0.99  

  642350    642457  direct      fr 2   0.62  0.98  

  658062    658358  direct      fr 3   0.59  0.01  
  658101    658358  direct      fr 3   0.64  0.02  
  658155    658358  direct      fr 3   0.63  0.42  
  658209    658358  direct      fr 3   0.53  0.03  

  665894    666013  direct      fr 2   0.59  0.16  
  665915    666013  direct      fr 2   0.60  0.15  

  667968    670457  complement  fr 2   0.51  0.98  
  667968    670169  complement  fr 2   0.55  0.03  
  667968    669959  complement  fr 2   0.59  0.83  
  667968    669725  complement  fr 2   0.60  0.00  
  667968    669518  complement  fr 2   0.63  0.80  

  669965    670459  direct      fr 2   0.53  0.19  
  670157    670459  direct      fr 2   0.70  0.22  
  670262    670459  direct      fr 2   0.70  0.02  
  670265    670459  direct      fr 2   0.70  0.00  

  671746    672540  direct      fr 1   0.61  0.19  
  671884    672540  direct      fr 1   0.62  0.15  
  671965    672540  direct      fr 1   0.56  0.71  

  674072    674113  complement  fr 1   0.79  0.00  

  681349    681441  direct      fr 1   0.50  0.31  

  682843    683028  direct      fr 1   0.61  0.46  

  690508    690780  direct      fr 1   0.61  0.26  

  690928    691041  direct      fr 1   0.51  0.26  

  691829    692320  complement  fr 1   0.50  0.19  
  691829    692254  complement  fr 1   0.55  0.73  

  692435    692590  complement  fr 1   0.52  0.56  

  700818    701036  direct      fr 3   0.50  0.04  

  699850    700527  complement  fr 3   0.52  0.00  

  702282    702386  complement  fr 2   0.88  0.00  

  702531    703664  complement  fr 2   0.58  0.76  
  702531    703661  complement  fr 2   0.58  0.86  
  702531    703025  complement  fr 2   0.56  0.57  

  703844    704029  direct      fr 2   0.63  0.95  

  709495    709587  direct      fr 1   0.53  0.84  

  711656    712024  complement  fr 1   0.59  0.00  
  711656    711931  complement  fr 1   0.65  0.02  

  714432    714527  complement  fr 2   0.62  0.69  
  714432    714521  complement  fr 2   0.62  0.72  

  717703    718893  complement  fr 3   0.54  0.99  
  717703    718674  complement  fr 3   0.57  0.02  
  717703    718596  complement  fr 3   0.56  0.38  

  720369    720851  direct      fr 3   0.88  0.29  
  720726    720851  direct      fr 3   0.91  0.15  

  721777    721911  complement  fr 3   0.58  0.02  

  731259    731462  complement  fr 2   0.55  0.07  

  732771    732863  direct      fr 3   0.55  0.84  

  739456    740109  complement  fr 3   0.60  0.76  
  739456    739983  complement  fr 3   0.60  0.09  

  741612    741698  complement  fr 2   0.50  0.00  

  745380    745484  complement  fr 2   0.64  0.85  

  747703    747957  complement  fr 3   0.67  0.32  
  747703    747924  complement  fr 3   0.70  0.26  
  747703    747897  complement  fr 3   0.68  0.29  

  747988    748248  complement  fr 3   0.72  0.89  
  747988    748233  complement  fr 3   0.74  0.75  
  747988    748227  complement  fr 3   0.74  0.80  
  747988    748179  complement  fr 3   0.71  0.19  

  757696    757827  direct      fr 1   0.58  0.93  

  759137    759493  direct      fr 2   0.63  0.00  
  759155    759493  direct      fr 2   0.62  0.00  

  777305    777502  direct      fr 2   0.60  0.01  

  778268    778702  complement  fr 1   0.53  0.02  

  783305    783766  complement  fr 1   0.56  0.07  

  790841    791389  complement  fr 1   0.72  0.92  
  790841    791353  complement  fr 1   0.72  0.01  
  790841    791191  complement  fr 1   0.59  0.03  

  793432    794463  complement  fr 3   0.76  0.99  
  793432    794205  complement  fr 3   0.79  0.98  
  793432    794184  complement  fr 3   0.79  0.74  

  799353    799490  direct      fr 3   0.55  0.06  

  803877    804440  direct      fr 3   0.53  0.14  
  803880    804440  direct      fr 3   0.53  0.35  
  803883    804440  direct      fr 3   0.52  0.31  

  809502    809990  complement  fr 2   0.57  0.02  
  809502    809978  complement  fr 2   0.58  0.08  
  809502    809951  complement  fr 2   0.63  0.00  
  809502    809663  complement  fr 2   0.90  0.74  

  810531    810791  complement  fr 2   0.52  0.35  

  812004    812228  complement  fr 2   0.67  0.04  

  813509    813784  direct      fr 2   0.52  0.16  

  818075    818248  complement  fr 1   0.59  0.82  

  818321    820417  direct      fr 2   0.60  0.00  
  818984    820417  direct      fr 2   0.67  0.11  

  824961    825512  direct      fr 3   0.53  0.57  
  825024    825512  direct      fr 3   0.55  0.00  
  825030    825512  direct      fr 3   0.54  0.00  
  825069    825512  direct      fr 3   0.50  0.00  

  824677    825177  complement  fr 3   0.55  0.98  

  825702    826130  direct      fr 3   0.53  0.06  

  828049    828924  complement  fr 3   0.64  1.00  
  828049    828648  complement  fr 3   0.53  0.00  

  830840    830995  direct      fr 2   0.58  0.02  

  835935    836495  direct      fr 3   0.51  0.94  

  836673    836864  direct      fr 3   0.54  0.00  

  838828    839358  complement  fr 3   0.51  0.00  
  838828    839178  complement  fr 3   0.55  0.04  

  839577    839909  direct      fr 3   0.55  0.00  

  847013    847111  complement  fr 1   0.58  0.18  

  862110    862301  direct      fr 3   0.72  0.96  

  863175    863378  direct      fr 3   0.62  0.00  

  869354    870250  direct      fr 2   0.74  0.04  
  869411    870250  direct      fr 2   0.73  0.19  
  869486    870250  direct      fr 2   0.71  0.91  

  872568    873182  complement  fr 2   0.54  0.81  
  872568    873026  complement  fr 2   0.51  0.20  

  873985    874272  complement  fr 3   0.72  0.27  

  874925    875644  complement  fr 1   0.55  0.27  

  876150    876233  direct      fr 3   0.56  0.73  

  876166    876801  complement  fr 3   0.75  0.30  

  889024    889173  complement  fr 3   0.53  0.06  

  893077    893475  complement  fr 3   0.74  0.01  

  901693    901935  direct      fr 1   0.50  0.02  

  903591    903713  direct      fr 3   0.51  0.95  

  904140    904283  direct      fr 3   0.65  0.47  

  907394    908926  direct      fr 2   0.55  0.00  
  907535    908926  direct      fr 2   0.61  0.00  
  908162    908926  direct      fr 2   0.76  0.03  
  908405    908926  direct      fr 2   0.86  0.05  

  912889    913104  complement  fr 3   0.59  0.04  

  915381    915554  direct      fr 3   0.60  0.31  

  916183    916332  direct      fr 1   0.53  0.49  
  916192    916332  direct      fr 1   0.52  0.60  

  916479    916586  complement  fr 2   0.71  0.00  
  916479    916544  complement  fr 2   0.51  0.69  

  922734    923369  complement  fr 2   0.64  0.07  
  922734    922937  complement  fr 2   0.57  0.01  
  922734    922919  complement  fr 2   0.62  0.13  
  922734    922853  complement  fr 2   0.55  0.47  

  923985    924158  complement  fr 2   0.52  0.22  

  927272    927616  direct      fr 2   0.60  0.54  

  938151    938261  complement  fr 2   0.62  0.58  
  938151    938198  complement  fr 2   0.79  0.02  

  938887    939006  direct      fr 1   0.62  0.05  

  940898    941218  complement  fr 1   0.65  0.35  
  940898    941131  complement  fr 1   0.62  0.25  
  940898    941119  complement  fr 1   0.64  0.69  
  940898    941059  complement  fr 1   0.67  0.38  
  940898    941050  complement  fr 1   0.67  0.11  

  943598    943858  direct      fr 2   0.51  0.54  

  945419    946243  direct      fr 2   0.67  0.50  
  946127    946243  direct      fr 2   0.65  0.02  

  950166    950678  complement  fr 2   0.68  0.54  
  950166    950354  complement  fr 2   0.56  0.65  

  950724    950939  complement  fr 2   0.57  0.95  
  950724    950918  complement  fr 2   0.59  0.18  

  957524    958432  direct      fr 2   0.61  0.00  
  958019    958432  direct      fr 2   0.85  0.00  

  969263    969526  complement  fr 1   0.51  0.00  

  975910    975999  complement  fr 3   0.70  0.98  

  990891    991070  direct      fr 3   0.63  0.00  

  994077    994505  direct      fr 3   0.50  0.00  
  994155    994505  direct      fr 3   0.55  0.37  

  998458    998661  complement  fr 3   0.58  0.06  

 1002952   1003653  direct      fr 1   0.76  0.97  
 1003102   1003653  direct      fr 1   0.71  0.70  

 1012351   1012833  complement  fr 3   0.53  0.00  
 1012351   1012728  complement  fr 3   0.58  0.00  

 1012894   1013361  direct      fr 1   0.58  0.96  
 1012975   1013361  direct      fr 1   0.53  0.00  
 1013134   1013361  direct      fr 1   0.70  0.76  
 1013269   1013361  direct      fr 1   0.50  0.91  

 1017236   1017307  direct      fr 2   0.57  0.40  

 1019196   1019552  complement  fr 2   0.73  0.86  
 1019196   1019504  complement  fr 2   0.71  0.01  

 1020053   1020526  complement  fr 1   0.52  0.03  
 1020053   1020490  complement  fr 1   0.56  0.00  
 1020053   1020415  complement  fr 1   0.51  0.01  

 1021441   1021977  direct      fr 1   0.63  0.04  
 1021528   1021977  direct      fr 1   0.60  0.94  
 1021624   1021977  direct      fr 1   0.51  0.01  

 1025855   1028038  complement  fr 1   0.54  0.25  
 1025855   1028029  complement  fr 1   0.54  0.84  
 1025855   1027987  complement  fr 1   0.53  0.11  

 1030144   1030293  direct      fr 1   0.53  0.01  
 1030165   1030293  direct      fr 1   0.58  0.02  

 1032351   1032509  direct      fr 3   0.70  0.03  

 1035890   1036036  direct      fr 2   0.50  0.00  

 1036276   1036431  complement  fr 3   0.57  0.92  

 1037715   1037963  direct      fr 3   0.52  0.88  

 1048249   1048401  direct      fr 1   0.62  0.61  

 1051750   1052022  direct      fr 1   0.94  0.35  

 1059488   1060108  direct      fr 2   0.51  0.43  

 1064864   1065031  complement  fr 1   0.56  0.09  

 1075730   1075813  complement  fr 1   0.59  0.80  

 1079052   1080722  complement  fr 2   0.51  0.02  
 1079052   1080629  complement  fr 2   0.51  0.00  
 1079052   1080464  complement  fr 2   0.50  0.04  

 1080806   1080958  direct      fr 2   0.51  0.99  

 1083058   1083675  complement  fr 3   0.57  0.65  

 1084278   1085501  direct      fr 3   0.50  0.02  
 1084356   1085501  direct      fr 3   0.53  0.26  
 1084662   1085501  direct      fr 3   0.56  0.00  

 1089500   1089667  direct      fr 2   0.50  0.09  

 1093972   1094781  direct      fr 1   0.60  0.15  
 1094341   1094781  direct      fr 1   0.69  0.93  

 1095843   1095995  direct      fr 3   0.54  0.04  

 1096038   1096157  complement  fr 2   0.52  0.12  

 1100840   1101193  complement  fr 1   0.56  0.33  
 1100840   1101184  complement  fr 1   0.58  0.76  

 1105353   1105742  complement  fr 2   0.70  0.02  

 1108229   1108468  direct      fr 2   0.54  0.03  

 1108679   1108855  direct      fr 2   0.67  0.99  

 1109995   1110246  direct      fr 1   0.57  0.64  

 1111581   1114052  direct      fr 3   0.50  0.26  

 1116209   1118107  complement  fr 1   0.51  0.06  
 1116209   1117993  complement  fr 1   0.54  0.79  
 1116209   1117321  complement  fr 1   0.51  0.21  

 1122371   1123843  complement  fr 1   0.57  0.00  
 1122371   1123702  complement  fr 1   0.57  0.57  
 1122371   1123642  complement  fr 1   0.58  0.00  
 1122371   1123615  complement  fr 1   0.58  0.01  
 1122371   1123276  complement  fr 1   0.63  0.15  

 1129803   1129901  direct      fr 3   0.61  0.02  

 1133617   1136112  complement  fr 3   0.66  0.62  
 1133617   1135851  complement  fr 3   0.69  0.01  
 1133617   1135524  complement  fr 3   0.73  0.05  

 1138229   1138408  direct      fr 2   0.65  0.07  

 1138840   1139025  complement  fr 3   0.56  0.74  

 1142424   1142663  complement  fr 2   0.54  0.00  

 1143098   1143352  direct      fr 2   0.59  0.77  

 1146924   1147127  direct      fr 3   0.52  0.75  

 1150496   1150660  complement  fr 1   0.53  0.96  

 1150814   1151152  complement  fr 1   0.66  0.56  

 1153204   1153320  complement  fr 3   0.63  0.92  

 1161166   1162899  direct      fr 1   0.52  0.02  
 1161187   1162899  direct      fr 1   0.53  0.00  
 1161214   1162899  direct      fr 1   0.53  0.11  
 1161346   1162899  direct      fr 1   0.53  0.00  
 1161547   1162899  direct      fr 1   0.50  0.00  

 1165281   1165466  complement  fr 2   0.68  0.12  

 1168043   1168603  complement  fr 1   0.60  0.19  
 1168043   1168279  complement  fr 1   0.68  0.75  

 1171030   1171128  complement  fr 3   0.62  0.75  

 1172118   1172378  direct      fr 3   0.51  0.55  
 1172223   1172378  direct      fr 3   0.59  0.96  

 1173357   1173464  direct      fr 3   0.51  0.96  

 1175162   1175269  complement  fr 1   0.60  0.80  

 1177778   1178062  complement  fr 1   0.53  0.01  
 1177778   1178044  complement  fr 1   0.56  0.32  

 1183767   1183997  complement  fr 2   0.52  0.14  

 1186197   1186391  direct      fr 3   0.60  0.10  

 1195518   1195658  complement  fr 2   0.57  0.38  
 1195518   1195643  complement  fr 2   0.68  0.06  

 1198024   1198149  complement  fr 3   0.52  0.95  

 1199920   1200030  direct      fr 1   0.69  0.04  
 1199926   1200030  direct      fr 1   0.69  0.18  
 1199938   1200030  direct      fr 1   0.67  0.53  

 1205414   1205530  direct      fr 2   0.53  0.73  

 1209439   1209579  direct      fr 1   0.64  0.07  

 1216526   1217026  direct      fr 2   0.68  0.00  

 1222295   1222795  direct      fr 2   0.52  0.52  
 1222571   1222795  direct      fr 2   0.52  0.86  

 1225385   1227958  direct      fr 2   0.53  0.48  
 1225694   1227958  direct      fr 2   0.55  0.11  
 1225745   1227958  direct      fr 2   0.56  0.78  
 1226339   1227958  direct      fr 2   0.55  0.00  

 1228309   1228734  direct      fr 1   0.61  0.04  
 1228534   1228734  direct      fr 1   0.69  0.81  
 1228576   1228734  direct      fr 1   0.71  0.37  

 1235854   1236819  direct      fr 1   0.59  0.00  

 1236796   1237287  complement  fr 3   0.50  0.05  

 1239562   1240137  direct      fr 1   0.58  0.04  

 1241466   1241777  direct      fr 3   0.51  0.13  

 1244140   1244445  direct      fr 1   0.67  0.00  

 1246338   1246418  direct      fr 3   0.68  0.96  

 1255564   1255632  direct      fr 1   0.61  0.62  

 1256463   1256588  direct      fr 3   0.53  0.01  

 1259585   1260319  direct      fr 2   0.56  0.00  
 1259720   1260319  direct      fr 2   0.61  0.01  
 1260125   1260319  direct      fr 2   0.56  0.10  

 1274244   1275167  direct      fr 3   0.51  0.78  
 1274424   1275167  direct      fr 3   0.53  0.14  
 1275063   1275167  direct      fr 3   0.55  0.13  
 1275069   1275167  direct      fr 3   0.55  0.02  

 1274020   1274211  complement  fr 3   0.75  0.97  

 1278384   1278509  direct      fr 3   0.51  0.30  

 1285572   1285829  direct      fr 3   0.80  0.10  

 1286172   1286720  direct      fr 3   0.53  0.00  

 1288133   1288285  complement  fr 1   0.56  0.11  

 1299006   1299140  direct      fr 3   0.55  0.02  

 1301290   1301322  complement  fr 3   0.52  0.00  

 1302693   1302773  direct      fr 3   0.52  0.87  

 1303227   1304042  direct      fr 3   0.61  0.03  
 1303368   1304042  direct      fr 3   0.65  0.58  
 1303524   1304042  direct      fr 3   0.78  0.09  

 1307518   1307646  complement  fr 3   0.66  0.52  

 1307931   1308182  complement  fr 2   0.53  0.00  

 1311866   1312072  complement  fr 1   0.72  0.11  

 1312702   1312848  complement  fr 3   0.62  0.19  

 1316287   1316340  complement  fr 3   0.77  0.54  

 1316717   1317058  direct      fr 2   0.64  0.95  

 1325335   1326186  direct      fr 1   0.55  0.97  

 1330128   1330259  complement  fr 2   0.64  0.89  

 1340780   1340896  complement  fr 1   0.51  0.08  

