                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM52304v1:Chromosome:1:4043042:1 REF
Sequence file: seq.fna
Sequence length: 4043042
GC Content:  43.89%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Staphylococcus_aureus_Mu50
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   17563     18864  direct      fr 1   0.86  0.01  
   17575     18864  direct      fr 1   0.87  0.05  
   17608     18864  direct      fr 1   0.89  0.98  
   17665     18864  direct      fr 1   0.89  0.01  
   17734     18864  direct      fr 1   0.88  0.28  

   19061     19945  direct      fr 2   0.95  1.00  
   19097     19945  direct      fr 2   0.98  0.00  
   19106     19945  direct      fr 2   0.98  0.00  
   19127     19945  direct      fr 2   0.98  0.00  

   19967     20557  direct      fr 2   0.86  0.92  
   20120     20557  direct      fr 2   0.86  0.33  
   20150     20557  direct      fr 2   0.87  0.15  

   20759     22156  direct      fr 2   0.83  0.13  
   20822     22156  direct      fr 2   0.88  0.01  
   20828     22156  direct      fr 2   0.88  0.00  
   20870     22156  direct      fr 2   0.91  0.32  
   20879     22156  direct      fr 2   0.91  0.86  
   20894     22156  direct      fr 2   0.93  0.32  
   21059     22156  direct      fr 2   0.93  0.03  
   21104     22156  direct      fr 2   0.93  0.01  
   21155     22156  direct      fr 2   0.93  0.00  

   22495     23148  complement  fr 3   0.73  0.91  
   22495     22851  complement  fr 3   0.63  0.02  
   22495     22830  complement  fr 3   0.61  0.01  
   22495     22785  complement  fr 3   0.56  0.76  

   23867     24325  complement  fr 1   0.57  0.32  

   25851     26336  direct      fr 3   0.77  0.81  
   25872     26336  direct      fr 3   0.76  0.61  
   25920     26336  direct      fr 3   0.74  0.00  

   26813     28504  direct      fr 2   0.58  0.25  
   26864     28504  direct      fr 2   0.60  0.13  
   27143     28504  direct      fr 2   0.68  0.00  
   27194     28504  direct      fr 2   0.68  0.53  
   27200     28504  direct      fr 2   0.68  0.82  
   27371     28504  direct      fr 2   0.71  0.74  

   28519     28851  direct      fr 1   0.76  0.98  
   28528     28851  direct      fr 1   0.79  0.98  
   28540     28851  direct      fr 1   0.82  0.68  
   28549     28851  direct      fr 1   0.85  0.00  
   28558     28851  direct      fr 1   0.85  0.01  
   28561     28851  direct      fr 1   0.88  0.00  
   28570     28851  direct      fr 1   0.88  0.01  
   28579     28851  direct      fr 1   0.88  0.02  

   28866     29462  direct      fr 3   0.65  0.76  
   28908     29462  direct      fr 3   0.70  0.44  
   28968     29462  direct      fr 3   0.68  0.45  
   29118     29462  direct      fr 3   0.64  0.94  
   29145     29462  direct      fr 3   0.63  0.00  

   29759     30034  direct      fr 2   0.58  0.19  
   29771     30034  direct      fr 2   0.61  0.27  
   29882     30034  direct      fr 2   0.63  0.13  
   29915     30034  direct      fr 2   0.58  0.69  

   36321     36458  direct      fr 3   0.67  0.09  
   36393     36458  direct      fr 3   0.73  0.09  

   36477     37637  direct      fr 3   0.73  0.79  
   36663     37637  direct      fr 3   0.71  0.02  
   36726     37637  direct      fr 3   0.69  0.12  
   36786     37637  direct      fr 3   0.67  0.35  

   37719     39161  direct      fr 3   0.66  0.66  
   37902     39161  direct      fr 3   0.68  0.08  
   37995     39161  direct      fr 3   0.70  0.37  
   38124     39161  direct      fr 3   0.67  0.02  

   39158     39796  direct      fr 2   0.78  0.88  
   39260     39796  direct      fr 2   0.74  0.99  
   39338     39796  direct      fr 2   0.70  0.14  

   39870     40199  direct      fr 3   0.61  0.07  
   39882     40199  direct      fr 3   0.63  0.15  
   40002     40199  direct      fr 3   0.84  0.59  
   40077     40199  direct      fr 3   0.76  0.02  
   40098     40199  direct      fr 3   0.71  0.02  

   40212     40652  direct      fr 3   0.66  0.87  
   40266     40652  direct      fr 3   0.73  0.41  
   40305     40652  direct      fr 3   0.71  0.03  
   40326     40652  direct      fr 3   0.72  0.39  

   40664     41653  direct      fr 2   0.55  0.00  
   40685     41653  direct      fr 2   0.57  0.00  
   40706     41653  direct      fr 2   0.58  0.02  
   40709     41653  direct      fr 2   0.58  0.04  
   41027     41653  direct      fr 2   0.66  0.07  
   41087     41653  direct      fr 2   0.63  0.05  
   41222     41653  direct      fr 2   0.79  0.14  

   42597     42857  direct      fr 3   0.51  0.16  

   43920     44798  direct      fr 3   0.66  0.12  
   43935     44798  direct      fr 3   0.68  0.04  
   43959     44798  direct      fr 3   0.70  0.03  
   44007     44798  direct      fr 3   0.74  0.26  
   44040     44798  direct      fr 3   0.75  0.92  
   44472     44798  direct      fr 3   0.87  0.98  

   44847     45137  complement  fr 2   0.72  1.00  
   44847     45131  complement  fr 2   0.75  1.00  
   44847     44978  complement  fr 2   0.59  0.51  

   45632     47626  direct      fr 2   0.89  0.63  
   45734     47626  direct      fr 2   0.91  0.01  
   45851     47626  direct      fr 2   0.90  0.56  
   45959     47626  direct      fr 2   0.90  0.02  
   46160     47626  direct      fr 2   0.91  0.34  

   47675     48472  direct      fr 2   0.69  0.00  
   47705     48472  direct      fr 2   0.72  0.90  
   47843     48472  direct      fr 2   0.67  0.03  
   47849     48472  direct      fr 2   0.67  0.02  

   48718     49941  direct      fr 1   0.85  0.00  
   48976     49941  direct      fr 1   0.93  0.05  
   48985     49941  direct      fr 1   0.93  0.21  
   49006     49941  direct      fr 1   0.93  0.11  

   50086     50646  direct      fr 1   0.61  0.63  
   50107     50646  direct      fr 1   0.63  0.27  
   50197     50646  direct      fr 1   0.60  0.00  

   50606     51517  direct      fr 2   0.66  0.01  
   50639     51517  direct      fr 2   0.68  0.97  
   50774     51517  direct      fr 2   0.70  0.14  
   50858     51517  direct      fr 2   0.66  0.08  
   50945     51517  direct      fr 2   0.65  0.38  
   51005     51517  direct      fr 2   0.61  0.01  

   51997     52551  direct      fr 1   0.53  0.39  
   52009     52551  direct      fr 1   0.54  0.01  
   52075     52551  direct      fr 1   0.60  0.30  
   52111     52551  direct      fr 1   0.63  0.47  
   52162     52551  direct      fr 1   0.64  0.65  
   52435     52551  direct      fr 1   0.56  0.02  

   52729     53022  direct      fr 1   0.60  0.11  
   52753     53022  direct      fr 1   0.65  0.68  
   52762     53022  direct      fr 1   0.65  0.36  
   52900     53022  direct      fr 1   0.54  0.20  

   53140     53367  direct      fr 1   0.55  0.00  
   53203     53367  direct      fr 1   0.56  0.91  

   53506     54384  direct      fr 1   0.58  0.95  
   53515     54384  direct      fr 1   0.59  0.90  
   53602     54384  direct      fr 1   0.61  0.49  
   53608     54384  direct      fr 1   0.60  0.60  
   53665     54384  direct      fr 1   0.58  0.00  

   54440     55297  direct      fr 2   0.61  0.03  
   54467     55297  direct      fr 2   0.63  0.02  
   54662     55297  direct      fr 2   0.63  0.34  
   54689     55297  direct      fr 2   0.62  0.00  
   54812     55297  direct      fr 2   0.56  0.97  

   55294     55671  direct      fr 1   0.61  0.34  
   55369     55671  direct      fr 1   0.64  0.04  
   55414     55671  direct      fr 1   0.64  0.52  
   55417     55671  direct      fr 1   0.65  0.52  
   55534     55671  direct      fr 1   0.54  0.05  

   55865     56158  direct      fr 2   0.73  0.87  
   55895     56158  direct      fr 2   0.79  0.70  
   55913     56158  direct      fr 2   0.86  0.09  
   55970     56158  direct      fr 2   0.82  0.21  
   56003     56158  direct      fr 2   0.79  0.06  

   56351     57721  direct      fr 2   0.86  0.98  
   56399     57721  direct      fr 2   0.89  0.00  
   56447     57721  direct      fr 2   0.90  0.03  
   56462     57721  direct      fr 2   0.90  0.23  
   56528     57721  direct      fr 2   0.90  0.08  

   57744     58697  direct      fr 3   0.89  0.22  
   57963     58697  direct      fr 3   0.92  0.82  
   57978     58697  direct      fr 3   0.92  0.23  
   58131     58697  direct      fr 3   0.90  0.12  

   58770     59396  direct      fr 3   0.79  0.61  
   58773     59396  direct      fr 3   0.79  0.84  
   58782     59396  direct      fr 3   0.80  0.82  
   58899     59396  direct      fr 3   0.84  0.02  
   58914     59396  direct      fr 3   0.84  0.11  
   58995     59396  direct      fr 3   0.83  0.11  

   60189     60359  direct      fr 3   0.54  0.77  
   60246     60359  direct      fr 3   0.50  0.09  

   60429     63962  direct      fr 3   0.63  0.03  
   60810     63962  direct      fr 3   0.67  0.00  
   60828     63962  direct      fr 3   0.67  0.33  
   60846     63962  direct      fr 3   0.67  0.95  

   64062     64634  direct      fr 3   0.87  0.76  
   64098     64634  direct      fr 3   0.89  0.77  
   64146     64634  direct      fr 3   0.87  0.01  
   64227     64634  direct      fr 3   0.86  0.01  

   65860     66414  direct      fr 1   0.52  0.87  
   65992     66414  direct      fr 1   0.55  0.12  
   66010     66414  direct      fr 1   0.54  0.01  
   66019     66414  direct      fr 1   0.55  0.04  

   66404     67873  direct      fr 2   0.62  1.00  
   66446     67873  direct      fr 2   0.64  0.00  
   66656     67873  direct      fr 2   0.60  0.03  
   66668     67873  direct      fr 2   0.60  0.15  

   67876     68136  direct      fr 1   0.66  0.01  

   68269     68517  direct      fr 1   0.50  0.09  
   68275     68517  direct      fr 1   0.50  0.01  

   69146     69544  direct      fr 2   0.58  0.01  
   69317     69544  direct      fr 2   0.66  0.01  

   69625     70011  direct      fr 1   0.81  0.96  
   69796     70011  direct      fr 1   0.83  0.06  
   69916     70011  direct      fr 1   0.64  0.05  

   70498     73020  direct      fr 1   0.51  0.02  
   70528     73020  direct      fr 1   0.52  0.84  
   70537     73020  direct      fr 1   0.52  0.94  
   70558     73020  direct      fr 1   0.52  0.15  
   70570     73020  direct      fr 1   0.52  0.00  
   70627     73020  direct      fr 1   0.54  0.02  
   70720     73020  direct      fr 1   0.56  0.02  
   70753     73020  direct      fr 1   0.57  0.05  
   70798     73020  direct      fr 1   0.57  0.07  
   70882     73020  direct      fr 1   0.58  0.58  

   73099     73842  direct      fr 1   0.68  0.13  
   73105     73842  direct      fr 1   0.69  0.02  
   73180     73842  direct      fr 1   0.72  0.92  
   73231     73842  direct      fr 1   0.70  0.00  
   73261     73842  direct      fr 1   0.68  0.00  

   75018     76346  direct      fr 3   0.51  0.00  
   75975     76346  direct      fr 3   0.57  0.01  
   76068     76346  direct      fr 3   0.51  0.00  

   76343     76885  direct      fr 2   0.74  0.83  
   76346     76885  direct      fr 2   0.75  0.88  
   76463     76885  direct      fr 2   0.76  0.00  
   76487     76885  direct      fr 2   0.75  0.29  
   76526     76885  direct      fr 2   0.74  0.47  

   76983     78896  direct      fr 3   0.81  0.01  
   77046     78896  direct      fr 3   0.83  0.09  
   77085     78896  direct      fr 3   0.85  0.08  
   77310     78896  direct      fr 3   0.88  0.00  
   77403     78896  direct      fr 3   0.92  0.52  
   77571     78896  direct      fr 3   0.92  0.47  
   77679     78896  direct      fr 3   0.96  0.37  

   79109     79867  direct      fr 2   0.61  0.69  
   79211     79867  direct      fr 2   0.62  0.00  
   79247     79867  direct      fr 2   0.65  0.62  
   79286     79867  direct      fr 2   0.69  0.05  
   79298     79867  direct      fr 2   0.70  0.01  
   79316     79867  direct      fr 2   0.71  0.36  
   79364     79867  direct      fr 2   0.69  0.24  
   79526     79867  direct      fr 2   0.59  0.57  
   79652     79867  direct      fr 2   0.73  0.96  

   79879     80754  direct      fr 1   0.88  0.77  
   79948     80754  direct      fr 1   0.90  0.10  
   80014     80754  direct      fr 1   0.89  0.03  
   80029     80754  direct      fr 1   0.89  0.02  

   80939     81694  direct      fr 2   0.83  0.38  
   80966     81694  direct      fr 2   0.82  0.07  
   81002     81694  direct      fr 2   0.81  0.00  

   81761     82696  direct      fr 2   0.83  0.56  
   81770     82696  direct      fr 2   0.84  0.44  
   81881     82696  direct      fr 2   0.86  0.31  
   81923     82696  direct      fr 2   0.85  0.01  
   82013     82696  direct      fr 2   0.83  0.76  

   82752     84275  direct      fr 3   0.78  0.01  
   82770     84275  direct      fr 3   0.79  0.16  
   82854     84275  direct      fr 3   0.81  0.13  
   82863     84275  direct      fr 3   0.81  0.17  
   83022     84275  direct      fr 3   0.80  0.02  

   85736     86593  direct      fr 2   0.61  0.68  
   85814     86593  direct      fr 2   0.65  0.32  
   85817     86593  direct      fr 2   0.65  0.29  
   85904     86593  direct      fr 2   0.68  0.47  
   85988     86593  direct      fr 2   0.65  0.52  
   86006     86593  direct      fr 2   0.64  0.70  

   86586     86948  direct      fr 3   0.65  0.99  
   86610     86948  direct      fr 3   0.69  0.91  
   86634     86948  direct      fr 3   0.71  0.00  
   86775     86948  direct      fr 3   0.51  0.06  

   86945     87448  direct      fr 2   0.72  0.93  
   87014     87448  direct      fr 2   0.76  0.01  
   87041     87448  direct      fr 2   0.74  0.16  
   87056     87448  direct      fr 2   0.74  0.04  

   87400     87609  direct      fr 1   0.72  0.75  

   87615     88634  direct      fr 3   0.81  0.19  
   87672     88634  direct      fr 3   0.84  0.04  
   87684     88634  direct      fr 3   0.85  0.03  
   87756     88634  direct      fr 3   0.90  0.49  
   87798     88634  direct      fr 3   0.92  0.15  
   87804     88634  direct      fr 3   0.92  0.11  
   87873     88634  direct      fr 3   0.91  0.97  

   88717     90225  direct      fr 1   0.89  0.99  
   88726     90225  direct      fr 1   0.89  0.98  
   88789     90225  direct      fr 1   0.91  0.09  
   88936     90225  direct      fr 1   0.90  0.00  
   88939     90225  direct      fr 1   0.90  0.00  

  101493    101912  direct      fr 3   0.51  0.99  
  101673    101912  direct      fr 3   0.59  0.05  
  101802    101912  direct      fr 3   0.65  0.08  
  101805    101912  direct      fr 3   0.65  0.21  
  101817    101912  direct      fr 3   0.62  0.20  

  101917    102483  direct      fr 1   0.53  0.01  
  102103    102483  direct      fr 1   0.54  0.49  
  102136    102483  direct      fr 1   0.54  0.01  
  102181    102483  direct      fr 1   0.59  0.50  
  102274    102483  direct      fr 1   0.73  0.73  
  102292    102483  direct      fr 1   0.72  0.69  

  102483    103574  direct      fr 3   0.58  0.00  
  102525    103574  direct      fr 3   0.60  0.38  
  102711    103574  direct      fr 3   0.57  0.42  
  102831    103574  direct      fr 3   0.52  0.44  
  102897    103574  direct      fr 3   0.51  0.69  

  103571    106003  direct      fr 2   0.89  0.76  
  103574    106003  direct      fr 2   0.90  0.92  
  103790    106003  direct      fr 2   0.90  0.30  
  103844    106003  direct      fr 2   0.90  0.25  
  103877    106003  direct      fr 2   0.90  0.23  

  106038    107471  direct      fr 3   0.69  0.15  
  106095    107471  direct      fr 3   0.72  0.00  
  106155    107471  direct      fr 3   0.75  0.90  
  106191    107471  direct      fr 3   0.76  0.53  
  106194    107471  direct      fr 3   0.76  0.27  
  106203    107471  direct      fr 3   0.75  0.03  

  107475    108557  direct      fr 3   0.66  0.68  
  107565    108557  direct      fr 3   0.69  0.79  
  107634    108557  direct      fr 3   0.68  0.00  
  107637    108557  direct      fr 3   0.68  0.00  

  108673    109773  direct      fr 1   0.61  0.25  
  108859    109773  direct      fr 1   0.67  0.29  
  108868    109773  direct      fr 1   0.67  0.77  
  109063    109773  direct      fr 1   0.69  0.01  
  109117    109773  direct      fr 1   0.74  1.00  

  109788    110486  direct      fr 3   0.55  0.70  
  109800    110486  direct      fr 3   0.55  0.00  
  109803    110486  direct      fr 3   0.54  0.00  

  110467    110955  direct      fr 1   0.56  0.93  
  110479    110955  direct      fr 1   0.58  0.97  
  110506    110955  direct      fr 1   0.59  0.03  
  110518    110955  direct      fr 1   0.58  0.00  
  110794    110955  direct      fr 1   0.66  0.75  
  110815    110955  direct      fr 1   0.71  0.98  

  111046    112497  direct      fr 1   0.91  0.97  
  111265    112497  direct      fr 1   0.93  0.56  
  111325    112497  direct      fr 1   0.93  0.02  
  111427    112497  direct      fr 1   0.92  0.00  

  112811    113452  direct      fr 2   0.51  1.00  
  112835    113452  direct      fr 2   0.52  0.78  
  112874    113452  direct      fr 2   0.51  0.00  
  113051    113452  direct      fr 2   0.62  0.17  
  113195    113452  direct      fr 2   0.83  0.10  
  113249    113452  direct      fr 2   0.78  0.02  

  113449    114849  direct      fr 1   0.79  0.20  
  113518    114849  direct      fr 1   0.81  0.01  
  113524    114849  direct      fr 1   0.82  0.01  
  113632    114849  direct      fr 1   0.83  0.03  
  113794    114849  direct      fr 1   0.82  0.72  
  113803    114849  direct      fr 1   0.82  0.87  

  115084    115284  direct      fr 1   0.54  0.52  

  115268    116017  direct      fr 2   0.67  0.90  
  115307    116017  direct      fr 2   0.69  0.00  
  115352    116017  direct      fr 2   0.70  0.46  
  115388    116017  direct      fr 2   0.72  0.37  
  115454    116017  direct      fr 2   0.73  0.69  
  115457    116017  direct      fr 2   0.73  0.82  

  117037    117255  direct      fr 1   0.50  0.19  

  117570    117710  direct      fr 3   0.52  0.11  

  117853    118422  direct      fr 1   0.77  0.01  
  117889    118422  direct      fr 1   0.82  0.81  
  117973    118422  direct      fr 1   0.85  0.06  
  117979    118422  direct      fr 1   0.85  0.18  
  118054    118422  direct      fr 1   0.82  0.00  

  118539    119015  direct      fr 3   0.82  0.00  
  118581    119015  direct      fr 3   0.89  0.25  
  118590    119015  direct      fr 3   0.91  0.98  
  118695    119015  direct      fr 3   0.92  0.02  
  118878    119015  direct      fr 3   0.84  0.07  
  118926    119015  direct      fr 3   0.76  0.05  

  119110    119808  direct      fr 1   0.88  0.99  
  119239    119808  direct      fr 1   0.92  0.24  
  119299    119808  direct      fr 1   0.91  0.02  
  119467    119808  direct      fr 1   0.87  0.01  

  120060    120560  direct      fr 3   0.94  0.35  
  120234    120560  direct      fr 3   0.91  0.40  
  120426    120560  direct      fr 3   0.82  0.00  

  120591    120977  direct      fr 3   0.82  0.86  
  120606    120977  direct      fr 3   0.84  0.98  

  121325    121672  direct      fr 2   0.51  0.70  

  121909    125499  direct      fr 1   0.91  0.05  
  121984    125499  direct      fr 1   0.92  0.39  
  122059    125499  direct      fr 1   0.93  0.38  
  122173    125499  direct      fr 1   0.93  0.00  

  125519    129160  direct      fr 2   0.89  0.00  
  125570    129160  direct      fr 2   0.90  0.74  
  125588    129160  direct      fr 2   0.91  0.10  
  125642    129160  direct      fr 2   0.91  0.61  
  125834    129160  direct      fr 2   0.94  0.05  
  125900    129160  direct      fr 2   0.94  0.72  
  125909    129160  direct      fr 2   0.94  0.42  

  129333    129587  direct      fr 3   0.77  0.45  
  129339    129587  direct      fr 3   0.81  0.26  
  129396    129587  direct      fr 3   0.76  0.01  

  129701    130117  direct      fr 2   0.86  0.85  
  129737    130117  direct      fr 2   0.94  0.30  
  129857    130117  direct      fr 2   0.95  0.35  

  130159    130629  direct      fr 1   0.84  0.87  
  130246    130629  direct      fr 1   0.91  0.07  
  130249    130629  direct      fr 1   0.91  0.17  
  130333    130629  direct      fr 1   0.89  0.08  

  130683    132761  direct      fr 3   0.96  0.85  
  130728    132761  direct      fr 3   0.97  0.07  
  130830    132761  direct      fr 3   0.97  0.03  
  130839    132761  direct      fr 3   0.97  0.18  

  132881    134071  direct      fr 2   0.93  0.99  
  133016    134071  direct      fr 2   0.95  0.00  
  133157    134071  direct      fr 2   0.94  0.15  
  133178    134071  direct      fr 2   0.94  0.00  

  135363    135671  direct      fr 3   0.78  0.93  
  135525    135671  direct      fr 3   0.75  0.12  
  135561    135671  direct      fr 3   0.68  0.39  
  135591    135671  direct      fr 3   0.54  0.01  

  135711    136340  direct      fr 3   0.84  0.93  
  135744    136340  direct      fr 3   0.88  0.99  
  135966    136340  direct      fr 3   0.85  0.07  
  135972    136340  direct      fr 3   0.85  0.30  
  136107    136340  direct      fr 3   0.77  0.02  

  136368    136991  direct      fr 3   0.82  0.95  
  136482    136991  direct      fr 3   0.87  0.02  
  136719    136991  direct      fr 3   0.78  0.14  
  136782    136991  direct      fr 3   0.75  0.05  

  136991    137278  direct      fr 2   0.69  0.64  
  137051    137278  direct      fr 2   0.83  0.64  
  137105    137278  direct      fr 2   0.78  0.05  
  137135    137278  direct      fr 2   0.74  0.04  

  137310    138143  direct      fr 3   0.89  0.85  
  137355    138143  direct      fr 3   0.93  0.20  
  137658    138143  direct      fr 3   0.90  0.03  
  137730    138143  direct      fr 3   0.88  0.23  

  138201    138479  direct      fr 3   0.78  0.89  
  138246    138479  direct      fr 3   0.82  0.17  
  138372    138479  direct      fr 3   0.64  0.07  
  138396    138479  direct      fr 3   0.55  0.01  

  138496    138837  direct      fr 1   0.71  0.97  
  138556    138837  direct      fr 1   0.84  0.06  
  138685    138837  direct      fr 1   0.71  0.04  

  138841    139497  direct      fr 1   0.87  0.94  
  139060    139497  direct      fr 1   0.89  0.14  
  139261    139497  direct      fr 1   0.80  0.66  
  139282    139497  direct      fr 1   0.79  0.00  

  139448    139933  direct      fr 2   0.78  0.00  
  139478    139933  direct      fr 2   0.84  0.07  
  139499    139933  direct      fr 2   0.86  0.94  
  139547    139933  direct      fr 2   0.91  0.06  
  139658    139933  direct      fr 2   0.87  0.00  
  139670    139933  direct      fr 2   0.86  0.00  

  139899    140123  direct      fr 3   0.65  0.82  
  139911    140123  direct      fr 3   0.69  0.79  
  139914    140123  direct      fr 3   0.69  0.98  
  139923    140123  direct      fr 3   0.73  0.99  
  140058    140123  direct      fr 3   0.58  0.01  

  140140    140409  direct      fr 1   0.65  0.98  
  140146    140409  direct      fr 1   0.65  0.98  
  140200    140409  direct      fr 1   0.77  0.00  

  140450    140818  direct      fr 2   0.69  0.99  

  140856    141167  direct      fr 3   0.81  0.99  
  140883    141167  direct      fr 3   0.87  0.78  
  140973    141167  direct      fr 3   0.82  0.04  
  141060    141167  direct      fr 3   0.70  0.01  

  141194    141733  direct      fr 2   0.87  0.85  
  141242    141733  direct      fr 2   0.94  0.12  
  141269    141733  direct      fr 2   0.94  0.09  
  141275    141733  direct      fr 2   0.94  0.15  

  141771    141941  direct      fr 3   0.50  1.00  

  141973    142371  direct      fr 1   0.88  0.86  
  141979    142371  direct      fr 1   0.88  0.88  
  142000    142371  direct      fr 1   0.87  0.11  

  142386    142940  direct      fr 3   0.86  0.94  
  142392    142940  direct      fr 3   0.86  0.96  
  142401    142940  direct      fr 3   0.87  0.90  
  142479    142940  direct      fr 3   0.92  0.27  
  142524    142940  direct      fr 3   0.92  0.01  
  142548    142940  direct      fr 3   0.91  0.09  

  142973    143335  direct      fr 2   0.62  0.72  

  143354    143860  direct      fr 2   0.87  1.00  
  143360    143860  direct      fr 2   0.87  1.00  
  143585    143860  direct      fr 2   0.89  0.00  
  143765    143860  direct      fr 2   0.78  0.90  

  143874    144053  direct      fr 3   0.59  0.55  

  144084    144524  direct      fr 3   0.82  0.94  
  144246    144524  direct      fr 3   0.85  0.00  

  144550    145821  direct      fr 1   0.76  0.12  
  144556    145821  direct      fr 1   0.76  0.04  
  144595    145821  direct      fr 1   0.79  0.41  
  144631    145821  direct      fr 1   0.80  0.80  
  144673    145821  direct      fr 1   0.79  0.01  
  144739    145821  direct      fr 1   0.78  0.00  
  144790    145821  direct      fr 1   0.82  0.96  
  144796    145821  direct      fr 1   0.82  0.90  
  144880    145821  direct      fr 1   0.82  0.14  

  145876    146529  direct      fr 1   0.85  0.98  
  145891    146529  direct      fr 1   0.84  0.99  
  145975    146529  direct      fr 1   0.82  0.04  

  146526    147272  direct      fr 3   0.79  0.29  
  146562    147272  direct      fr 3   0.82  0.78  
  146583    147272  direct      fr 3   0.82  0.67  
  146775    147272  direct      fr 3   0.87  0.63  

  147584    147802  direct      fr 2   0.57  0.99  
  147608    147802  direct      fr 2   0.64  0.62  
  147644    147802  direct      fr 2   0.73  0.08  
  147707    147802  direct      fr 2   0.58  0.33  

  147972    148337  direct      fr 3   0.76  1.00  
  148104    148337  direct      fr 3   0.81  0.00  

  148358    148753  direct      fr 2   0.82  0.93  
  148397    148753  direct      fr 2   0.89  0.77  
  148556    148753  direct      fr 2   0.82  0.17  

  148930    149874  direct      fr 1   0.84  0.92  
  149143    149874  direct      fr 1   0.96  0.25  
  149416    149874  direct      fr 1   0.94  0.05  
  149638    149874  direct      fr 1   0.88  0.01  

  149952    150314  direct      fr 3   0.80  0.97  
  149997    150314  direct      fr 3   0.92  0.03  
  150090    150314  direct      fr 3   0.88  0.00  
  150255    150314  direct      fr 3   0.56  0.03  

  150442    151287  direct      fr 1   0.76  0.01  
  150535    151287  direct      fr 1   0.85  0.96  
  150682    151287  direct      fr 1   0.83  0.04  
  150700    151287  direct      fr 1   0.82  0.01  
  150754    151287  direct      fr 1   0.81  0.33  

  151263    152132  direct      fr 3   0.81  0.01  
  151302    152132  direct      fr 3   0.80  0.01  
  151596    152132  direct      fr 3   0.88  0.01  

  152720    152926  direct      fr 2   0.52  0.00  
  152789    152926  direct      fr 2   0.67  0.85  
  152795    152926  direct      fr 2   0.67  0.73  

  152936    153679  direct      fr 2   0.59  0.10  
  153119    153679  direct      fr 2   0.68  0.02  
  153347    153679  direct      fr 2   0.69  0.74  
  153356    153679  direct      fr 2   0.71  0.57  
  153425    153679  direct      fr 2   0.76  0.47  
  153488    153679  direct      fr 2   0.71  0.01  

  153841    154278  direct      fr 1   0.83  0.89  
  153856    154278  direct      fr 1   0.86  0.91  
  154003    154278  direct      fr 1   0.86  0.02  
  154117    154278  direct      fr 1   0.76  0.03  
  154141    154278  direct      fr 1   0.72  0.09  

  154353    154691  direct      fr 3   0.90  0.04  

