                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM2732v1:Chromosome:1:580076:1 REF
Sequence file: seq.fna
Sequence length: 580076
GC Content:  31.69%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Staphylococcus_aureus_Mu50
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   13256     13564  complement  fr 1   0.60  0.53  

   13569     14057  complement  fr 2   0.63  0.51  
   13569     14021  complement  fr 2   0.68  0.39  
   13569     13928  complement  fr 2   0.68  0.10  
   13569     13904  complement  fr 2   0.68  0.04  
   13569     13853  complement  fr 2   0.65  0.40  

   14503     15138  complement  fr 3   0.76  0.97  
   14503     14778  complement  fr 3   0.69  0.18  

   15555     16310  direct      fr 3   0.52  0.79  
   15636     16310  direct      fr 3   0.57  0.12  
   15684     16310  direct      fr 3   0.61  0.57  
   15924     16310  direct      fr 3   0.55  0.28  
   16002     16310  direct      fr 3   0.59  0.04  

   16536     16967  direct      fr 3   0.69  0.92  
   16539     16967  direct      fr 3   0.69  0.95  

   17001     17426  direct      fr 3   0.81  0.18  
   17175     17426  direct      fr 3   0.77  0.19  
   17349     17426  direct      fr 3   0.53  0.02  

   18667     18744  direct      fr 1   0.51  0.07  

   18886     19242  direct      fr 1   0.75  0.02  
   19141     19242  direct      fr 1   0.56  0.83  

   19252     19623  direct      fr 1   0.53  0.97  

   19825     20736  direct      fr 1   0.54  0.07  
   20164     20736  direct      fr 1   0.52  0.31  
   20236     20736  direct      fr 1   0.54  0.01  

   21064     21177  direct      fr 1   0.60  0.00  
   21088     21177  direct      fr 1   0.50  0.00  

   21577     22128  direct      fr 1   0.82  0.00  
   21994     22128  direct      fr 1   0.71  0.43  
   22048     22128  direct      fr 1   0.71  0.80  
   22051     22128  direct      fr 1   0.71  0.73  

   22389     23558  direct      fr 3   0.74  0.97  
   22482     23558  direct      fr 3   0.78  0.84  
   22713     23558  direct      fr 3   0.73  0.73  
   22830     23558  direct      fr 3   0.70  0.04  
   23121     23558  direct      fr 3   0.88  0.02  

   23968     24135  direct      fr 1   0.86  0.70  
   23983     24135  direct      fr 1   0.86  0.12  
   24013     24135  direct      fr 1   0.83  0.25  

   25371     25766  direct      fr 3   0.83  0.59  
   25461     25766  direct      fr 3   0.78  0.01  
   25566     25766  direct      fr 3   0.68  0.64  

   26261     26473  direct      fr 2   0.66  0.50  
   26297     26473  direct      fr 2   0.79  0.45  
   26387     26473  direct      fr 2   0.62  0.58  

   26479     27030  direct      fr 1   0.90  0.79  
   26500     27030  direct      fr 1   0.94  0.68  
   26644     27030  direct      fr 1   0.96  0.41  
   26713     27030  direct      fr 1   0.95  0.38  
   26785     27030  direct      fr 1   0.93  0.02  

   27346     28233  direct      fr 1   0.85  0.42  
   27631     28233  direct      fr 1   0.88  0.00  
   27871     28233  direct      fr 1   0.82  0.00  

   28342     28449  direct      fr 1   0.54  0.91  

   29552     30124  direct      fr 2   0.81  0.74  
   29561     30124  direct      fr 2   0.82  0.48  
   29657     30124  direct      fr 2   0.89  0.23  
   29768     30124  direct      fr 2   0.87  0.00  
   29807     30124  direct      fr 2   0.86  0.58  

   30093     30260  direct      fr 3   0.50  0.76  
   30105     30260  direct      fr 3   0.54  0.58  
   30156     30260  direct      fr 3   0.75  0.06  

   30983     31153  direct      fr 2   0.67  0.39  

   31143     31739  complement  fr 2   0.61  0.00  
   31143     31736  complement  fr 2   0.61  0.01  
   31143     31703  complement  fr 2   0.65  0.88  
   31143     31670  complement  fr 2   0.65  0.27  
   31143     31643  complement  fr 2   0.63  0.01  
   31143     31316  complement  fr 2   0.51  0.47  

   31705     32325  complement  fr 3   0.72  0.33  
   31705     32241  complement  fr 3   0.82  0.90  
   31705     32103  complement  fr 3   0.81  0.59  
   31705     32085  complement  fr 3   0.80  0.06  
   31705     31983  complement  fr 3   0.80  0.89  

   32359     32643  complement  fr 3   0.76  0.00  
   32359     32640  complement  fr 3   0.75  0.01  
   32359     32586  complement  fr 3   0.74  0.46  

   32851     33054  complement  fr 3   0.76  0.46  
   32851     33030  complement  fr 3   0.74  0.89  
   32851     33003  complement  fr 3   0.71  0.34  

   33130     33384  complement  fr 3   0.77  0.00  
   33130     33309  complement  fr 3   0.87  0.18  

   33463     33897  complement  fr 3   0.85  0.02  
   33463     33819  complement  fr 3   0.82  0.08  

   34195     34365  complement  fr 3   0.62  0.18  
   34195     34353  complement  fr 3   0.60  0.85  
   34195     34293  complement  fr 3   0.55  0.04  

   34435     34962  complement  fr 3   0.77  0.26  
   34435     34899  complement  fr 3   0.76  0.09  
   34435     34827  complement  fr 3   0.85  0.97  
   34435     34647  complement  fr 3   0.74  0.01  

   35113     35580  complement  fr 3   0.80  0.12  
   35113     35295  complement  fr 3   0.55  0.53  

   35638     35727  complement  fr 3   0.81  0.30  
   35638     35703  complement  fr 3   0.81  0.87  

   35902     36195  complement  fr 3   0.76  0.87  

   36977     37957  direct      fr 2   0.75  0.21  
   37148     37957  direct      fr 2   0.81  0.40  
   37316     37957  direct      fr 2   0.85  0.02  
   37484     37957  direct      fr 2   0.80  0.01  

   38735     38977  direct      fr 2   0.65  0.24  
   38789     38977  direct      fr 2   0.62  0.15  

   40542     41069  direct      fr 3   0.55  0.85  

   41340     41567  direct      fr 3   0.65  0.88  

   42352     42888  direct      fr 1   0.67  0.36  
   42475     42888  direct      fr 1   0.61  0.28  
   42481     42888  direct      fr 1   0.63  0.09  

   43180     43404  direct      fr 1   0.73  0.00  
   43261     43404  direct      fr 1   0.67  0.11  
   43285     43404  direct      fr 1   0.61  0.00  

   43764     44258  direct      fr 3   0.81  0.40  
   44025     44258  direct      fr 3   0.70  0.22  
   44034     44258  direct      fr 3   0.70  0.67  
   44151     44258  direct      fr 3   0.66  0.18  

   44891     45070  complement  fr 1   0.72  0.21  
   44891     44998  complement  fr 1   0.54  0.66  

   45188     45481  complement  fr 1   0.77  0.01  
   45188     45442  complement  fr 1   0.74  0.02  
   45188     45340  complement  fr 1   0.64  0.01  

   46004     46093  complement  fr 1   0.60  0.98  

   46297     46671  complement  fr 3   0.83  0.85  
   46297     46629  complement  fr 3   0.82  0.32  
   46297     46608  complement  fr 3   0.80  0.03  

   47757     47855  direct      fr 3   0.60  0.00  

   48333     48929  direct      fr 3   0.89  0.71  
   48378     48929  direct      fr 3   0.88  0.00  
   48618     48929  direct      fr 3   0.84  0.03  

   48945     49190  direct      fr 3   0.71  0.61  
   48954     49190  direct      fr 3   0.73  0.03  
   49125     49190  direct      fr 3   0.83  0.77  

   49376     49642  direct      fr 2   0.73  0.91  
   49409     49642  direct      fr 2   0.84  0.63  
   49529     49642  direct      fr 2   0.78  0.04  

   50839     51168  direct      fr 1   0.89  0.01  
   50893     51168  direct      fr 1   0.86  0.00  
   51094     51168  direct      fr 1   0.58  0.01  

   51596     51700  direct      fr 2   0.51  0.97  

   51980     52357  direct      fr 2   0.69  0.10  
   52073     52357  direct      fr 2   0.76  0.04  
   52106     52357  direct      fr 2   0.74  0.01  

   52491     52769  direct      fr 3   0.57  0.09  

   52830     53207  direct      fr 3   0.57  0.57  
   52956     53207  direct      fr 3   0.54  0.36  

   53735     54568  direct      fr 2   0.87  0.58  
   53960     54568  direct      fr 2   0.92  0.46  
   54020     54568  direct      fr 2   0.91  0.14  

   54657     55271  direct      fr 3   0.77  0.61  
   54921     55271  direct      fr 3   0.77  0.06  
   55176     55271  direct      fr 3   0.57  0.01  

   55588     55818  direct      fr 1   0.73  0.88  
   55639     55818  direct      fr 1   0.92  0.21  

   55963     56478  direct      fr 1   0.85  0.00  
   55984     56478  direct      fr 1   0.84  0.00  
   56068     56478  direct      fr 1   0.86  0.04  

   56969     57049  complement  fr 1   0.52  0.99  
   56969     57028  complement  fr 1   0.66  0.99  

   57194     57916  complement  fr 1   0.83  0.76  
   57194     57712  complement  fr 1   0.82  0.13  
   57194     57661  complement  fr 1   0.80  0.02  
   57194     57415  complement  fr 1   0.58  0.58  

   57944     58309  complement  fr 1   0.80  0.19  
   57944     58297  complement  fr 1   0.82  0.12  
   57944     58279  complement  fr 1   0.88  0.52  
   57944     58270  complement  fr 1   0.87  0.65  
   57944     58003  complement  fr 1   0.57  0.85  

   58272     58691  direct      fr 3   0.62  0.07  
   58284     58691  direct      fr 3   0.64  0.19  
   58308     58691  direct      fr 3   0.68  0.03  
   58362     58691  direct      fr 3   0.80  0.48  
   58413     58691  direct      fr 3   0.86  0.68  
   58485     58691  direct      fr 3   0.82  0.00  
   58494     58691  direct      fr 3   0.81  0.00  

   58716     59078  direct      fr 3   0.94  0.95  
   58767     59078  direct      fr 3   0.93  0.13  
   58905     59078  direct      fr 3   0.89  0.01  

   59082     59753  direct      fr 3   0.73  0.13  
   59193     59753  direct      fr 3   0.84  0.14  
   59355     59753  direct      fr 3   0.88  0.00  
   59361     59753  direct      fr 3   0.88  0.00  
   59427     59753  direct      fr 3   0.85  0.34  

   59740     60663  direct      fr 1   0.89  0.72  
   59866     60663  direct      fr 1   0.93  0.03  
   59887     60663  direct      fr 1   0.93  0.01  
   59923     60663  direct      fr 1   0.93  0.46  

   60841     61005  direct      fr 1   0.69  0.04  
   60868     61005  direct      fr 1   0.64  0.01  
   60886     61005  direct      fr 1   0.61  0.01  

   61406     62353  direct      fr 2   0.77  0.93  
   61562     62353  direct      fr 2   0.79  0.07  
   61583     62353  direct      fr 2   0.79  0.00  
   61739     62353  direct      fr 2   0.76  0.24  

   62495     62785  direct      fr 2   0.72  0.56  

   62840     63058  direct      fr 2   0.73  0.13  

   63035     63556  complement  fr 1   0.91  0.00  
   63035     63517  complement  fr 1   0.90  0.25  
   63035     63490  complement  fr 1   0.89  0.20  

   64145     64360  complement  fr 1   0.55  0.22  

   65131     65730  complement  fr 3   0.53  0.99  

   65865     66248  complement  fr 2   0.80  0.64  
   65865     65987  complement  fr 2   0.72  0.54  
   65865     65942  complement  fr 2   0.62  0.00  

   66227     67318  complement  fr 1   0.71  0.01  
   66227     67261  complement  fr 1   0.74  0.00  
   66227     67120  complement  fr 1   0.84  0.61  
   66227     67006  complement  fr 1   0.83  0.92  
   66227     66865  complement  fr 1   0.81  0.10  

   67293     67643  complement  fr 2   0.75  0.74  
   67293     67595  complement  fr 2   0.83  0.20  

   67650     67916  direct      fr 3   0.60  0.10  

   68205     68303  direct      fr 3   0.55  0.17  

   68591     69037  complement  fr 1   0.61  0.03  
   68591     69010  complement  fr 1   0.66  0.94  
   68591     68989  complement  fr 1   0.68  0.88  

   69141     69254  direct      fr 3   0.61  0.95  

   69269     69907  complement  fr 1   0.63  0.00  
   69269     69904  complement  fr 1   0.63  0.00  
   69269     69895  complement  fr 1   0.64  0.00  
   69269     69769  complement  fr 1   0.67  0.19  
   69269     69748  complement  fr 1   0.66  0.12  
   69269     69745  complement  fr 1   0.66  0.18  

   70530     70796  direct      fr 3   0.65  0.03  

   70899     72572  direct      fr 3   0.74  0.50  
   70989     72572  direct      fr 3   0.75  0.67  
   71076     72572  direct      fr 3   0.74  0.84  
   71256     72572  direct      fr 3   0.70  0.40  

   72667     73434  direct      fr 1   0.67  0.09  
   72997     73434  direct      fr 1   0.54  0.04  
   73024     73434  direct      fr 1   0.52  0.05  

   73690     74580  direct      fr 1   0.67  0.17  
   73789     74580  direct      fr 1   0.75  0.17  
   74065     74580  direct      fr 1   0.73  0.17  

   74895     75197  complement  fr 2   0.51  0.24  
   74895     75134  complement  fr 2   0.60  0.15  
   74895     75077  complement  fr 2   0.67  0.85  
   74895     75047  complement  fr 2   0.60  0.22  
   74895     75029  complement  fr 2   0.56  0.00  

   75145     75393  direct      fr 1   0.62  0.13  

   75487     75642  direct      fr 1   0.50  0.19  

   75664     75816  direct      fr 1   0.56  0.46  
   75679     75816  direct      fr 1   0.61  0.87  
   75682     75816  direct      fr 1   0.61  0.92  

   76078     76572  direct      fr 1   0.74  0.18  

   76582     77637  direct      fr 1   0.55  0.93  

   78396     79079  direct      fr 3   0.84  0.00  
   78480     79079  direct      fr 3   0.82  0.07  
   78537     79079  direct      fr 3   0.81  0.74  

   79089     79940  direct      fr 3   0.76  0.08  
   79161     79940  direct      fr 3   0.82  0.74  
   79281     79940  direct      fr 3   0.79  0.09  
   79437     79940  direct      fr 3   0.72  0.01  

   80286     81035  direct      fr 3   0.72  0.76  
   80298     81035  direct      fr 3   0.72  0.63  
   80307     81035  direct      fr 3   0.72  0.49  

   81574     81714  direct      fr 1   0.91  0.46  
   81613     81714  direct      fr 1   0.87  0.00  
   81616     81714  direct      fr 1   0.87  0.01  

   82620     84044  direct      fr 3   0.73  0.01  
   82923     84044  direct      fr 3   0.82  0.45  
   83226     84044  direct      fr 3   0.78  0.03  
   83376     84044  direct      fr 3   0.74  0.12  

   84797     85051  direct      fr 2   0.65  0.03  
   84836     85051  direct      fr 2   0.62  0.57  

   85343     85555  direct      fr 2   0.51  0.79  

   88321     88629  direct      fr 1   0.58  0.47  
   88408     88629  direct      fr 1   0.73  0.88  

   89076     89222  complement  fr 2   0.51  0.24  

   89617     89823  direct      fr 1   0.71  0.57  
   89650     89823  direct      fr 1   0.71  0.16  

   90133     90366  direct      fr 1   0.98  0.03  
   90268     90366  direct      fr 1   0.97  0.04  
   90298     90366  direct      fr 1   0.96  0.50  

   90460     90954  direct      fr 1   0.79  0.00  
   90592     90954  direct      fr 1   0.85  0.05  
   90598     90954  direct      fr 1   0.85  0.02  
   90655     90954  direct      fr 1   0.82  0.00  

   91167     91382  direct      fr 3   0.56  0.99  

   91641     91919  direct      fr 3   0.52  0.00  
   91731     91919  direct      fr 3   0.56  0.94  

   92160     92273  complement  fr 2   0.55  0.95  

   92542     92652  direct      fr 1   0.58  0.18  

   92812     93084  direct      fr 1   0.60  0.04  
   92830     93084  direct      fr 1   0.58  0.05  

   93160     93654  direct      fr 1   0.84  0.86  
   93196     93654  direct      fr 1   0.84  0.32  
   93220     93654  direct      fr 1   0.83  0.04  

   93694     94134  direct      fr 1   0.66  0.42  
   93739     94134  direct      fr 1   0.64  0.76  
   93979     94134  direct      fr 1   0.58  0.03  

   94535     95782  direct      fr 2   0.75  0.02  
   94754     95782  direct      fr 2   0.78  0.13  
   94790     95782  direct      fr 2   0.77  0.06  
   94838     95782  direct      fr 2   0.76  0.45  

   95783     96697  direct      fr 2   0.75  0.18  
   95993     96697  direct      fr 2   0.83  0.45  
   96041     96697  direct      fr 2   0.82  0.00  
   96257     96697  direct      fr 2   0.74  0.01  

   96752     96955  direct      fr 2   0.79  0.85  
   96812     96955  direct      fr 2   0.71  0.52  
   96842     96955  direct      fr 2   0.63  0.19  

   96933     98903  direct      fr 3   0.70  0.01  
   97425     98903  direct      fr 3   0.73  0.87  
   97572     98903  direct      fr 3   0.77  0.04  
   97890     98903  direct      fr 3   0.78  0.04  
   97989     98903  direct      fr 3   0.82  0.15  
   98097     98903  direct      fr 3   0.86  0.07  
   98235     98903  direct      fr 3   0.84  0.01  

   99383    101779  direct      fr 2   0.77  0.01  
   99584    101779  direct      fr 2   0.79  0.41  
   99593    101779  direct      fr 2   0.79  0.56  
   99713    101779  direct      fr 2   0.78  0.43  

  102454    102645  complement  fr 3   0.58  0.08  

  103380    104123  direct      fr 3   0.56  0.00  
  103410    104123  direct      fr 3   0.54  0.00  
  103461    104123  direct      fr 3   0.56  0.83  
  103509    104123  direct      fr 3   0.56  0.03  
  103548    104123  direct      fr 3   0.54  0.42  

  104509    104805  direct      fr 1   0.51  0.00  

  104869    104982  direct      fr 1   0.52  0.86  
  104872    104982  direct      fr 1   0.52  0.91  

  105184    105450  direct      fr 1   0.72  0.12  
  105217    105450  direct      fr 1   0.69  0.14  

  105452    106564  direct      fr 2   0.65  0.90  
  105647    106564  direct      fr 2   0.64  0.10  
  105704    106564  direct      fr 2   0.61  0.02  
  105818    106564  direct      fr 2   0.65  0.95  

  106660    107547  direct      fr 1   0.62  0.65  
  106711    107547  direct      fr 1   0.66  0.03  
  106714    107547  direct      fr 1   0.66  0.18  
  106948    107547  direct      fr 1   0.62  0.27  
  106951    107547  direct      fr 1   0.62  0.22  
  106993    107547  direct      fr 1   0.59  0.06  

  108073    109179  direct      fr 1   0.58  0.08  

  109262    109675  direct      fr 2   0.66  0.84  
  109355    109675  direct      fr 2   0.64  0.06  

  109675    109992  direct      fr 1   0.79  0.11  
  109696    109992  direct      fr 1   0.85  0.56  

  110029    110355  direct      fr 1   0.79  0.84  
  110077    110355  direct      fr 1   0.81  0.15  
  110236    110355  direct      fr 1   0.62  0.03  

  110355    110924  direct      fr 3   0.64  0.81  
  110433    110924  direct      fr 3   0.68  0.06  
  110436    110924  direct      fr 3   0.68  0.04  
  110550    110924  direct      fr 3   0.59  0.02  

  110917    111129  direct      fr 1   0.58  0.99  
  110968    111129  direct      fr 1   0.56  0.00  
  110974    111129  direct      fr 1   0.56  0.01  

  111445    111789  direct      fr 1   0.77  0.15  
  111511    111789  direct      fr 1   0.73  0.11  
  111547    111789  direct      fr 1   0.69  0.31  

  111790    112725  direct      fr 1   0.73  0.48  
  111874    112725  direct      fr 1   0.78  0.05  
  112390    112725  direct      fr 1   0.72  0.02  

  113150    113626  direct      fr 2   0.50  0.60  
  113153    113626  direct      fr 2   0.50  0.64  

  114051    114314  direct      fr 3   0.68  0.01  

  114331    114798  direct      fr 1   0.74  0.64  
  114418    114798  direct      fr 1   0.86  0.76  
  114535    114798  direct      fr 1   0.83  0.03  
  114556    114798  direct      fr 1   0.81  0.37  

  114808    115023  direct      fr 1   0.62  0.91  
  114853    115023  direct      fr 1   0.73  0.05  

  115081    115167  direct      fr 1   0.92  0.07  
  115135    115167  direct      fr 1   0.84  0.02  

  115216    116874  direct      fr 1   0.87  0.32  
  115276    116874  direct      fr 1   0.88  0.31  
  115483    116874  direct      fr 1   0.86  0.03  
  115627    116874  direct      fr 1   0.87  0.04  
  115867    116874  direct      fr 1   0.91  0.89  

  116926    117396  direct      fr 1   0.72  0.70  

  117742    118035  direct      fr 1   0.75  0.17  
  117745    118035  direct      fr 1   0.77  0.13  
  117904    118035  direct      fr 1   0.66  0.74  

  118345    118797  direct      fr 1   0.62  0.19  

  118781    119410  direct      fr 2   0.84  0.85  
  118847    119410  direct      fr 2   0.91  0.15  

  119480    120187  direct      fr 2   0.68  0.57  
  119519    120187  direct      fr 2   0.66  0.00  
  119543    120187  direct      fr 2   0.65  0.00  

  120326    120538  direct      fr 2   0.71  0.90  
  120401    120538  direct      fr 2   0.58  0.56  

  121214    121387  direct      fr 2   0.71  0.60  
  121250    121387  direct      fr 2   0.66  0.01  

  121940    123202  direct      fr 2   0.83  0.85  
  122216    123202  direct      fr 2   0.81  0.24  
  122222    123202  direct      fr 2   0.81  0.15  

  123254    123523  direct      fr 2   0.67  0.97  

  124603    125154  direct      fr 1   0.59  0.15  
  124642    125154  direct      fr 1   0.56  0.23  

  125464    125850  direct      fr 1   0.77  0.72  
  125533    125850  direct      fr 1   0.75  0.08  
  125548    125850  direct      fr 1   0.75  0.16  
  125596    125850  direct      fr 1   0.74  0.63  

  125853    126662  direct      fr 3   0.60  0.07  
  126138    126662  direct      fr 3   0.78  0.96  
  126156    126662  direct      fr 3   0.78  0.95  
  126189    126662  direct      fr 3   0.77  0.04  

  126723    127253  direct      fr 3   0.73  0.00  
  126825    127253  direct      fr 3   0.77  0.06  
  126993    127253  direct      fr 3   0.67  0.11  

  127279    128712  direct      fr 1   0.70  0.89  
  127342    128712  direct      fr 1   0.73  0.18  
  127486    128712  direct      fr 1   0.70  0.00  
  127852    128712  direct      fr 1   0.72  0.05  
  128059    128712  direct      fr 1   0.67  0.23  
  128113    128712  direct      fr 1   0.69  0.50  

  129348    130295  direct      fr 3   0.77  0.99  
  129357    130295  direct      fr 3   0.78  0.99  
  129402    130295  direct      fr 3   0.81  0.01  
  129522    130295  direct      fr 3   0.78  0.97  
  129576    130295  direct      fr 3   0.77  0.00  

  131697    132965  direct      fr 3   0.84  0.34  
  131748    132965  direct      fr 3   0.84  0.13  
  131919    132965  direct      fr 3   0.82  0.01  

  133149    133562  direct      fr 3   0.73  0.63  
  133365    133562  direct      fr 3   0.78  0.78  
  133371    133562  direct      fr 3   0.77  0.30  
  133449    133562  direct      fr 3   0.64  0.07  

  133921    134172  direct      fr 1   0.65  0.11  
  133969    134172  direct      fr 1   0.71  0.79  

  134516    134728  complement  fr 1   0.72  0.37  
  134516    134611  complement  fr 1   0.63  0.45  

  134769    135338  direct      fr 3   0.87  0.15  
  135066    135338  direct      fr 3   0.80  0.07  
  135153    135338  direct      fr 3   0.73  0.84  

  135338    135553  direct      fr 2   0.65  0.99  

  135806    136120  direct      fr 2   0.70  0.18  

  136105    137028  direct      fr 1   0.57  0.97  
  136180    137028  direct      fr 1   0.61  0.02  
  136270    137028  direct      fr 1   0.64  0.04  
  136327    137028  direct      fr 1   0.63  0.01  
  136345    137028  direct      fr 1   0.62  0.01  
  136363    137028  direct      fr 1   0.62  0.07  
  136378    137028  direct      fr 1   0.64  0.17  
  136381    137028  direct      fr 1   0.64  0.04  
  136438    137028  direct      fr 1   0.68  0.76  
  136441    137028  direct      fr 1   0.69  0.64  

  137381    137521  direct      fr 2   0.53  0.98  

  137615    138058  direct      fr 2   0.54  0.06  

  138106    138867  direct      fr 1   0.78  0.75  
  138112    138867  direct      fr 1   0.80  0.91  
  138247    138867  direct      fr 1   0.81  0.26  
  138655    138867  direct      fr 1   0.78  0.20  

  139030    139293  direct      fr 1   0.77  0.94  
  139060    139293  direct      fr 1   0.82  0.14  

  139397    140026  direct      fr 2   0.62  0.00  
  139502    140026  direct      fr 2   0.73  0.65  
  139505    140026  direct      fr 2   0.73  0.66  
  139592    140026  direct      fr 2   0.70  0.01  

  140331    141266  direct      fr 3   0.67  0.74  
  140445    141266  direct      fr 3   0.65  0.00  
  140448    141266  direct      fr 3   0.65  0.00  
  140514    141266  direct      fr 3   0.71  0.04  
  140733    141266  direct      fr 3   0.72  0.96  
  140775    141266  direct      fr 3   0.70  0.01  

  141346    141669  direct      fr 1   0.76  0.07  
  141367    141669  direct      fr 1   0.82  0.02  
  141385    141669  direct      fr 1   0.89  0.81  
  141391    141669  direct      fr 1   0.89  0.92  

  142315    142554  direct      fr 1   0.69  0.97  
  142351    142554  direct      fr 1   0.71  0.56  

  142563    143096  direct      fr 3   0.58  0.09  
  142665    143096  direct      fr 3   0.62  0.01  
  142791    143096  direct      fr 3   0.69  0.31  

  143833    143955  direct      fr 1   0.62  0.48  
  143842    143955  direct      fr 1   0.62  0.23  
  143860    143955  direct      fr 1   0.55  0.87  

  143936    144676  direct      fr 2   0.62  0.55  
  144167    144676  direct      fr 2   0.58  0.01  
  144323    144676  direct      fr 2   0.53  0.70  

  144776    144826  direct      fr 2   0.79  0.02  

  144973    146136  direct      fr 1   0.64  0.12  
  144994    146136  direct      fr 1   0.65  0.13  
  145228    146136  direct      fr 1   0.66  0.03  
  145231    146136  direct      fr 1   0.66  0.06  
  145360    146136  direct      fr 1   0.64  0.18  

  146287    146667  direct      fr 1   0.74  0.14  
  146413    146667  direct      fr 1   0.82  0.01  
  146437    146667  direct      fr 1   0.80  0.57  
  146578    146667  direct      fr 1   0.56  0.06  

  146758    147198  direct      fr 1   0.57  0.00  
  146785    147198  direct      fr 1   0.62  0.00  
  146965    147198  direct      fr 1   0.68  0.10  
  147004    147198  direct      fr 1   0.62  0.00  
  147007    147198  direct      fr 1   0.62  0.01  

  147379    147807  direct      fr 1   0.64  0.22  
  147457    147807  direct      fr 1   0.66  0.05  

  148239    148436  direct      fr 3   0.52  0.93  

  148536    148958  direct      fr 3   0.53  0.00  
  148677    148958  direct      fr 3   0.62  0.06  
  148722    148958  direct      fr 3   0.64  0.74  

  149673    150968  direct      fr 3   0.69  0.48  
  149745    150968  direct      fr 3   0.70  0.00  
  150135    150968  direct      fr 3   0.65  0.06  
  150138    150968  direct      fr 3   0.65  0.10  

  151306    152298  direct      fr 1   0.55  0.11  
  151849    152298  direct      fr 1   0.54  0.00  
  151873    152298  direct      fr 1   0.52  0.33  
  151915    152298  direct      fr 1   0.51  0.01  
  151954    152298  direct      fr 1   0.54  0.30  

  153920    154963  complement  fr 1   0.84  0.77  
  153920    154894  complement  fr 1   0.84  0.02  
  153920    154804  complement  fr 1   0.84  0.01  
  153920    154738  complement  fr 1   0.83  0.01  
  153920    154711  complement  fr 1   0.83  0.01  

  154999    155436  direct      fr 1   0.56  0.98  

  155444    156223  direct      fr 2   0.55  0.02  
  155552    156223  direct      fr 2   0.58  0.01  
  155741    156223  direct      fr 2   0.57  0.57  

  156454    156576  direct      fr 1   0.52  0.08  

  156566    157858  direct      fr 2   0.60  0.02  
  157163    157858  direct      fr 2   0.79  0.20  
  157235    157858  direct      fr 2   0.77  0.02  
  157244    157858  direct      fr 2   0.77  0.02  

  157910    158020  direct      fr 2   0.59  0.03  

  158323    158604  direct      fr 1   0.54  0.47  

  158581    159006  complement  fr 3   0.69  0.02  
