                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM690v1:Chromosome:1:4016947:1 REF
Sequence file: seq.fna
Sequence length: 4016947
GC Content:  67.21%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Escherichia_coli_K_12_substr__MG1655
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
    8240     10060  direct      fr 2   0.79  0.55  
    8405     10060  direct      fr 2   0.82  0.18  

   10223     11380  direct      fr 2   0.69  0.83  
   10250     11380  direct      fr 2   0.68  0.00  
   10304     11380  direct      fr 2   0.67  0.03  

   10979     11254  complement  fr 1   0.56  0.58  

   11467     14178  direct      fr 1   0.81  0.68  
   11527     14178  direct      fr 1   0.83  0.60  
   11530     14178  direct      fr 1   0.83  0.36  
   11548     14178  direct      fr 1   0.82  0.08  

   14175     15461  complement  fr 2   0.57  0.40  
   14175     15269  complement  fr 2   0.63  0.03  
   14175     15083  complement  fr 2   0.60  0.06  
   14175     15077  complement  fr 2   0.60  0.13  

   14199     17021  direct      fr 3   0.60  0.01  
   14358     17021  direct      fr 3   0.62  0.39  
   14436     17021  direct      fr 3   0.62  0.02  
   14466     17021  direct      fr 3   0.63  0.01  
   14616     17021  direct      fr 3   0.64  0.62  

   17018     17578  complement  fr 1   0.62  0.10  
   17018     17452  complement  fr 1   0.65  0.45  
   17018     17410  complement  fr 1   0.61  0.07  
   17018     17395  complement  fr 1   0.60  0.03  

   17491     18042  complement  fr 3   0.59  0.85  
   17491     17979  complement  fr 3   0.61  0.40  
   17491     17973  complement  fr 3   0.60  0.03  
   17491     17874  complement  fr 3   0.51  0.33  
   17491     17871  complement  fr 3   0.51  0.03  
   17491     17796  complement  fr 3   0.54  0.52  

   18043     18495  complement  fr 3   0.61  0.66  
   18043     18411  complement  fr 3   0.58  0.02  

   18492     18731  complement  fr 2   0.77  0.90  
   18492     18722  complement  fr 2   0.77  0.82  

   18735     19784  complement  fr 2   0.69  0.55  
   18735     19637  complement  fr 2   0.68  0.42  
   18735     19625  complement  fr 2   0.68  0.54  
   18735     19601  complement  fr 2   0.67  0.81  

   19815     20447  direct      fr 3   0.79  0.52  
   19971     20447  direct      fr 3   0.75  0.21  
   19974     20447  direct      fr 3   0.75  0.20  
   19980     20447  direct      fr 3   0.75  0.05  

   20444     20611  complement  fr 1   0.67  0.00  
   20444     20587  complement  fr 1   0.65  0.86  
   20444     20581  complement  fr 1   0.65  0.75  

   20840     23032  complement  fr 1   0.82  0.36  
   20840     22972  complement  fr 1   0.82  0.08  
   20840     22957  complement  fr 1   0.82  0.33  

   23047     23607  direct      fr 1   0.59  0.36  
   23092     23607  direct      fr 1   0.57  0.41  

   24343     24981  direct      fr 1   0.51  0.82  
   24382     24981  direct      fr 1   0.52  0.40  
   24400     24981  direct      fr 1   0.50  0.49  

   24991     26643  complement  fr 3   0.85  0.99  
   24991     26613  complement  fr 3   0.86  0.09  
   24991     26604  complement  fr 3   0.86  0.13  
   24991     26532  complement  fr 3   0.85  0.56  

   26701     29403  complement  fr 3   0.79  0.03  
   26701     29055  complement  fr 3   0.83  0.07  
   26701     29046  complement  fr 3   0.83  0.08  
   26701     29043  complement  fr 3   0.83  0.04  

   29502     30185  complement  fr 2   0.68  0.45  
   29502     30182  complement  fr 2   0.68  0.09  
   29502     30164  complement  fr 2   0.70  0.44  
   29502     30071  complement  fr 2   0.71  0.52  
   29502     29939  complement  fr 2   0.63  0.06  
   29502     29915  complement  fr 2   0.61  0.02  

   30337     33342  complement  fr 3   0.68  0.09  
   30337     32658  complement  fr 3   0.84  0.74  
   30337     32487  complement  fr 3   0.85  0.18  
   30337     32409  complement  fr 3   0.85  0.75  
   30337     32403  complement  fr 3   0.85  0.60  

   31007     31045  direct      fr 2   0.57  0.05  

   32914     33546  direct      fr 1   0.60  0.08  
   32962     33546  direct      fr 1   0.64  0.87  
   32986     33546  direct      fr 1   0.62  0.13  
   33037     33546  direct      fr 1   0.59  0.29  

   33607     34329  direct      fr 1   0.61  0.05  
   33694     34329  direct      fr 1   0.65  0.09  
   33757     34329  direct      fr 1   0.64  0.11  
   33871     34329  direct      fr 1   0.60  0.40  

   34312     34698  complement  fr 3   0.65  0.86  
   34312     34584  complement  fr 3   0.67  0.93  
   34312     34518  complement  fr 3   0.58  0.69  
   34312     34515  complement  fr 3   0.58  0.85  

   34699     34941  complement  fr 3   0.57  0.05  
   34699     34938  complement  fr 3   0.57  0.02  

   35047     35259  complement  fr 3   0.53  0.32  
   35047     35223  complement  fr 3   0.50  0.28  

   35824     37962  complement  fr 3   0.81  0.45  
   35824     37860  complement  fr 3   0.83  0.03  
   35824     37830  complement  fr 3   0.84  0.66  
   35824     37614  complement  fr 3   0.83  0.87  
   35824     37572  complement  fr 3   0.83  0.03  
   35824     37527  complement  fr 3   0.83  0.49  

   38211     38549  complement  fr 2   0.56  0.04  
   38211     38480  complement  fr 2   0.52  0.46  

   38495     39427  complement  fr 1   0.81  0.53  
   38495     39337  complement  fr 1   0.82  0.01  
   38495     39223  complement  fr 1   0.82  0.03  
   38495     39130  complement  fr 1   0.79  0.00  

   39430     39879  complement  fr 3   0.66  0.22  
   39430     39720  complement  fr 3   0.76  0.01  
   39430     39714  complement  fr 3   0.76  0.12  
   39430     39615  complement  fr 3   0.69  0.90  

   39980     40768  complement  fr 1   0.83  0.44  
   39980     40753  complement  fr 1   0.82  0.11  
   39980     40507  complement  fr 1   0.76  0.01  

   40828     41403  complement  fr 3   0.65  0.01  
   40828     41367  complement  fr 3   0.69  0.00  
   40828     41361  complement  fr 3   0.71  0.00  
   40828     41319  complement  fr 3   0.75  0.86  
   40828     41214  complement  fr 3   0.79  0.34  
   40828     41199  complement  fr 3   0.78  0.03  
   40828     41184  complement  fr 3   0.77  0.17  

   41403     41915  complement  fr 2   0.58  0.82  

   41960     42511  complement  fr 1   0.80  0.99  
   41960     42478  complement  fr 1   0.78  0.03  
   41960     42385  complement  fr 1   0.74  0.66  

   42585     45698  complement  fr 2   0.77  0.04  
   42585     45614  complement  fr 2   0.79  0.87  
   42585     45569  complement  fr 2   0.79  0.00  
   42585     45542  complement  fr 2   0.79  0.02  

   45459     45545  direct      fr 3   0.50  0.31  

   45893     46543  complement  fr 1   0.52  0.04  
   45893     46441  complement  fr 1   0.56  0.43  
   45893     46420  complement  fr 1   0.54  0.01  
   45893     46375  complement  fr 1   0.51  0.00  
   45893     46189  complement  fr 1   0.54  0.66  

   47891     48403  direct      fr 2   0.65  0.80  
   48119     48403  direct      fr 2   0.52  0.01  

   46622     48268  complement  fr 1   0.72  0.02  
   46622     48067  complement  fr 1   0.82  0.30  
   46622     48055  complement  fr 1   0.82  0.41  
   46622     48016  complement  fr 1   0.84  0.02  
   46622     47914  complement  fr 1   0.90  0.72  
   46622     47896  complement  fr 1   0.91  0.91  
   46622     47791  complement  fr 1   0.92  0.69  
   46622     47785  complement  fr 1   0.92  0.87  
   46622     47758  complement  fr 1   0.93  0.18  
   46622     47656  complement  fr 1   0.93  0.04  

   48271     48807  complement  fr 3   0.63  0.99  
   48271     48795  complement  fr 3   0.63  0.99  
   48271     48753  complement  fr 3   0.61  0.03  

   49104     49637  direct      fr 3   0.82  0.84  
   49188     49637  direct      fr 3   0.89  0.00  
   49224     49637  direct      fr 3   0.88  0.01  
   49251     49637  direct      fr 3   0.87  0.37  

   49644     50030  complement  fr 2   0.60  0.01  
   49644     49967  complement  fr 2   0.70  0.25  

   49929     50114  direct      fr 3   0.50  0.20  
   50010     50114  direct      fr 3   0.56  0.10  

   50131     50946  complement  fr 3   0.63  0.03  
   50131     50811  complement  fr 3   0.75  0.34  
   50131     50748  complement  fr 3   0.76  0.57  
   50131     50664  complement  fr 3   0.73  0.00  
   50131     50646  complement  fr 3   0.72  0.45  

   50901     51983  complement  fr 2   0.93  0.09  
   50901     51965  complement  fr 2   0.93  0.68  
   50901     51761  complement  fr 2   0.92  0.48  

   52706     54298  complement  fr 1   0.74  0.48  
   52706     54199  complement  fr 1   0.74  0.04  
   52706     54121  complement  fr 1   0.73  0.63  
   52706     54022  complement  fr 1   0.71  0.04  

   54295     55221  complement  fr 3   0.66  0.03  
   54295     55170  complement  fr 3   0.69  0.39  
   54295     55149  complement  fr 3   0.70  0.84  
   54295     55059  complement  fr 3   0.69  0.11  
   54295     55014  complement  fr 3   0.72  0.62  

   55230     55703  complement  fr 2   0.83  0.35  
   55230     55610  complement  fr 2   0.90  0.15  
   55230     55571  complement  fr 2   0.89  0.10  
   55230     55496  complement  fr 2   0.86  0.07  

   55723     58011  complement  fr 3   0.59  0.09  
   55723     57960  complement  fr 3   0.59  0.93  
   55723     57936  complement  fr 3   0.59  0.08  
   55723     57873  complement  fr 3   0.58  0.00  

   56251     56331  direct      fr 1   0.51  0.67  

   57559     57822  direct      fr 1   0.64  0.74  
   57634     57822  direct      fr 1   0.64  0.36  
   57664     57822  direct      fr 1   0.57  0.04  

   58201     58608  complement  fr 3   0.53  0.93  

   58654     59106  complement  fr 3   0.63  0.91  

   59115     59750  complement  fr 2   0.70  0.92  
   59115     59687  complement  fr 2   0.71  0.04  
   59115     59663  complement  fr 2   0.70  0.03  
   59115     59570  complement  fr 2   0.75  0.94  
   59115     59564  complement  fr 2   0.77  0.84  
   59115     59534  complement  fr 2   0.79  0.28  

   59754     60386  complement  fr 2   0.55  0.64  
   59754     60272  complement  fr 2   0.65  0.08  
   59754     60200  complement  fr 2   0.60  0.26  
   59754     60173  complement  fr 2   0.58  0.00  

   60534     61121  complement  fr 2   0.63  0.42  
   60534     60956  complement  fr 2   0.58  0.04  
   60534     60890  complement  fr 2   0.62  0.73  

   61191     61886  complement  fr 2   0.64  0.00  
   61191     61865  complement  fr 2   0.66  0.11  
   61191     61817  complement  fr 2   0.71  0.07  
   61191     61763  complement  fr 2   0.79  0.44  
   61191     61700  complement  fr 2   0.80  0.75  
   61191     61613  complement  fr 2   0.76  0.00  
   61191     61604  complement  fr 2   0.76  0.00  
   61191     61577  complement  fr 2   0.77  0.78  

   61579     63153  direct      fr 1   0.64  0.01  
   61669     63153  direct      fr 1   0.69  0.00  
   61741     63153  direct      fr 1   0.72  0.06  
   61762     63153  direct      fr 1   0.73  0.65  
   61825     63153  direct      fr 1   0.74  0.50  
   61849     63153  direct      fr 1   0.73  0.42  
   61852     63153  direct      fr 1   0.73  0.35  

   63327     64418  complement  fr 2   0.70  0.00  
   63327     64361  complement  fr 2   0.74  0.61  
   63327     64319  complement  fr 2   0.76  0.11  
   63327     64259  complement  fr 2   0.75  0.01  
   63327     64214  complement  fr 2   0.75  0.81  

   64529     66181  complement  fr 1   0.79  0.85  
   64529     66139  complement  fr 1   0.81  0.17  
   64529     66091  complement  fr 1   0.83  0.00  
   64529     66040  complement  fr 1   0.83  1.00  
   64529     66031  complement  fr 1   0.83  0.34  

   66331     68127  complement  fr 3   0.62  0.97  
   66331     68103  complement  fr 3   0.63  0.40  
   66331     68043  complement  fr 3   0.62  0.60  
   66331     67977  complement  fr 3   0.61  0.23  

   66415     66684  direct      fr 1   0.54  0.20  

   67702     68220  direct      fr 1   0.51  0.50  

   68289     69062  complement  fr 2   0.71  0.08  
   68289     69050  complement  fr 2   0.71  0.23  
   68289     68948  complement  fr 2   0.75  0.68  
   68289     68921  complement  fr 2   0.78  0.01  
   68289     68780  complement  fr 2   0.77  0.31  

   68925     69098  direct      fr 3   0.50  0.03  

   69794     70804  complement  fr 1   0.69  0.68  
   69794     70789  complement  fr 1   0.68  0.97  
   69794     70768  complement  fr 1   0.68  0.36  

   70801     73275  complement  fr 3   0.58  0.00  
   70801     73179  complement  fr 3   0.61  0.01  
   70801     73116  complement  fr 3   0.63  0.00  
   70801     73062  complement  fr 3   0.64  0.00  
   70801     72978  complement  fr 3   0.66  0.37  
   70801     72552  complement  fr 3   0.68  0.67  
   70801     72423  complement  fr 3   0.66  0.09  
   70801     72342  complement  fr 3   0.66  0.21  

   72688     72945  direct      fr 1   0.59  0.95  
   72781     72945  direct      fr 1   0.55  0.02  

   73016     73636  direct      fr 2   0.59  0.01  
   73181     73636  direct      fr 2   0.60  0.01  
   73295     73636  direct      fr 2   0.72  0.20  
   73373     73636  direct      fr 2   0.63  0.45  

   73443     74576  direct      fr 3   0.60  0.00  
   73506     74576  direct      fr 3   0.63  0.02  
   73662     74576  direct      fr 3   0.71  0.93  
   73680     74576  direct      fr 3   0.71  0.34  
   73749     74576  direct      fr 3   0.68  0.02  

   74573     76108  direct      fr 2   0.66  0.01  
   74660     76108  direct      fr 2   0.69  0.03  
   74669     76108  direct      fr 2   0.68  0.01  
   74687     76108  direct      fr 2   0.68  0.04  

   76477     78678  complement  fr 3   0.80  0.81  
   76477     78642  complement  fr 3   0.81  0.80  
   76477     78621  complement  fr 3   0.81  0.21  
   76477     78606  complement  fr 3   0.81  0.01  

   78703     79908  complement  fr 3   0.88  0.76  
   78703     79881  complement  fr 3   0.89  0.90  
   78703     79806  complement  fr 3   0.89  0.01  
   78703     79656  complement  fr 3   0.90  0.78  

   79975     80358  complement  fr 3   0.72  0.94  
   79975     80280  complement  fr 3   0.68  0.68  
   79975     80271  complement  fr 3   0.68  0.68  

   80355     81530  complement  fr 2   0.63  0.58  
   80355     81524  complement  fr 2   0.64  0.08  
   80355     81497  complement  fr 2   0.65  0.00  
   80355     81422  complement  fr 2   0.68  0.02  
   80355     81383  complement  fr 2   0.67  0.51  
   80355     81293  complement  fr 2   0.65  0.84  

   81533     83326  complement  fr 1   0.85  0.53  
   81533     83278  complement  fr 1   0.84  0.45  
   81533     83221  complement  fr 1   0.84  0.00  

   83414     83893  complement  fr 1   0.60  0.01  
   83414     83704  complement  fr 1   0.65  0.11  
   83414     83632  complement  fr 1   0.54  0.03  

   84087     84728  direct      fr 3   0.86  0.25  
   84150     84728  direct      fr 3   0.85  0.05  
   84165     84728  direct      fr 3   0.84  0.13  
   84174     84728  direct      fr 3   0.85  0.73  
   84411     84728  direct      fr 3   0.88  0.11  

   84763     84972  complement  fr 3   0.65  0.83  
   84763     84909  complement  fr 3   0.78  0.05  
   84763     84846  complement  fr 3   0.65  0.03  
   84763     84840  complement  fr 3   0.60  0.01  

   85222     86880  complement  fr 3   0.82  0.43  
   85222     86793  complement  fr 3   0.85  0.03  
   85222     86721  complement  fr 3   0.87  0.84  
   85222     86691  complement  fr 3   0.86  0.00  

   87043     88680  complement  fr 3   0.85  0.19  
   87043     88566  complement  fr 3   0.84  0.03  
   87043     88458  complement  fr 3   0.87  0.30  
   87043     88395  complement  fr 3   0.87  0.08  

   89053     90642  direct      fr 1   0.68  0.68  
   89230     90642  direct      fr 1   0.70  0.49  
   89266     90642  direct      fr 1   0.69  0.10  
   89269     90642  direct      fr 1   0.69  0.09  

   90169     90639  complement  fr 3   0.52  0.47  

   90655     91413  direct      fr 1   0.81  0.94  
   90661     91413  direct      fr 1   0.82  0.92  
   90706     91413  direct      fr 1   0.85  0.25  
   90739     91413  direct      fr 1   0.85  0.55  
   90829     91413  direct      fr 1   0.82  0.51  

   91467     96290  complement  fr 2   0.73  0.85  
   91467     96146  complement  fr 2   0.73  0.79  
   91467     95975  complement  fr 2   0.73  0.02  
   91467     95936  complement  fr 2   0.73  0.04  
   91467     95924  complement  fr 2   0.74  0.02  
   91467     95813  complement  fr 2   0.74  0.02  
   91467     95783  complement  fr 2   0.74  0.43  

   96628     97737  complement  fr 3   0.72  0.01  
   96628     97713  complement  fr 3   0.72  0.30  
   96628     97650  complement  fr 3   0.71  0.18  

   97841     99385  direct      fr 2   0.83  1.00  
   97931     99385  direct      fr 2   0.84  0.42  
   97964     99385  direct      fr 2   0.84  0.67  
   97976     99385  direct      fr 2   0.84  0.47  

   99466    101895  complement  fr 3   0.69  0.20  
   99466    101874  complement  fr 3   0.70  0.13  
   99466    101826  complement  fr 3   0.71  0.05  
   99466    101763  complement  fr 3   0.73  0.01  
   99466    101670  complement  fr 3   0.75  0.29  
   99466    101607  complement  fr 3   0.75  0.25  
   99466    101589  complement  fr 3   0.75  0.01  
   99466    101508  complement  fr 3   0.76  0.80  

  101494    101940  direct      fr 1   0.54  0.81  
  101680    101940  direct      fr 1   0.69  0.00  

  101960    102943  complement  fr 1   0.84  0.77  
  101960    102928  complement  fr 1   0.84  0.13  
  101960    102856  complement  fr 1   0.84  0.79  
  101960    102799  complement  fr 1   0.84  0.00  
  101960    102763  complement  fr 1   0.84  0.64  

  103149    104042  complement  fr 2   0.81  0.99  
  103149    104006  complement  fr 2   0.80  0.25  
  103149    103979  complement  fr 2   0.79  0.01  

  104039    104929  complement  fr 1   0.76  0.83  
  104039    104830  complement  fr 1   0.76  0.52  
  104039    104794  complement  fr 1   0.76  0.00  
  104039    104716  complement  fr 1   0.81  0.19  
  104039    104638  complement  fr 1   0.84  0.22  

  105028    105237  complement  fr 3   0.63  0.89  
  105028    105216  complement  fr 3   0.63  0.38  
  105028    105171  complement  fr 3   0.60  0.78  

  105310    106260  complement  fr 3   0.79  0.01  
  105310    106230  complement  fr 3   0.81  0.36  
  105310    106137  complement  fr 3   0.84  0.41  
  105310    106116  complement  fr 3   0.83  0.02  
  105310    106107  complement  fr 3   0.83  0.01  

  106334    107332  complement  fr 1   0.86  0.92  
  106334    107323  complement  fr 1   0.87  0.92  
  106334    107287  complement  fr 1   0.86  0.18  

  107402    108280  direct      fr 2   0.64  0.77  
  107486    108280  direct      fr 2   0.67  0.57  
  107546    108280  direct      fr 2   0.68  0.12  
  107561    108280  direct      fr 2   0.67  0.38  
  107651    108280  direct      fr 2   0.63  0.01  

  108943    109233  complement  fr 3   0.64  0.59  

  109239    109577  complement  fr 2   0.59  0.03  

  109602    110747  direct      fr 3   0.52  0.05  
  109617    110747  direct      fr 3   0.52  0.02  
  109632    110747  direct      fr 3   0.53  0.43  
  109668    110747  direct      fr 3   0.54  0.93  
  109806    110747  direct      fr 3   0.52  0.08  

  111462    111833  direct      fr 3   0.51  0.80  
  111702    111833  direct      fr 3   0.55  0.01  

  110979    111638  complement  fr 2   0.73  0.95  
  110979    111542  complement  fr 2   0.75  0.56  
  110979    111530  complement  fr 2   0.75  0.04  
  110979    111527  complement  fr 2   0.75  0.03  

  111745    113034  complement  fr 3   0.75  0.41  
  111745    112875  complement  fr 3   0.72  0.07  
  111745    112869  complement  fr 3   0.72  0.03  
  111745    112800  complement  fr 3   0.70  0.06  

  113583    115160  direct      fr 3   0.87  0.74  
  113661    115160  direct      fr 3   0.87  0.08  
  113727    115160  direct      fr 3   0.89  0.57  

  115289    115990  complement  fr 1   0.64  0.91  
  115289    115966  complement  fr 1   0.63  0.14  
  115289    115927  complement  fr 1   0.61  0.05  

  116088    116786  direct      fr 3   0.53  0.03  
  116157    116786  direct      fr 3   0.55  0.91  
  116208    116786  direct      fr 3   0.55  0.23  
  116211    116786  direct      fr 3   0.54  0.11  
  116235    116786  direct      fr 3   0.54  0.00  
  116271    116786  direct      fr 3   0.53  0.88  
  116301    116786  direct      fr 3   0.55  0.01  
  116355    116786  direct      fr 3   0.58  0.85  
  116358    116786  direct      fr 3   0.58  0.68  
  116379    116786  direct      fr 3   0.61  0.00  

  116834    118099  direct      fr 2   0.81  0.39  
  116870    118099  direct      fr 2   0.80  0.45  
  116891    118099  direct      fr 2   0.80  0.22  

  118260    118457  complement  fr 2   0.70  0.12  
  118260    118406  complement  fr 2   0.83  0.88  
  118260    118400  complement  fr 2   0.81  0.51  
  118260    118391  complement  fr 2   0.80  0.65  

  118467    119144  complement  fr 2   0.69  0.99  
  118467    119138  complement  fr 2   0.69  0.96  
  118467    119105  complement  fr 2   0.69  0.57  
  118467    119096  complement  fr 2   0.69  0.01  
  118467    119018  complement  fr 2   0.65  0.00  

  119160    120059  complement  fr 2   0.73  0.09  
  119160    119984  complement  fr 2   0.78  0.53  
  119160    119801  complement  fr 2   0.90  0.83  
  119160    119756  complement  fr 2   0.90  0.02  

  120169    120675  complement  fr 3   0.67  0.06  
  120169    120561  complement  fr 3   0.80  0.01  
  120169    120453  complement  fr 3   0.81  0.02  
  120169    120414  complement  fr 3   0.78  0.23  
  120169    120411  complement  fr 3   0.78  0.17  

  120752    121498  direct      fr 2   0.55  0.67  
  120797    121498  direct      fr 2   0.56  0.25  
  120824    121498  direct      fr 2   0.56  0.04  
  120872    121498  direct      fr 2   0.55  0.59  
  120998    121498  direct      fr 2   0.58  0.74  
  121022    121498  direct      fr 2   0.60  0.74  

  121527    121892  direct      fr 3   0.72  0.86  
  121656    121892  direct      fr 3   0.65  0.03  
  121689    121892  direct      fr 3   0.60  0.02  
  121704    121892  direct      fr 3   0.57  0.00  

  121972    122544  direct      fr 1   0.83  0.67  
  121984    122544  direct      fr 1   0.85  0.66  
  122050    122544  direct      fr 1   0.87  0.89  
  122089    122544  direct      fr 1   0.86  0.07  

  122532    122852  direct      fr 3   0.63  0.98  
  122547    122852  direct      fr 3   0.60  0.19  
  122595    122852  direct      fr 3   0.53  0.05  

  122921    126268  direct      fr 2   0.82  0.76  
  122939    126268  direct      fr 2   0.82  0.84  
  122978    126268  direct      fr 2   0.82  0.01  
  123098    126268  direct      fr 2   0.85  0.87  

  126407    127753  complement  fr 1   0.86  0.08  
  126407    127693  complement  fr 1   0.88  0.55  
  126407    127681  complement  fr 1   0.88  0.78  
  126407    127615  complement  fr 1   0.88  0.03  

  127837    129735  direct      fr 1   0.70  0.00  
  127915    129735  direct      fr 1   0.72  0.28  
  128023    129735  direct      fr 1   0.72  0.01  
  128083    129735  direct      fr 1   0.73  0.09  
  128191    129735  direct      fr 1   0.77  0.75  
  128254    129735  direct      fr 1   0.78  0.01  
  128311    129735  direct      fr 1   0.78  0.94  
  128392    129735  direct      fr 1   0.77  0.36  

  127906    128205  complement  fr 3   0.52  0.51  

  129746    131989  direct      fr 2   0.51  0.08  
  129893    131989  direct      fr 2   0.55  0.56  
  130250    131989  direct      fr 2   0.51  0.00  
  130649    131989  direct      fr 2   0.56  0.49  

  130403    130735  complement  fr 1   0.59  0.00  
  130403    130633  complement  fr 1   0.78  0.32  
  130403    130531  complement  fr 1   0.63  0.14  

  131233    131385  complement  fr 3   0.52  0.85  

  131935    132438  direct      fr 1   0.62  0.05  
  131977    132438  direct      fr 1   0.68  0.93  
  131989    132438  direct      fr 1   0.68  0.74  
  132103    132438  direct      fr 1   0.58  0.76  

  132435    132953  direct      fr 3   0.85  0.76  
  132498    132953  direct      fr 3   0.83  0.11  
  132657    132953  direct      fr 3   0.75  0.11  

  132803    133585  direct      fr 2   0.53  0.25  
  133058    133585  direct      fr 2   0.59  0.06  

  133417    133827  complement  fr 3   0.70  0.66  
  133417    133782  complement  fr 3   0.72  0.28  
  133417    133746  complement  fr 3   0.70  0.01  
  133417    133692  complement  fr 3   0.65  0.28  

  133465    134682  direct      fr 1   0.56  0.04  
  133900    134682  direct      fr 1   0.71  0.02  
  134011    134682  direct      fr 1   0.68  0.87  
  134056    134682  direct      fr 1   0.71  0.28  

  134826    135428  complement  fr 2   0.79  0.71  
  134826    135413  complement  fr 2   0.80  0.96  
  134826    135377  complement  fr 2   0.78  0.09  
  134826    135374  complement  fr 2   0.78  0.08  

  135509    136174  complement  fr 1   0.66  0.66  
  135509    136141  complement  fr 1   0.68  0.41  
  135509    136090  complement  fr 1   0.68  0.79  
  135509    136081  complement  fr 1   0.68  0.65  
  135509    136033  complement  fr 1   0.66  0.04  

  136184    136591  complement  fr 1   0.76  0.98  
  136184    136570  complement  fr 1   0.77  0.91  
  136184    136528  complement  fr 1   0.75  0.00  
  136184    136474  complement  fr 1   0.70  0.82  

  136811    137011  direct      fr 2   0.55  0.95  
  136817    137011  direct      fr 2   0.56  0.99  

  137246    138472  complement  fr 1   0.74  0.89  
  137246    138457  complement  fr 1   0.74  0.97  
  137246    138445  complement  fr 1   0.75  0.97  
  137246    138253  complement  fr 1   0.79  0.96  
  137246    138232  complement  fr 1   0.79  0.03  
  137246    138133  complement  fr 1   0.78  0.48  

  138555    138917  complement  fr 2   0.65  0.23  
  138555    138809  complement  fr 2   0.54  0.01  
  138555    138725  complement  fr 2   0.60  0.36  

  138921    140918  complement  fr 2   0.86  0.00  
  138921    140777  complement  fr 2   0.88  0.02  
  138921    140771  complement  fr 2   0.88  0.01  
  138921    140768  complement  fr 2   0.88  0.00  

  141119    141541  direct      fr 2   0.61  0.57  
  141203    141541  direct      fr 2   0.52  0.04  
  141413    141541  direct      fr 2   0.59  0.49  

  141633    142433  direct      fr 3   0.79  0.83  
  141720    142433  direct      fr 3   0.78  0.12  
  141966    142433  direct      fr 3   0.71  0.01  

  142641    143120  complement  fr 2   0.50  0.07  

  142809    143894  direct      fr 3   0.73  0.00  
  142833    143894  direct      fr 3   0.74  0.09  
  142860    143894  direct      fr 3   0.76  0.29  
  142893    143894  direct      fr 3   0.78  0.69  
  142902    143894  direct      fr 3   0.79  0.47  
  142974    143894  direct      fr 3   0.83  0.89  
  143010    143894  direct      fr 3   0.86  0.21  
  143076    143894  direct      fr 3   0.85  0.00  

