                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM73042v1:Chromosome:1:6064456:1 REF
Sequence file: seq.fna
Sequence length: 6064456
GC Content:  60.13%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Escherichia_coli_K_12_substr__MG1655
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   10655     11104  direct      fr 2   0.76  0.15  

   11227     11817  direct      fr 1   0.77  0.02  
   11269     11817  direct      fr 1   0.84  0.01  
   11302     11817  direct      fr 1   0.87  0.88  
   11383     11817  direct      fr 1   0.89  0.60  
   11476     11817  direct      fr 1   0.86  0.08  
   11479     11817  direct      fr 1   0.86  0.07  

   11965     12480  direct      fr 1   0.62  0.14  
   12175     12480  direct      fr 1   0.70  0.31  
   12250     12480  direct      fr 1   0.68  0.03  
   12295     12480  direct      fr 1   0.60  0.04  
   12310     12480  direct      fr 1   0.58  0.02  

   12450     13436  direct      fr 3   0.66  0.00  
   12477     13436  direct      fr 3   0.68  0.96  
   12519     13436  direct      fr 3   0.70  0.02  
   12648     13436  direct      fr 3   0.68  0.13  
   12657     13436  direct      fr 3   0.68  0.28  

   13282     15939  direct      fr 1   0.87  0.00  
   13378     15939  direct      fr 1   0.91  0.00  
   13519     15939  direct      fr 1   0.96  0.90  
   13567     15939  direct      fr 1   0.97  0.09  
   13600     15939  direct      fr 1   0.97  0.24  
   13636     15939  direct      fr 1   0.97  0.04  

   16230     17834  complement  fr 2   0.84  0.00  
   16230     17792  complement  fr 2   0.86  0.00  
   16230     17636  complement  fr 2   0.94  0.97  
   16230     17588  complement  fr 2   0.94  0.00  
   16230     17516  complement  fr 2   0.94  0.07  

   17636     18457  complement  fr 1   0.89  0.97  
   17636     18337  complement  fr 1   0.89  0.08  
   17636     18295  complement  fr 1   0.88  0.03  
   17636     18280  complement  fr 1   0.88  0.01  

   18454     19851  complement  fr 3   0.89  0.03  
   18454     19779  complement  fr 3   0.91  0.05  
   18454     19767  complement  fr 3   0.91  0.01  
   18454     19746  complement  fr 3   0.90  0.04  

   19851     20954  complement  fr 2   0.78  0.54  
   19851     20846  complement  fr 2   0.80  0.78  
   19851     20843  complement  fr 2   0.80  0.44  
   19851     20666  complement  fr 2   0.87  0.78  

   20945     22159  complement  fr 1   0.85  0.97  
   20945     22141  complement  fr 1   0.86  0.98  
   20945     22120  complement  fr 1   0.87  0.02  
   20945     22042  complement  fr 1   0.87  0.24  
   20945     22012  complement  fr 1   0.88  0.12  

   22185     23627  complement  fr 2   0.77  0.00  
   22185     23588  complement  fr 2   0.79  0.00  
   22185     23528  complement  fr 2   0.83  0.06  
   22185     23525  complement  fr 2   0.83  0.15  
   22185     23465  complement  fr 2   0.84  0.82  
   22185     23396  complement  fr 2   0.83  0.07  
   22185     23372  complement  fr 2   0.84  0.02  
   22185     23291  complement  fr 2   0.84  0.01  

   23525     24703  complement  fr 1   0.77  0.93  
   23525     24604  complement  fr 1   0.75  0.32  
   23525     24562  complement  fr 1   0.73  0.00  

   24703     26682  complement  fr 3   0.88  0.02  
   24703     26610  complement  fr 3   0.89  0.99  
   24703     26595  complement  fr 3   0.89  0.31  
   24703     26592  complement  fr 3   0.89  0.04  

   26759     27580  complement  fr 1   0.77  0.40  
   26759     27490  complement  fr 1   0.83  0.30  
   26759     27412  complement  fr 1   0.84  0.28  
   26759     27379  complement  fr 1   0.83  0.48  
   26759     27343  complement  fr 1   0.83  0.01  

   27587     28498  complement  fr 1   0.82  0.98  
   27587     28426  complement  fr 1   0.80  0.05  
   27587     28402  complement  fr 1   0.80  0.08  

   28498     29961  complement  fr 3   0.71  0.48  
   28498     29880  complement  fr 3   0.74  0.22  
   28498     29865  complement  fr 3   0.74  0.61  
   28498     29859  complement  fr 3   0.74  0.53  

   29961     31400  complement  fr 2   0.69  0.97  
   29961     31289  complement  fr 2   0.70  0.72  
   29961     31250  complement  fr 2   0.69  0.00  
   29961     31178  complement  fr 2   0.67  0.01  

   31800     34283  complement  fr 2   0.88  0.13  
   31800     34061  complement  fr 2   0.87  0.07  
   31800     33932  complement  fr 2   0.89  0.54  

   34382     35371  complement  fr 1   0.72  0.79  
   34382     35350  complement  fr 1   0.73  0.97  
   34382     35326  complement  fr 1   0.72  0.31  
   34382     35305  complement  fr 1   0.72  0.03  

   35337     35852  complement  fr 2   0.56  0.93  
   35337     35717  complement  fr 2   0.60  0.08  
   35337     35639  complement  fr 2   0.60  0.97  

   35933     36637  complement  fr 1   0.77  0.06  
   35933     36613  complement  fr 1   0.80  0.57  
   35933     36568  complement  fr 1   0.80  0.61  
   35933     36547  complement  fr 1   0.79  0.00  
   35933     36490  complement  fr 1   0.78  0.95  

   36728     37696  direct      fr 2   0.80  0.65  
   36746     37696  direct      fr 2   0.80  0.75  
   36764     37696  direct      fr 2   0.80  0.29  
   36860     37696  direct      fr 2   0.78  0.01  

   37666     38604  complement  fr 3   0.85  0.79  
   37666     38598  complement  fr 3   0.85  0.75  
   37666     38559  complement  fr 3   0.84  0.55  

   38831     40657  complement  fr 1   0.90  0.98  
   38831     40597  complement  fr 1   0.91  0.04  
   38831     40387  complement  fr 1   0.90  0.00  
   38831     40384  complement  fr 1   0.90  0.01  

   40650     41450  complement  fr 2   0.54  0.90  
   40650     41426  complement  fr 2   0.56  0.16  
   40650     41420  complement  fr 2   0.57  0.30  
   40650     41351  complement  fr 2   0.53  0.59  
   40650     41348  complement  fr 2   0.53  0.35  

   41612     42358  direct      fr 2   0.76  0.01  
   41621     42358  direct      fr 2   0.77  0.12  
   41672     42358  direct      fr 2   0.83  0.04  
   41726     42358  direct      fr 2   0.84  0.13  
   41729     42358  direct      fr 2   0.84  0.28  
   41732     42358  direct      fr 2   0.84  0.24  

   42470     43951  direct      fr 2   0.85  0.00  
   42473     43951  direct      fr 2   0.85  0.00  
   42815     43951  direct      fr 2   0.87  0.01  
   42938     43951  direct      fr 2   0.88  0.04  
   43007     43951  direct      fr 2   0.87  0.03  

   43948     45099  direct      fr 1   0.74  0.21  
   43996     45099  direct      fr 1   0.77  0.56  
   44119     45099  direct      fr 1   0.75  0.14  
   44134     45099  direct      fr 1   0.75  0.02  

   45089     46609  direct      fr 2   0.94  0.76  
   45140     46609  direct      fr 2   0.97  0.02  
   45167     46609  direct      fr 2   0.97  0.71  
   45176     46609  direct      fr 2   0.98  0.79  

   46685     47269  complement  fr 1   0.70  0.26  
   46685     47248  complement  fr 1   0.73  0.37  
   46685     47170  complement  fr 1   0.82  0.14  
   46685     47062  complement  fr 1   0.83  0.01  
   46685     46978  complement  fr 1   0.82  0.15  
   46685     46948  complement  fr 1   0.80  0.64  

   47373     48584  direct      fr 3   0.89  0.00  
   47412     48584  direct      fr 3   0.92  0.80  
   47475     48584  direct      fr 3   0.95  0.67  
   47487     48584  direct      fr 3   0.96  0.93  
   47499     48584  direct      fr 3   0.97  0.99  
   47523     48584  direct      fr 3   0.97  0.22  
   47535     48584  direct      fr 3   0.97  0.03  

   48793     61122  direct      fr 1   0.90  0.03  
   48826     61122  direct      fr 1   0.90  0.41  
   48892     61122  direct      fr 1   0.91  0.72  
   49000     61122  direct      fr 1   0.91  0.97  
   49057     61122  direct      fr 1   0.91  0.00  

   49663     49866  complement  fr 3   0.56  0.31  

   61073     66853  direct      fr 2   0.82  0.00  
   61082     66853  direct      fr 2   0.82  0.00  
   61115     66853  direct      fr 2   0.83  0.88  
   61139     66853  direct      fr 2   0.83  0.11  
   61214     66853  direct      fr 2   0.83  0.26  
   61232     66853  direct      fr 2   0.83  0.23  
   61394     66853  direct      fr 2   0.83  0.37  

   66850     70017  direct      fr 1   0.89  0.97  
   66904     70017  direct      fr 1   0.90  0.03  
   66982     70017  direct      fr 1   0.90  0.03  
   67105     70017  direct      fr 1   0.91  0.47  
   67117     70017  direct      fr 1   0.91  0.05  

   70145     72829  direct      fr 2   0.78  0.00  
   70259     72829  direct      fr 2   0.81  0.03  
   70286     72829  direct      fr 2   0.82  0.00  
   70361     72829  direct      fr 2   0.84  0.71  
   70415     72829  direct      fr 2   0.85  0.01  
   70421     72829  direct      fr 2   0.85  0.03  
   70427     72829  direct      fr 2   0.85  0.00  
   70505     72829  direct      fr 2   0.88  0.26  
   70688     72829  direct      fr 2   0.87  0.01  

   72898     73854  complement  fr 3   0.84  1.00  
   72898     73809  complement  fr 3   0.83  0.01  
   72898     73779  complement  fr 3   0.83  0.02  

   73923     82499  complement  fr 2   0.85  0.39  
   73923     82418  complement  fr 2   0.85  0.69  
   73923     82373  complement  fr 2   0.85  0.03  
   73923     82319  complement  fr 2   0.85  0.73  

   77271     77402  direct      fr 3   0.52  0.78  

   82499     85831  complement  fr 1   0.86  0.54  
   82499     85750  complement  fr 1   0.87  0.28  
   82499     85735  complement  fr 1   0.87  0.09  
   82499     85492  complement  fr 1   0.87  0.22  

   85832     93709  complement  fr 1   0.82  0.79  
   85832     93604  complement  fr 1   0.82  0.02  
   85832     93502  complement  fr 1   0.82  0.54  
   85832     93466  complement  fr 1   0.82  0.01  

   93842     95491  complement  fr 1   0.78  0.90  
   93842     95332  complement  fr 1   0.78  0.12  
   93842     95320  complement  fr 1   0.78  0.02  
   93842     95233  complement  fr 1   0.78  0.25  
   93842     95197  complement  fr 1   0.78  0.00  
   93842     95140  complement  fr 1   0.79  0.48  

   95630     96508  complement  fr 1   0.80  0.97  
   95630     96451  complement  fr 1   0.79  0.05  
   95630     96397  complement  fr 1   0.79  0.41  

   96537     97889  complement  fr 2   0.80  0.55  
   96537     97865  complement  fr 2   0.81  0.03  
   96537     97808  complement  fr 2   0.83  0.03  
   96537     97613  complement  fr 2   0.82  0.31  
   96537     97556  complement  fr 2   0.81  0.86  
   96537     97514  complement  fr 2   0.80  0.02  

   97805     99172  complement  fr 1   0.86  0.07  
   97805     99166  complement  fr 1   0.87  0.00  
   97805     99043  complement  fr 1   0.86  0.00  
   97805     98983  complement  fr 1   0.86  0.04  

   99410    101038  direct      fr 2   0.85  0.80  
   99536    101038  direct      fr 2   0.86  0.25  
   99596    101038  direct      fr 2   0.86  0.29  
   99686    101038  direct      fr 2   0.85  0.00  

  101122    102621  complement  fr 3   0.80  0.00  
  101122    102540  complement  fr 3   0.84  0.13  
  101122    102525  complement  fr 3   0.85  0.45  
  101122    102465  complement  fr 3   0.86  0.84  
  101122    102432  complement  fr 3   0.85  0.08  
  101122    102300  complement  fr 3   0.84  0.01  

  104009    104254  direct      fr 2   0.50  0.50  
  104072    104254  direct      fr 2   0.51  0.02  

  102533    104506  complement  fr 1   0.80  0.74  
  102533    104434  complement  fr 1   0.81  0.14  
  102533    104392  complement  fr 1   0.81  0.12  
  102533    104350  complement  fr 1   0.81  0.27  

  104507    105679  complement  fr 1   0.67  0.34  
  104507    105622  complement  fr 1   0.65  0.04  
  104507    105532  complement  fr 1   0.67  0.38  
  104507    105451  complement  fr 1   0.69  0.17  

  105911    107404  direct      fr 2   0.81  0.01  
  105938    107404  direct      fr 2   0.83  0.00  
  106067    107404  direct      fr 2   0.90  0.78  
  106187    107404  direct      fr 2   0.91  0.02  
  106238    107404  direct      fr 2   0.90  0.22  
  106280    107404  direct      fr 2   0.90  0.07  

  107704    108420  direct      fr 1   0.72  0.83  
  107749    108420  direct      fr 1   0.72  0.12  
  107839    108420  direct      fr 1   0.73  0.93  

  108705    109373  direct      fr 3   0.73  0.02  
  108747    109373  direct      fr 3   0.79  0.94  
  108765    109373  direct      fr 3   0.80  0.69  
  108912    109373  direct      fr 3   0.75  0.13  
  109002    109373  direct      fr 3   0.72  0.26  

  109375    113013  direct      fr 1   0.89  0.68  
  109441    113013  direct      fr 1   0.90  0.06  
  109504    113013  direct      fr 1   0.90  0.20  
  109558    113013  direct      fr 1   0.89  0.02  

  113085    113579  direct      fr 3   0.59  0.00  
  113124    113579  direct      fr 3   0.63  0.95  
  113145    113579  direct      fr 3   0.67  0.82  
  113214    113579  direct      fr 3   0.64  0.19  
  113250    113579  direct      fr 3   0.69  0.90  
  113307    113579  direct      fr 3   0.63  0.01  

  113581    114453  complement  fr 3   0.77  0.07  
  113581    114384  complement  fr 3   0.81  0.76  
  113581    114336  complement  fr 3   0.80  0.16  
  113581    114060  complement  fr 3   0.72  0.00  

  114499    115686  complement  fr 3   0.70  0.00  
  114499    115644  complement  fr 3   0.73  0.00  
  114499    115554  complement  fr 3   0.79  0.80  
  114499    115413  complement  fr 3   0.91  0.66  
  114499    115230  complement  fr 3   0.94  0.01  
  114499    115176  complement  fr 3   0.94  0.16  
  114499    115170  complement  fr 3   0.94  0.45  

  115410    115769  complement  fr 2   0.63  0.55  
  115410    115694  complement  fr 2   0.66  0.58  
  115410    115598  complement  fr 2   0.69  0.07  
  115410    115538  complement  fr 2   0.70  0.01  
  115410    115529  complement  fr 2   0.68  0.24  

  115605    115688  direct      fr 3   0.53  0.28  

  115769    117877  complement  fr 1   0.79  0.52  
  115769    117790  complement  fr 1   0.83  0.00  
  115769    117766  complement  fr 1   0.84  0.00  
  115769    117709  complement  fr 1   0.86  0.24  
  115769    117706  complement  fr 1   0.86  0.15  
  115769    117586  complement  fr 1   0.89  0.68  
  115769    117571  complement  fr 1   0.89  0.41  
  115769    117562  complement  fr 1   0.89  0.57  

  118070    118657  direct      fr 2   0.61  0.00  
  118106    118657  direct      fr 2   0.65  0.36  
  118283    118657  direct      fr 2   0.84  0.86  
  118328    118657  direct      fr 2   0.83  0.11  
  118334    118657  direct      fr 2   0.83  0.12  

  119763    120260  direct      fr 3   0.53  0.03  
  119814    120260  direct      fr 3   0.58  0.31  
  119838    120260  direct      fr 3   0.60  0.04  
  119844    120260  direct      fr 3   0.60  0.20  
  119919    120260  direct      fr 3   0.74  0.53  
  119985    120260  direct      fr 3   0.82  0.02  
  120012    120260  direct      fr 3   0.84  0.93  

  121361    122119  direct      fr 2   0.66  0.92  
  121415    122119  direct      fr 2   0.69  0.22  
  121424    122119  direct      fr 2   0.69  0.16  
  121448    122119  direct      fr 2   0.68  0.12  

  122267    122851  complement  fr 1   0.80  0.63  
  122267    122623  complement  fr 1   0.82  0.54  
  122267    122596  complement  fr 1   0.81  0.18  
  122267    122593  complement  fr 1   0.81  0.23  

  122925    124733  complement  fr 2   0.86  0.85  
  122925    124700  complement  fr 2   0.87  0.01  
  122925    124679  complement  fr 2   0.88  0.02  
  122925    124670  complement  fr 2   0.88  0.03  
  122925    124637  complement  fr 2   0.88  0.89  

  125047    137499  direct      fr 1   0.91  0.02  
  125128    137499  direct      fr 1   0.91  0.03  
  125254    137499  direct      fr 1   0.91  0.05  
  125293    137499  direct      fr 1   0.91  0.50  
  125302    137499  direct      fr 1   0.91  0.87  

  137656    139212  direct      fr 1   0.85  0.25  
  137677    139212  direct      fr 1   0.87  0.04  
  137704    139212  direct      fr 1   0.88  0.74  
  137731    139212  direct      fr 1   0.88  0.18  
  137833    139212  direct      fr 1   0.87  0.04  

  139218    140570  direct      fr 3   0.86  0.17  
  139251    140570  direct      fr 3   0.89  0.57  
  139302    140570  direct      fr 3   0.89  0.20  
  139350    140570  direct      fr 3   0.89  0.45  
  139395    140570  direct      fr 3   0.88  0.02  

  140621    141319  direct      fr 2   0.66  0.07  
  140627    141319  direct      fr 2   0.66  0.17  
  140696    141319  direct      fr 2   0.73  0.00  
  140774    141319  direct      fr 2   0.85  0.78  
  140885    141319  direct      fr 2   0.88  0.46  
  140903    141319  direct      fr 2   0.88  0.86  
  141035    141319  direct      fr 2   0.84  0.01  

  141346    142734  complement  fr 3   0.72  0.82  
  141346    142659  complement  fr 3   0.72  0.06  
  141346    142638  complement  fr 3   0.72  0.08  
  141346    142632  complement  fr 3   0.71  0.25  

  142712    143656  complement  fr 1   0.60  0.22  
  142712    143395  complement  fr 1   0.81  0.72  
  142712    143362  complement  fr 1   0.85  0.39  
  142712    143314  complement  fr 1   0.85  0.40  
  142712    143236  complement  fr 1   0.83  0.00  

  143790    144677  direct      fr 3   0.74  0.01  
  143793    144677  direct      fr 3   0.74  0.01  
  143931    144677  direct      fr 3   0.80  0.69  
  144069    144677  direct      fr 3   0.76  0.16  
  144084    144677  direct      fr 3   0.76  0.47  
  144126    144677  direct      fr 3   0.79  0.18  

  144820    146130  complement  fr 3   0.57  0.00  
  144820    145725  complement  fr 3   0.80  0.59  
  144820    145593  complement  fr 3   0.76  0.11  
  144820    145569  complement  fr 3   0.78  0.25  
  144820    145512  complement  fr 3   0.79  0.06  

  145878    147902  direct      fr 3   0.81  0.03  
  145965    147902  direct      fr 3   0.84  0.35  
  146151    147902  direct      fr 3   0.84  0.14  
  146178    147902  direct      fr 3   0.84  0.28  
  146193    147902  direct      fr 3   0.84  0.11  

  148051    148944  direct      fr 1   0.84  0.45  
  148213    148944  direct      fr 1   0.91  0.80  
  148222    148944  direct      fr 1   0.91  0.90  
  148288    148944  direct      fr 1   0.91  0.02  

  148941    149735  direct      fr 3   0.76  0.69  
  148980    149735  direct      fr 3   0.79  0.66  
  149013    149735  direct      fr 3   0.78  0.18  
  149088    149735  direct      fr 3   0.76  0.00  

  149760    151700  direct      fr 3   0.77  0.12  
  149769    151700  direct      fr 3   0.78  0.25  
  149790    151700  direct      fr 3   0.79  0.86  
  149805    151700  direct      fr 3   0.79  0.87  
  149844    151700  direct      fr 3   0.79  0.17  
  149868    151700  direct      fr 3   0.78  0.13  

  151648    152730  direct      fr 1   0.75  0.00  
  151669    152730  direct      fr 1   0.77  0.00  
  151720    152730  direct      fr 1   0.80  0.76  
  151738    152730  direct      fr 1   0.81  0.04  
  151807    152730  direct      fr 1   0.85  0.99  
  151810    152730  direct      fr 1   0.85  0.97  
  151849    152730  direct      fr 1   0.85  0.01  

  152785    153936  direct      fr 1   0.81  0.33  
  152857    153936  direct      fr 1   0.87  0.01  
  152890    153936  direct      fr 1   0.89  0.16  
  152980    153936  direct      fr 1   0.92  0.00  
  152983    153936  direct      fr 1   0.92  0.00  
  153076    153936  direct      fr 1   0.93  0.33  

  154304    155239  direct      fr 2   0.82  0.89  
  154343    155239  direct      fr 2   0.84  0.30  
  154346    155239  direct      fr 2   0.84  0.05  
  154397    155239  direct      fr 2   0.83  0.73  

  155302    156840  direct      fr 1   0.73  0.00  
  155323    156840  direct      fr 1   0.74  0.77  
  155395    156840  direct      fr 1   0.76  0.60  
  155422    156840  direct      fr 1   0.76  0.70  
  155449    156840  direct      fr 1   0.76  0.04  

  156861    157898  direct      fr 3   0.89  0.07  
  156960    157898  direct      fr 3   0.96  0.92  
  156990    157898  direct      fr 3   0.96  0.10  
  157005    157898  direct      fr 3   0.96  0.01  

  158227    158730  direct      fr 1   0.60  0.40  
  158239    158730  direct      fr 1   0.62  0.00  
  158299    158730  direct      fr 1   0.70  0.00  
  158326    158730  direct      fr 1   0.74  0.30  
  158350    158730  direct      fr 1   0.78  0.63  
  158368    158730  direct      fr 1   0.82  0.07  
  158413    158730  direct      fr 1   0.82  0.81  
  158554    158730  direct      fr 1   0.76  0.09  

  159112    159315  direct      fr 1   0.73  1.00  
  159130    159315  direct      fr 1   0.78  1.00  
  159136    159315  direct      fr 1   0.82  1.00  
  159139    159315  direct      fr 1   0.82  0.79  
  159154    159315  direct      fr 1   0.83  0.01  

  159323    159571  complement  fr 1   0.79  0.92  
  159323    159559  complement  fr 1   0.82  0.86  
  159323    159460  complement  fr 1   0.81  0.32  
  159323    159451  complement  fr 1   0.79  0.50  

  160193    160735  direct      fr 2   0.62  0.45  
  160214    160735  direct      fr 2   0.64  0.07  
  160286    160735  direct      fr 2   0.73  0.61  
  160301    160735  direct      fr 2   0.75  0.10  
  160418    160735  direct      fr 2   0.75  0.00  
  160589    160735  direct      fr 2   0.53  0.07  

  160846    160932  direct      fr 1   0.50  0.01  

  160968    162065  direct      fr 3   0.88  0.21  
  161049    162065  direct      fr 3   0.89  0.47  
  161103    162065  direct      fr 3   0.90  0.44  
  161106    162065  direct      fr 3   0.90  0.24  

  162135    164249  complement  fr 2   0.89  0.01  
  162135    164114  complement  fr 2   0.90  0.20  
  162135    164090  complement  fr 2   0.90  0.01  
  162135    163916  complement  fr 2   0.91  0.42  

  164345    164752  complement  fr 1   0.75  0.31  
  164345    164734  complement  fr 1   0.78  0.98  
  164345    164695  complement  fr 1   0.77  0.10  
  164345    164668  complement  fr 1   0.76  0.06  

  164825    165262  direct      fr 2   0.70  0.02  
  164876    165262  direct      fr 2   0.78  0.29  
  164885    165262  direct      fr 2   0.81  0.75  
  165002    165262  direct      fr 2   0.83  0.91  
  165017    165262  direct      fr 2   0.82  0.02  
  165035    165262  direct      fr 2   0.81  0.01  

  165400    165768  complement  fr 3   0.82  0.98  
  165400    165738  complement  fr 3   0.80  0.67  
  165400    165726  complement  fr 3   0.80  0.02  

  165765    166043  complement  fr 2   0.74  0.11  
  165765    165986  complement  fr 2   0.83  0.79  
  165765    165971  complement  fr 2   0.81  0.30  
  165765    165902  complement  fr 2   0.74  0.41  

  166040    166528  complement  fr 1   0.80  0.99  
  166040    166483  complement  fr 1   0.80  0.02  
  166040    166471  complement  fr 1   0.80  0.00  
  166040    166426  complement  fr 1   0.77  0.00  

  166525    168207  complement  fr 3   0.86  0.81  
  166525    168198  complement  fr 3   0.86  0.98  
  166525    168144  complement  fr 3   0.87  0.00  
  166525    168141  complement  fr 3   0.87  0.00  
  166525    168138  complement  fr 3   0.87  0.00  

  168204    168548  complement  fr 2   0.72  0.96  
  168204    168500  complement  fr 2   0.73  0.01  
  168204    168491  complement  fr 2   0.72  0.00  

  168548    171475  complement  fr 1   0.89  0.03  
  168548    171373  complement  fr 1   0.90  0.01  
  168548    171313  complement  fr 1   0.90  0.93  
  168548    171265  complement  fr 1   0.90  0.01  

  171667    172605  complement  fr 3   0.93  0.01  
  171667    172566  complement  fr 3   0.96  0.88  
  171667    172512  complement  fr 3   0.96  0.36  
  171667    172506  complement  fr 3   0.96  0.07  
  171667    172494  complement  fr 3   0.96  0.04  

  172647    173222  direct      fr 3   0.84  0.06  
  172659    173222  direct      fr 3   0.85  0.56  
  172785    173222  direct      fr 3   0.90  0.79  
  172791    173222  direct      fr 3   0.90  0.53  
  172842    173222  direct      fr 3   0.89  0.02  

  173234    173320  direct      fr 2   0.77  0.34  
  173243    173320  direct      fr 2   0.77  0.93  
  173264    173320  direct      fr 2   0.73  0.99  

  174620    175132  direct      fr 2   0.79  0.95  
  174773    175132  direct      fr 2   0.85  0.47  
  174776    175132  direct      fr 2   0.85  0.47  
  174809    175132  direct      fr 2   0.84  0.72  

  175143    176177  direct      fr 3   0.90  0.42  
  175203    176177  direct      fr 3   0.93  0.68  
  175209    176177  direct      fr 3   0.93  0.55  
  175290    176177  direct      fr 3   0.93  0.23  

  176174    177607  direct      fr 2   0.85  0.56  
  176243    177607  direct      fr 2   0.85  0.25  
  176279    177607  direct      fr 2   0.84  0.00  
  176402    177607  direct      fr 2   0.83  0.59  

  177683    179056  direct      fr 2   0.83  0.21  
  177695    179056  direct      fr 2   0.84  0.16  
  177839    179056  direct      fr 2   0.88  0.05  
  177887    179056  direct      fr 2   0.88  0.00  
  177968    179056  direct      fr 2   0.87  0.18  

  179134    180117  complement  fr 3   0.76  0.09  
  179134    180009  complement  fr 3   0.84  0.83  
  179134    179985  complement  fr 3   0.84  0.13  
  179134    179919  complement  fr 3   0.88  0.34  
  179134    179853  complement  fr 3   0.89  0.35  
  179134    179796  complement  fr 3   0.88  0.01  

  180147    181325  complement  fr 2   0.70  0.01  
  180147    181253  complement  fr 2   0.72  0.23  
  180147    180992  complement  fr 2   0.80  0.97  
  180147    180986  complement  fr 2   0.80  0.89  

  181521    182456  direct      fr 3   0.81  0.39  
  181533    182456  direct      fr 3   0.82  0.14  
  181722    182456  direct      fr 3   0.88  0.66  
  181770    182456  direct      fr 3   0.88  0.00  
  181848    182456  direct      fr 3   0.96  0.28  
  182082    182456  direct      fr 3   0.94  0.02  

  181725    181811  complement  fr 2   0.53  0.95  

  182753    184282  direct      fr 2   0.73  0.03  
  182798    184282  direct      fr 2   0.76  0.01  
  182834    184282  direct      fr 2   0.77  0.01  
  182858    184282  direct      fr 2   0.79  0.14  
  182924    184282  direct      fr 2   0.81  0.51  
  182987    184282  direct      fr 2   0.82  0.25  
  183281    184282  direct      fr 2   0.78  0.00  

  184423    185745  direct      fr 1   0.85  0.66  
  184516    185745  direct      fr 1   0.88  0.69  
  184525    185745  direct      fr 1   0.88  0.81  
  184585    185745  direct      fr 1   0.87  0.04  

  185621    186964  direct      fr 2   0.71  0.00  
  185738    186964  direct      fr 2   0.78  0.96  
  185747    186964  direct      fr 2   0.78  0.95  
  185807    186964  direct      fr 2   0.78  0.00  
  185855    186964  direct      fr 2   0.79  0.39  
  185894    186964  direct      fr 2   0.82  0.56  
  185915    186964  direct      fr 2   0.83  0.71  
  186014    186964  direct      fr 2   0.85  0.08  
  186017    186964  direct      fr 2   0.85  0.04  

  187044    188660  direct      fr 3   0.79  0.83  
  187128    188660  direct      fr 3   0.81  0.88  
  187182    188660  direct      fr 3   0.81  0.04  
  187197    188660  direct      fr 3   0.80  0.25  

