                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM73042v1:Chromosome:1:6064456:1 REF
Sequence file: seq.fna
Sequence length: 6064456
GC Content:  60.13%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Staphylococcus_aureus_Mu50
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   43919     44017  complement  fr 1   0.51  0.89  

   45250     45483  direct      fr 1   0.60  0.93  
   45343     45483  direct      fr 1   0.71  0.01  

   45802     46179  direct      fr 1   0.68  0.32  
   45856     46179  direct      fr 1   0.79  0.64  
   46084     46179  direct      fr 1   0.59  0.04  

   46462     46806  direct      fr 1   0.57  0.49  
   46555     46806  direct      fr 1   0.65  0.91  
   46573     46806  direct      fr 1   0.65  0.86  
   46693     46806  direct      fr 1   0.65  0.31  

   49418     49666  complement  fr 1   0.52  0.21  

   50094     50891  direct      fr 3   0.53  0.00  

   51959     52144  complement  fr 1   0.63  0.04  

   52116     52364  direct      fr 3   0.53  0.06  

   53537     53779  complement  fr 1   0.51  0.04  

   53927     54115  complement  fr 1   0.56  0.46  

   54174     54386  direct      fr 3   0.86  0.41  

   56489     56719  complement  fr 1   0.56  0.21  

   57732     57827  direct      fr 3   0.85  0.15  

   58674     58886  direct      fr 3   0.82  0.80  

   59253     59549  direct      fr 3   0.75  0.15  
   59289     59549  direct      fr 3   0.74  0.00  

   59857     60192  complement  fr 3   0.50  0.05  

   61786     62265  direct      fr 1   0.67  0.02  

   64456     64581  direct      fr 1   0.51  0.01  

   69216     69608  direct      fr 3   0.69  0.04  

   73939     74082  complement  fr 3   0.52  0.00  

   77640     77774  direct      fr 3   0.56  0.80  
   77676     77774  direct      fr 3   0.55  0.85  

   85198     85416  direct      fr 1   0.55  0.07  

   87694     87759  direct      fr 1   0.85  0.95  

   87747     87806  complement  fr 2   0.62  0.30  

   88280     88888  direct      fr 2   0.51  0.62  
   88286     88888  direct      fr 2   0.51  0.45  
   88334     88888  direct      fr 2   0.50  0.22  
   88460     88888  direct      fr 2   0.52  0.17  

   88659     88880  complement  fr 2   0.51  0.00  

   94793     95536  direct      fr 2   0.61  0.87  
   94808     95536  direct      fr 2   0.60  0.00  
   94838     95536  direct      fr 2   0.58  0.00  

  100410    100625  complement  fr 2   0.51  0.10  

  102314    102478  complement  fr 1   0.62  0.05  

  104972    105037  direct      fr 2   0.57  0.33  

  107153    107344  complement  fr 1   0.51  0.05  
  107153    107338  complement  fr 1   0.54  0.05  

  113576    113758  complement  fr 1   0.53  0.06  

  114094    114390  direct      fr 1   0.59  0.01  
  114178    114390  direct      fr 1   0.74  0.41  

  116729    116776  direct      fr 2   0.77  0.13  

  116801    116959  direct      fr 2   0.64  0.63  

  119985    120260  direct      fr 3   0.52  0.02  
  120012    120260  direct      fr 3   0.57  0.41  

  123173    123232  direct      fr 2   0.55  0.98  

  123766    124491  complement  fr 3   0.53  0.36  

  130798    133425  complement  fr 3   0.60  0.04  
  130798    132918  complement  fr 3   0.58  0.87  
  130798    131256  complement  fr 3   0.50  0.00  

  133669    134868  complement  fr 3   0.66  0.02  
  133669    134571  complement  fr 3   0.62  0.00  

  136507    136956  complement  fr 3   0.55  0.10  
  136507    136887  complement  fr 3   0.53  0.49  
  136507    136860  complement  fr 3   0.51  0.01  

  137709    138728  direct      fr 3   0.58  0.00  

  139499    139939  direct      fr 2   0.65  0.25  
  139505    139939  direct      fr 2   0.65  0.34  
  139550    139939  direct      fr 2   0.61  0.09  

  141696    141890  direct      fr 3   0.67  0.85  
  141702    141890  direct      fr 3   0.67  0.55  

  145103    145345  complement  fr 1   0.62  0.67  

  147284    147493  direct      fr 2   0.59  0.82  
  147392    147493  direct      fr 2   0.68  0.00  

  156375    156512  direct      fr 3   0.63  0.59  

  161396    161542  direct      fr 2   0.61  0.99  

  165037    165138  direct      fr 1   0.62  0.06  

  165413    165742  complement  fr 1   0.55  0.94  

  166107    166505  complement  fr 2   0.58  0.90  
  166107    166478  complement  fr 2   0.60  0.96  
  166107    166166  complement  fr 2   0.96  0.18  

  168235    168498  complement  fr 3   0.57  0.95  

  169333    169566  direct      fr 1   0.54  0.36  
  169402    169566  direct      fr 1   0.54  0.03  

  169976    170536  direct      fr 2   0.56  0.02  
  170135    170536  direct      fr 2   0.76  0.27  
  170144    170536  direct      fr 2   0.78  0.76  
  170432    170536  direct      fr 2   0.55  0.34  

  172459    172650  direct      fr 1   0.70  0.01  

  173234    173320  direct      fr 2   0.51  0.00  
  173243    173320  direct      fr 2   0.51  0.52  

  177659    177934  complement  fr 1   0.51  0.92  

  178465    179172  direct      fr 1   0.52  0.01  

  181505    181837  direct      fr 2   0.53  0.09  

  182390    182542  direct      fr 2   0.61  0.01  

  182837    183061  complement  fr 1   0.52  0.06  

  187931    187978  direct      fr 2   0.81  0.00  

  189678    191252  complement  fr 2   0.55  0.07  
  189678    191138  complement  fr 2   0.59  0.00  
  189678    190805  complement  fr 2   0.60  0.11  
  189678    190802  complement  fr 2   0.60  0.25  
  189678    190523  complement  fr 2   0.57  0.00  

  191243    191359  complement  fr 1   0.60  0.05  

  191370    191534  direct      fr 3   0.53  0.02  

  194066    194650  direct      fr 2   0.63  0.55  

  195683    195772  direct      fr 2   0.54  0.98  

  197097    197207  direct      fr 3   0.60  0.89  

  197330    197506  complement  fr 1   0.54  0.30  
  197330    197494  complement  fr 1   0.51  0.01  

  198958    199101  complement  fr 3   0.51  0.01  

  199633    199761  complement  fr 3   0.52  0.75  

  201822    201881  complement  fr 2   0.66  0.89  

  202017    202097  complement  fr 2   0.51  1.00  

  209178    209525  direct      fr 3   0.59  0.01  
  209265    209525  direct      fr 3   0.76  0.09  
  209286    209525  direct      fr 3   0.83  0.19  

  211462    211743  complement  fr 3   0.54  0.98  

  214576    214905  complement  fr 3   0.63  0.82  

  219901    220242  direct      fr 1   0.66  0.00  
  220123    220242  direct      fr 1   0.58  0.00  

  223538    224527  direct      fr 2   0.57  0.35  
  223787    224527  direct      fr 2   0.51  0.87  

  224232    224651  complement  fr 2   0.68  0.98  
  224232    224582  complement  fr 2   0.63  0.19  

  225164    225196  direct      fr 2   0.76  0.01  

  226524    226718  direct      fr 3   0.62  0.99  

  230463    230579  direct      fr 3   0.72  0.52  
  230502    230579  direct      fr 3   0.74  0.73  
  230529    230579  direct      fr 3   0.77  0.28  

  230785    230853  complement  fr 3   0.53  0.98  

  234376    234717  complement  fr 3   0.66  0.53  

  235532    235639  direct      fr 2   0.51  0.81  

  236817    237149  complement  fr 2   0.57  0.94  

  238838    239083  direct      fr 2   0.53  0.48  

  239740    240054  direct      fr 1   0.50  0.01  

  241797    241985  direct      fr 3   0.60  0.24  

  242937    243068  direct      fr 3   0.55  0.66  

  243473    243595  direct      fr 2   0.72  0.03  
  243488    243595  direct      fr 2   0.70  0.00  

  248731    249480  direct      fr 1   0.51  0.03  
  248803    249480  direct      fr 1   0.55  0.93  
  248830    249480  direct      fr 1   0.55  0.33  
  248890    249480  direct      fr 1   0.52  0.82  
  249325    249480  direct      fr 1   0.51  0.78  

  250967    251506  direct      fr 2   0.50  0.50  

  249971    250597  complement  fr 1   0.57  1.00  

  250643    250855  complement  fr 1   0.59  0.37  

  253656    253757  direct      fr 3   0.66  0.51  

  257927    258244  complement  fr 1   0.76  0.00  

  260427    260558  complement  fr 2   0.59  0.00  

  260590    260823  complement  fr 3   0.55  0.66  
  260590    260790  complement  fr 3   0.53  0.19  

  261800    262147  direct      fr 2   0.76  0.91  
  261872    262147  direct      fr 2   0.70  0.00  

  263788    263931  direct      fr 1   0.69  0.50  
  263821    263931  direct      fr 1   0.70  0.43  

  265904    266206  complement  fr 1   0.53  0.00  
  265904    266143  complement  fr 1   0.65  0.95  
  265904    266131  complement  fr 1   0.64  1.00  

  267239    267376  complement  fr 1   0.63  0.11  

  270108    270305  direct      fr 3   0.61  0.77  

  279053    279286  direct      fr 2   0.56  0.97  

  281442    281639  direct      fr 3   0.63  0.00  

  281994    282497  direct      fr 3   0.68  0.43  
  282192    282497  direct      fr 3   0.83  0.99  
  282288    282497  direct      fr 3   0.76  0.00  

  282570    283034  direct      fr 3   0.53  0.00  
  282585    283034  direct      fr 3   0.53  0.00  
  282606    283034  direct      fr 3   0.54  0.93  
  282621    283034  direct      fr 3   0.53  0.94  

  285481    285717  complement  fr 3   0.64  0.02  

  285920    286012  direct      fr 2   0.58  0.93  

  286587    286688  direct      fr 3   0.54  0.77  
  286653    286688  direct      fr 3   0.56  0.00  

  289842    289919  direct      fr 3   0.55  0.53  

  294327    294581  complement  fr 2   0.64  0.06  
  294327    294572  complement  fr 2   0.67  0.00  

  297064    297432  complement  fr 3   0.77  0.08  

  298015    298716  complement  fr 3   0.58  0.02  
  298015    298062  complement  fr 3   1.00  0.00  

  304505    304582  complement  fr 1   0.60  0.18  

  312976    313143  direct      fr 1   0.52  0.18  
  312988    313143  direct      fr 1   0.52  0.01  

  313706    313780  direct      fr 2   0.55  0.97  

  315333    316238  direct      fr 3   0.63  0.00  
  315525    316238  direct      fr 3   0.68  0.48  
  315630    316238  direct      fr 3   0.63  0.52  
  315804    316238  direct      fr 3   0.59  0.01  

  317565    317786  complement  fr 2   0.59  0.48  

  318515    318709  direct      fr 2   0.56  0.07  

  319946    320293  direct      fr 2   0.66  0.80  

  320958    321086  complement  fr 2   0.56  0.92  

  322092    322196  complement  fr 2   0.67  0.30  

  324241    324498  direct      fr 1   0.76  0.00  

  324842    324991  direct      fr 2   0.80  0.08  
  324884    324991  direct      fr 2   0.74  0.12  

  325986    326159  direct      fr 3   0.53  0.60  

  331562    331612  direct      fr 2   0.79  0.21  

  331416    331547  complement  fr 2   0.51  0.86  

  332089    332397  direct      fr 1   0.51  0.01  
  332233    332397  direct      fr 1   0.61  0.02  
  332242    332397  direct      fr 1   0.61  0.02  
  332278    332397  direct      fr 1   0.51  0.72  

  335758    335847  direct      fr 1   0.50  0.57  

  337346    337582  direct      fr 2   0.80  0.99  
  337406    337582  direct      fr 2   0.76  0.55  
  337502    337582  direct      fr 2   0.52  0.00  

  337649    338383  direct      fr 2   0.58  0.03  
  337685    338383  direct      fr 2   0.56  0.03  
  337727    338383  direct      fr 2   0.53  0.24  

  339821    340066  complement  fr 1   0.55  0.01  
  339821    339982  complement  fr 1   0.67  0.18  

  342736    343023  direct      fr 1   0.60  0.20  

  344781    345092  complement  fr 2   0.64  0.01  
  344781    345083  complement  fr 2   0.67  0.01  
  344781    345080  complement  fr 2   0.67  0.03  
  344781    345047  complement  fr 2   0.75  0.51  

  346315    346530  complement  fr 3   0.56  0.61  

  350001    350321  complement  fr 2   0.53  0.00  
  350001    350294  complement  fr 2   0.57  0.03  

  354546    354845  complement  fr 2   0.56  0.01  
  354546    354815  complement  fr 2   0.64  0.20  
  354546    354803  complement  fr 2   0.66  0.33  
  354546    354791  complement  fr 2   0.67  0.96  
  354546    354743  complement  fr 2   0.62  0.02  
  354546    354707  complement  fr 2   0.54  0.02  

  355633    355845  complement  fr 3   0.58  0.03  
  355633    355779  complement  fr 3   0.68  0.86  
  355633    355743  complement  fr 3   0.59  0.01  

  357517    357624  direct      fr 1   0.55  0.15  
  357586    357624  direct      fr 1   0.77  0.32  

  357925    358101  direct      fr 1   0.61  0.62  

  364326    364436  direct      fr 3   0.80  0.96  

  365141    365290  direct      fr 2   0.58  0.77  

  367599    367832  direct      fr 3   0.57  0.00  

  368526    368732  direct      fr 3   0.64  0.34  
  368535    368732  direct      fr 3   0.68  0.84  
  368541    368732  direct      fr 3   0.68  0.82  
  368592    368732  direct      fr 3   0.64  0.05  
  368598    368732  direct      fr 3   0.61  0.02  

  368971    369321  direct      fr 1   0.53  0.77  
  368983    369321  direct      fr 1   0.53  0.21  
  369109    369321  direct      fr 1   0.64  0.76  

  368877    368990  direct      fr 3   0.66  0.42  

  369526    369735  direct      fr 1   0.57  0.07  

  374353    374424  direct      fr 1   0.68  0.98  

  375123    375422  direct      fr 3   0.54  0.66  
  375171    375422  direct      fr 3   0.55  0.06  

  376450    376749  direct      fr 1   0.57  0.96  

  377229    377468  direct      fr 3   0.51  0.47  

  377438    377518  complement  fr 1   0.52  0.14  

  383690    384538  direct      fr 2   0.54  0.00  
  383747    384538  direct      fr 2   0.57  0.89  
  383813    384538  direct      fr 2   0.57  0.05  
  383834    384538  direct      fr 2   0.57  0.00  
  383930    384538  direct      fr 2   0.61  0.43  

  383584    383709  direct      fr 1   0.50  0.25  

  384687    384758  direct      fr 3   0.60  0.07  

  392883    393179  direct      fr 3   0.50  0.97  

  397088    397261  direct      fr 2   0.56  0.96  

  402008    402100  direct      fr 2   0.80  0.97  
  402047    402100  direct      fr 2   0.84  0.69  

  405174    405365  direct      fr 3   0.59  0.77  

  410016    410213  complement  fr 2   0.55  0.26  
  410016    410120  complement  fr 2   0.52  0.73  

  416812    417249  complement  fr 3   0.52  0.00  
  416812    417063  complement  fr 3   0.67  0.01  

  419604    419732  complement  fr 2   0.56  0.07  

  421232    421363  complement  fr 1   0.58  0.83  

  426084    426308  direct      fr 3   0.54  0.92  

  427902    428075  complement  fr 2   0.60  1.00  

  430603    430758  direct      fr 1   0.88  0.15  
  430660    430758  direct      fr 1   0.82  0.36  
  430669    430758  direct      fr 1   0.80  0.53  

  433881    434561  complement  fr 2   0.59  0.01  
  433881    434516  complement  fr 2   0.63  0.00  
  433881    434474  complement  fr 2   0.67  0.05  
  433881    434462  complement  fr 2   0.68  0.00  

  436646    436903  direct      fr 2   0.58  0.59  
  436670    436903  direct      fr 2   0.64  0.96  

  438772    439191  complement  fr 3   0.51  0.99  

  441826    442080  complement  fr 3   0.60  0.00  

  443757    444014  complement  fr 2   0.58  0.08  
  443757    444011  complement  fr 2   0.58  0.06  
  443757    443993  complement  fr 2   0.58  0.00  

  444060    444275  complement  fr 2   0.55  0.21  

  444339    444506  direct      fr 3   0.52  0.90  

  446563    447141  complement  fr 3   0.74  0.41  
  446563    446841  complement  fr 3   0.74  0.02  
  446563    446697  complement  fr 3   0.66  0.04  

  447222    447533  direct      fr 3   0.63  0.16  
  447252    447533  direct      fr 3   0.64  0.00  

  449854    450516  complement  fr 3   0.51  0.07  
  449854    450498  complement  fr 3   0.52  0.13  

  451368    451622  direct      fr 3   0.53  0.32  
  451407    451622  direct      fr 3   0.64  0.68  

  451511    451726  complement  fr 1   0.70  1.00  

  453466    453729  direct      fr 1   0.54  0.17  

  454353    455684  direct      fr 3   0.51  0.42  
  454713    455684  direct      fr 3   0.68  0.57  
  454764    455684  direct      fr 3   0.71  0.00  
  455016    455684  direct      fr 3   0.75  0.75  
  455079    455684  direct      fr 3   0.73  0.01  
  455085    455684  direct      fr 3   0.73  0.01  

  454357    454710  complement  fr 3   0.73  0.06  

  459576    459782  direct      fr 3   0.71  0.94  
  459615    459782  direct      fr 3   0.78  0.39  

  459819    460451  direct      fr 3   0.51  0.53  
  459918    460451  direct      fr 3   0.55  0.03  
  459999    460451  direct      fr 3   0.64  0.30  
  460074    460451  direct      fr 3   0.75  0.82  
  460092    460451  direct      fr 3   0.77  0.61  
  460149    460451  direct      fr 3   0.75  0.01  

  462817    462927  direct      fr 1   0.58  0.23  

  463639    463737  complement  fr 3   0.57  0.01  

  464900    465142  direct      fr 2   0.53  0.02  
  465050    465142  direct      fr 2   0.54  0.01  

  465251    465334  direct      fr 2   0.69  0.29  

  466680    466856  direct      fr 3   0.65  0.03  
  466713    466856  direct      fr 3   0.57  0.42  

  467468    467596  direct      fr 2   0.51  1.00  

  468782    469105  direct      fr 2   0.55  0.26  
  468818    469105  direct      fr 2   0.60  0.00  

  469862    470227  direct      fr 2   0.68  0.26  
  469871    470227  direct      fr 2   0.68  0.29  

  473292    473375  complement  fr 2   0.61  0.69  

  473332    473442  direct      fr 1   0.50  0.48  

  473605    474126  direct      fr 1   0.57  0.99  
  473644    474126  direct      fr 1   0.61  0.02  
  473812    474126  direct      fr 1   0.67  0.98  

  482326    482556  direct      fr 1   0.66  0.02  
  482371    482556  direct      fr 1   0.58  0.01  

  483448    483843  complement  fr 3   0.51  0.10  

  483789    483881  direct      fr 3   0.53  0.83  

  485121    485369  direct      fr 3   0.67  0.97  
  485268    485369  direct      fr 3   0.79  0.97  

  494606    494929  direct      fr 2   0.60  0.14  
  494708    494929  direct      fr 2   0.77  0.00  
  494849    494929  direct      fr 2   0.62  0.99  

  495838    495981  direct      fr 1   0.51  0.56  

  499201    499239  direct      fr 1   1.00  0.01  

  499938    500099  direct      fr 3   0.64  0.00  
  499974    500099  direct      fr 3   0.54  0.98  

  499718    499846  direct      fr 2   0.62  0.40  

  504250    504465  complement  fr 3   0.57  0.00  

  507716    507880  direct      fr 2   0.64  0.59  

  507408    507566  complement  fr 2   0.56  0.69  

  508271    508558  direct      fr 2   0.59  0.92  

  514053    514190  complement  fr 2   0.60  0.51  

  514478    514552  direct      fr 2   0.65  0.97  

  514715    515017  direct      fr 2   0.54  0.28  

  518698    518844  direct      fr 1   0.58  0.00  

  521884    521961  direct      fr 1   0.57  0.26  
  521899    521961  direct      fr 1   0.55  1.00  

  533567    533716  direct      fr 2   0.71  0.00  

  534426    534914  complement  fr 2   0.53  0.18  
  534426    534680  complement  fr 2   0.64  0.09  
  534426    534668  complement  fr 2   0.62  0.19  
  534426    534659  complement  fr 2   0.60  0.16  

  534801    534995  direct      fr 3   0.64  0.01  

  540203    540295  complement  fr 1   0.52  0.79  

  544847    545266  direct      fr 2   0.52  0.00  
  544874    545266  direct      fr 2   0.56  0.39  
  544994    545266  direct      fr 2   0.70  0.08  
  545030    545266  direct      fr 2   0.78  0.15  
  545147    545266  direct      fr 2   0.71  0.63  
  545177    545266  direct      fr 2   0.61  0.35  

  545426    545668  complement  fr 1   0.58  0.31  
  545426    545632  complement  fr 1   0.52  0.02  

  545780    546073  complement  fr 1   0.72  0.10  
  545780    546040  complement  fr 1   0.69  0.01  
  545780    546028  complement  fr 1   0.67  0.36  

  546637    546831  direct      fr 1   0.69  0.01  

  548971    549102  complement  fr 3   0.53  0.06  

  549285    549539  complement  fr 2   0.69  0.11  
  549285    549395  complement  fr 2   0.86  0.45  

  550757    550873  complement  fr 1   0.51  0.15  
  550757    550825  complement  fr 1   0.66  0.85  

  551335    551652  direct      fr 1   0.54  0.94  
  551386    551652  direct      fr 1   0.53  0.00  

  557283    557681  direct      fr 3   0.65  0.00  
  557313    557681  direct      fr 3   0.69  0.00  
  557463    557681  direct      fr 3   0.82  0.60  

  558033    558314  direct      fr 3   0.58  0.05  
  558072    558314  direct      fr 3   0.53  0.00  
  558183    558314  direct      fr 3   0.57  0.17  

  558357    558593  direct      fr 3   0.56  0.05  

  560869    561828  direct      fr 1   0.57  0.01  
  561169    561828  direct      fr 1   0.56  0.98  
  561307    561828  direct      fr 1   0.56  0.76  
  561487    561828  direct      fr 1   0.68  0.26  

  562571    562936  direct      fr 2   0.62  0.03  
  562601    562936  direct      fr 2   0.68  0.80  
  562604    562936  direct      fr 2   0.68  0.82  

  565155    565724  complement  fr 2   0.60  0.39  
  565155    565715  complement  fr 2   0.61  0.09  
  565155    565700  complement  fr 2   0.62  0.00  
  565155    565685  complement  fr 2   0.64  0.00  
  565155    565673  complement  fr 2   0.65  0.00  
  565155    565397  complement  fr 2   0.81  0.58  

  566849    567160  direct      fr 2   0.62  0.08  
  566933    567160  direct      fr 2   0.71  0.08  
  566945    567160  direct      fr 2   0.74  0.97  
  567002    567160  direct      fr 2   0.76  0.00  

  568164    568262  direct      fr 3   0.63  0.18  

  568521    568565  direct      fr 3   0.53  0.00  

  571378    571731  direct      fr 1   0.54  0.93  
  571483    571731  direct      fr 1   0.53  0.07  
  571501    571731  direct      fr 1   0.58  0.69  

  576577    576756  direct      fr 1   0.66  0.55  

  579924    580085  complement  fr 2   0.60  0.53  
  579924    580061  complement  fr 2   0.69  0.81  
  579924    580031  complement  fr 2   0.61  0.27  

  580958    581053  direct      fr 2   0.52  0.35  
  580964    581053  direct      fr 2   0.52  0.13  

  582197    582394  complement  fr 1   0.75  0.99  
  582197    582286  complement  fr 1   0.76  0.99  
  582197    582247  complement  fr 1   0.81  0.00  

  583941    584291  complement  fr 2   0.71  0.20  

  585834    586268  direct      fr 3   0.56  0.00  
  585882    586268  direct      fr 3   0.54  0.99  
  586164    586268  direct      fr 3   0.58  0.69  

  589581    590174  direct      fr 3   0.51  0.94  

  597565    597615  direct      fr 1   0.95  0.02  

  602392    602727  direct      fr 1   0.56  0.55  
  602404    602727  direct      fr 1   0.54  0.06  
  602410    602727  direct      fr 1   0.54  0.06  

  608388    608543  complement  fr 2   0.57  0.88  
  608388    608537  complement  fr 2   0.57  0.79  

  612268    612576  direct      fr 1   0.52  0.10  
  612280    612576  direct      fr 1   0.54  0.39  

  615151    615441  direct      fr 1   0.59  0.05  
  615235    615441  direct      fr 1   0.69  0.68  
  615307    615441  direct      fr 1   0.54  0.09  

  617233    617592  direct      fr 1   0.50  0.00  

  620141    620518  complement  fr 1   0.53  0.40  
  620141    620509  complement  fr 1   0.53  0.32  
  620141    620464  complement  fr 1   0.56  0.16  

  620921    620956  complement  fr 1   0.58  0.02  

  625118    625264  direct      fr 2   0.64  0.36  

  628465    628632  direct      fr 1   0.51  0.46  

  634352    634609  direct      fr 2   0.54  0.02  
  634499    634609  direct      fr 2   0.67  0.29  

  636953    637162  complement  fr 1   0.65  0.74  
  636953    637099  complement  fr 1   0.51  0.01  

  643794    643862  direct      fr 3   0.55  0.03  

  644703    644822  direct      fr 3   0.65  0.84  
  644709    644822  direct      fr 3   0.65  0.86  
  644733    644822  direct      fr 3   0.66  0.05  

  653475    653792  complement  fr 2   0.63  0.89  

  655984    656241  direct      fr 1   0.53  0.06  
  656038    656241  direct      fr 1   0.50  0.00  

  656513    656734  complement  fr 1   0.65  0.88  

  656940    657047  direct      fr 3   0.51  0.50  

  658317    658493  complement  fr 2   0.52  0.18  
  658317    658481  complement  fr 2   0.50  0.31  

  660134    660412  direct      fr 2   0.51  0.28  

  661383    661463  direct      fr 3   0.59  0.71  

  663534    663620  direct      fr 3   0.81  0.94  

  663849    664019  direct      fr 3   0.64  0.93  
  663873    664019  direct      fr 3   0.59  0.23  

  667028    667189  complement  fr 1   0.50  0.38  

  668120    668302  complement  fr 1   0.55  0.00  

  668879    669118  direct      fr 2   0.58  0.62  

  669564    669674  direct      fr 3   0.79  0.56  

  671258    671455  direct      fr 2   0.76  0.46  
  671372    671455  direct      fr 2   0.66  0.00  

  679385    679543  complement  fr 1   0.53  0.86  

  682642    682725  complement  fr 3   0.56  0.98  

  690116    690256  direct      fr 2   0.75  0.20  

  694986    695318  direct      fr 3   0.60  0.00  
  695256    695318  direct      fr 3   0.91  0.30  

  695532    696014  direct      fr 3   0.65  0.00  
  695589    696014  direct      fr 3   0.73  0.96  
  695769    696014  direct      fr 3   0.69  0.90  

  697661    698890  complement  fr 1   0.52  0.10  
  697661    698794  complement  fr 1   0.50  0.15  
  697661    698359  complement  fr 1   0.62  0.18  
  697661    698098  complement  fr 1   0.72  0.00  
  697661    698080  complement  fr 1   0.74  0.00  
  697661    698068  complement  fr 1   0.76  0.01  
  697661    697966  complement  fr 1   0.75  0.00  

  699169    699210  direct      fr 1   0.68  0.00  

  700445    700492  direct      fr 2   0.60  0.00  
  700454    700492  direct      fr 2   0.50  0.00  

  705281    705424  direct      fr 2   0.72  0.46  

  708162    708359  complement  fr 2   0.52  0.09  

  712527    712742  complement  fr 2   0.58  0.15  
  712527    712736  complement  fr 2   0.61  0.08  
  712527    712697  complement  fr 2   0.63  0.89  

  713499    713840  direct      fr 3   0.68  0.77  

  713928    714092  direct      fr 3   0.57  0.45  

  714827    714925  direct      fr 2   0.52  0.58  

  714953    715381  direct      fr 2   0.61  0.09  

  715736    715951  direct      fr 2   0.69  0.81  
  715820    715951  direct      fr 2   0.50  0.00  

  717075    717140  direct      fr 3   0.56  0.63  

  720404    720643  direct      fr 2   0.58  0.82  

  725133    725207  complement  fr 2   0.52  0.30  

  726710    726997  direct      fr 2   0.50  0.20  

  733989    734132  complement  fr 2   0.63  0.02  
  733989    734108  complement  fr 2   0.57  0.26  
  733989    734093  complement  fr 2   0.52  0.75  

  738273    738752  direct      fr 3   0.60  0.97  
  738357    738752  direct      fr 3   0.53  0.08  
  738399    738752  direct      fr 3   0.51  0.07  

  744124    744459  direct      fr 1   0.53  0.00  
  744226    744459  direct      fr 1   0.61  0.36  
  744241    744459  direct      fr 1   0.56  0.56  

  745372    745542  direct      fr 1   0.54  0.00  

  749742    749933  direct      fr 3   0.51  0.02  

  751702    751914  direct      fr 1   0.82  0.20  
  751834    751914  direct      fr 1   0.58  0.02  
  751843    751914  direct      fr 1   0.52  0.02  

