                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM80076v1:Chromosome:1:4558660:1 REF
Sequence file: seq.fna
Sequence length: 4558660
GC Content:  50.80%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Staphylococcus_aureus_Mu50
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   12337     14079  direct      fr 1   0.79  0.02  
   12427     14079  direct      fr 1   0.79  0.24  
   12490     14079  direct      fr 1   0.78  0.01  

   14138     15298  direct      fr 2   0.69  0.35  
   14168     15298  direct      fr 2   0.71  0.98  
   14255     15298  direct      fr 2   0.71  0.06  
   14402     15298  direct      fr 2   0.69  0.00  
   14528     15298  direct      fr 2   0.65  0.00  

   17663     18655  direct      fr 2   0.51  0.03  
   17690     18655  direct      fr 2   0.53  0.52  
   17738     18655  direct      fr 2   0.51  0.23  
   18473     18655  direct      fr 2   0.50  0.00  
   18476     18655  direct      fr 2   0.50  0.00  
   18479     18655  direct      fr 2   0.50  0.02  
   18509     18655  direct      fr 2   0.60  0.93  

   17596     17682  direct      fr 1   0.72  0.21  

   19153     19620  direct      fr 1   0.52  0.56  
   19207     19620  direct      fr 1   0.53  0.51  
   19228     19620  direct      fr 1   0.51  0.29  
   19318     19620  direct      fr 1   0.56  0.01  
   19402     19620  direct      fr 1   0.67  0.34  

   19903     19965  direct      fr 1   0.93  0.93  

   20815     21000  complement  fr 3   0.69  0.39  
   20815     20997  complement  fr 3   0.69  0.47  
   20815     20919  complement  fr 3   0.51  0.00  

   22391     25207  direct      fr 2   0.51  0.48  
   22439     25207  direct      fr 2   0.51  0.13  
   22472     25207  direct      fr 2   0.51  0.07  
   22826     25207  direct      fr 2   0.51  0.00  
   22859     25207  direct      fr 2   0.51  0.14  
   23180     25207  direct      fr 2   0.56  0.00  

   25119     25346  direct      fr 3   0.55  0.02  
   25161     25346  direct      fr 3   0.65  0.54  
   25179     25346  direct      fr 3   0.73  0.34  
   25185     25346  direct      fr 3   0.73  0.04  
   25245     25346  direct      fr 3   0.66  0.68  

   25492     25605  complement  fr 3   0.50  0.04  

   25994     26275  direct      fr 2   0.58  0.05  
   26042     26275  direct      fr 2   0.70  0.03  
   26087     26275  direct      fr 2   0.75  0.96  
   26120     26275  direct      fr 2   0.71  0.01  
   26135     26275  direct      fr 2   0.69  0.03  

   26988     27227  direct      fr 3   0.53  0.93  
   27042     27227  direct      fr 3   0.59  0.02  
   27066     27227  direct      fr 3   0.55  0.00  
   27099     27227  direct      fr 3   0.64  0.33  

   28374     29195  direct      fr 3   0.73  0.13  
   28422     29195  direct      fr 3   0.77  0.00  
   28464     29195  direct      fr 3   0.79  0.62  
   28557     29195  direct      fr 3   0.79  0.42  
   28596     29195  direct      fr 3   0.79  0.06  

   29756     30799  direct      fr 2   0.52  0.29  
   29891     30799  direct      fr 2   0.55  0.01  
   29972     30799  direct      fr 2   0.58  0.36  
   30116     30799  direct      fr 2   0.57  0.03  
   30134     30799  direct      fr 2   0.55  0.00  

   30955     34038  direct      fr 1   0.50  0.02  
   30979     34038  direct      fr 1   0.51  0.53  
   30994     34038  direct      fr 1   0.51  0.87  
   31072     34038  direct      fr 1   0.50  0.00  
   31084     34038  direct      fr 1   0.50  0.00  
   31135     34038  direct      fr 1   0.50  0.94  

   34781     35218  complement  fr 1   0.54  0.11  
   34781     35182  complement  fr 1   0.59  0.27  
   34781     35077  complement  fr 1   0.61  0.78  
   34781     35068  complement  fr 1   0.59  0.27  
   34781     35062  complement  fr 1   0.58  0.59  

   35377     36270  complement  fr 3   0.57  0.03  
   35377     36201  complement  fr 3   0.62  0.01  
   35377     36162  complement  fr 3   0.65  0.04  
   35377     36063  complement  fr 3   0.63  0.01  

   36899     37024  complement  fr 1   0.62  0.76  

   37898     39115  complement  fr 1   0.51  0.21  
   37898     39100  complement  fr 1   0.51  0.47  
   37898     38860  complement  fr 1   0.53  0.00  
   37898     38635  complement  fr 1   0.54  0.00  
   37898     38557  complement  fr 1   0.58  0.95  
   37898     38518  complement  fr 1   0.54  0.03  

   42340     43173  direct      fr 1   0.52  0.00  
   42367     43173  direct      fr 1   0.54  0.47  
   42385     43173  direct      fr 1   0.56  0.06  
   42403     43173  direct      fr 1   0.56  0.05  
   42430     43173  direct      fr 1   0.57  0.95  
   42976     43173  direct      fr 1   0.60  0.01  

   43188     44129  direct      fr 3   0.51  0.04  
   43248     44129  direct      fr 3   0.50  0.18  

   45020     45466  direct      fr 2   0.51  0.88  
   45041     45466  direct      fr 2   0.53  0.96  

   48300     49631  direct      fr 3   0.51  0.03  
   48330     49631  direct      fr 3   0.52  0.00  
   48345     49631  direct      fr 3   0.52  0.00  
   48351     49631  direct      fr 3   0.53  0.03  
   48420     49631  direct      fr 3   0.55  0.54  
   48432     49631  direct      fr 3   0.56  0.00  
   48447     49631  direct      fr 3   0.56  0.05  
   48489     49631  direct      fr 3   0.57  0.01  
   48495     49631  direct      fr 3   0.57  0.00  
   48612     49631  direct      fr 3   0.60  0.11  

   48833     48913  direct      fr 2   0.73  0.24  

   49688     50302  direct      fr 2   0.62  0.01  
   49712     50302  direct      fr 2   0.65  0.07  
   49823     50302  direct      fr 2   0.74  0.90  
   49868     50302  direct      fr 2   0.72  0.00  
   49880     50302  direct      fr 2   0.71  0.00  

   53416     54666  complement  fr 3   0.50  0.00  
   53416     54594  complement  fr 3   0.52  0.01  
   53416     54567  complement  fr 3   0.52  0.00  
   53416     54492  complement  fr 3   0.52  0.00  

   57706     58179  direct      fr 1   0.50  0.08  
   57754     58179  direct      fr 1   0.56  0.00  
   57820     58179  direct      fr 1   0.65  0.41  
   57883     58179  direct      fr 1   0.64  0.80  
   57886     58179  direct      fr 1   0.64  0.89  

   57578     57799  complement  fr 1   0.56  0.99  

   59687     60244  complement  fr 1   0.50  0.06  
   59687     60058  complement  fr 1   0.53  0.01  
   59687     60016  complement  fr 1   0.58  0.01  
   59687     59926  complement  fr 1   0.70  0.02  
   59687     59923  complement  fr 1   0.70  0.04  

   61371     61511  direct      fr 3   0.71  0.84  

   73308     73541  complement  fr 2   0.69  0.01  
   73308     73529  complement  fr 2   0.67  0.01  
   73308     73490  complement  fr 2   0.62  0.88  

   73552     73848  direct      fr 1   0.63  0.02  
   73609     73848  direct      fr 1   0.76  0.93  

   75675     75794  complement  fr 2   0.54  0.86  

   78317     78799  direct      fr 2   0.52  0.66  
   78332     78799  direct      fr 2   0.53  0.90  
   78389     78799  direct      fr 2   0.54  0.43  
   78422     78799  direct      fr 2   0.50  0.09  

   79464     80864  complement  fr 2   0.52  0.55  
   79464     80822  complement  fr 2   0.53  0.00  
   79464     80771  complement  fr 2   0.55  0.14  
   79464     80762  complement  fr 2   0.55  0.05  
   79464     80684  complement  fr 2   0.59  0.09  
   79464     80633  complement  fr 2   0.61  0.00  
   79464     80618  complement  fr 2   0.61  0.03  
   79464     80534  complement  fr 2   0.63  0.01  
   79464     80501  complement  fr 2   0.65  0.00  
   79464     80369  complement  fr 2   0.65  0.89  

   80867     81961  complement  fr 1   0.53  0.05  
   80867     81958  complement  fr 1   0.52  0.02  
   80867     81904  complement  fr 1   0.53  0.00  
   80867     81901  complement  fr 1   0.53  0.00  
   80867     81883  complement  fr 1   0.54  0.00  
   80867     81871  complement  fr 1   0.54  0.00  
   80867     81853  complement  fr 1   0.55  0.11  
   80867     81748  complement  fr 1   0.51  0.10  

   81958     82857  complement  fr 3   0.51  0.24  
   81958     82845  complement  fr 3   0.51  0.04  
   81958     82695  complement  fr 3   0.56  0.50  
   81958     82620  complement  fr 3   0.61  0.90  

   83212     83313  direct      fr 1   0.63  0.49  
   83239     83313  direct      fr 1   0.53  0.00  

   84191     85312  direct      fr 2   0.57  0.01  
   84209     85312  direct      fr 2   0.58  0.00  
   84242     85312  direct      fr 2   0.60  0.00  
   84284     85312  direct      fr 2   0.62  0.01  
   84350     85312  direct      fr 2   0.67  0.99  
   84356     85312  direct      fr 2   0.67  0.98  
   84368     85312  direct      fr 2   0.67  0.95  
   84428     85312  direct      fr 2   0.65  0.02  

   87327     87848  direct      fr 3   0.55  0.05  
   87357     87848  direct      fr 3   0.58  0.41  
   87411     87848  direct      fr 3   0.65  0.01  
   87492     87848  direct      fr 3   0.72  0.26  
   87507     87848  direct      fr 3   0.71  0.60  
   87573     87848  direct      fr 3   0.68  0.12  

   88115     89032  direct      fr 2   0.51  0.64  
   88346     89032  direct      fr 2   0.52  0.00  

   89829     90092  direct      fr 3   0.53  0.02  
   89850     90092  direct      fr 3   0.53  0.02  
   89889     90092  direct      fr 3   0.55  0.77  

   89995     91035  direct      fr 1   0.55  0.00  
   90094     91035  direct      fr 1   0.61  0.63  
   90097     91035  direct      fr 1   0.61  0.64  
   90121     91035  direct      fr 1   0.63  0.92  
   90448     91035  direct      fr 1   0.64  0.02  
   90469     91035  direct      fr 1   0.63  0.02  
   90475     91035  direct      fr 1   0.63  0.03  

   91413     93179  direct      fr 3   0.56  0.98  
   91566     93179  direct      fr 3   0.60  0.01  
   91572     93179  direct      fr 3   0.60  0.04  
   91587     93179  direct      fr 3   0.61  0.00  
   91629     93179  direct      fr 3   0.62  0.94  
   91662     93179  direct      fr 3   0.63  0.84  
   91668     93179  direct      fr 3   0.63  0.18  
   91704     93179  direct      fr 3   0.62  0.05  

   93166     94653  direct      fr 1   0.60  0.55  
   93205     94653  direct      fr 1   0.62  0.40  
   93238     94653  direct      fr 1   0.62  0.74  
   93256     94653  direct      fr 1   0.62  0.41  
   93343     94653  direct      fr 1   0.60  0.57  
   93400     94653  direct      fr 1   0.58  0.00  

   94650     96008  direct      fr 3   0.56  0.03  
   94953     96008  direct      fr 3   0.54  0.00  
   94998     96008  direct      fr 3   0.55  0.03  
   95076     96008  direct      fr 3   0.58  0.48  
   95160     96008  direct      fr 3   0.55  0.01  
   95412     96008  direct      fr 3   0.52  0.01  
   95529     96008  direct      fr 3   0.60  0.41  

   96962     97084  direct      fr 2   0.55  0.88  

   97087     98403  direct      fr 1   0.63  0.09  
   97150     98403  direct      fr 1   0.64  0.80  
   97174     98403  direct      fr 1   0.65  0.95  
   97189     98403  direct      fr 1   0.66  0.99  
   97201     98403  direct      fr 1   0.66  0.10  

   98895     99647  direct      fr 3   0.53  0.55  
   98946     99647  direct      fr 3   0.57  0.00  
   98952     99647  direct      fr 3   0.57  0.00  
   98961     99647  direct      fr 3   0.58  0.00  
   98970     99647  direct      fr 3   0.59  0.00  
   99003     99647  direct      fr 3   0.62  0.00  
   99006     99647  direct      fr 3   0.62  0.00  
   99009     99647  direct      fr 3   0.62  0.00  
   99018     99647  direct      fr 3   0.63  0.00  
   99033     99647  direct      fr 3   0.65  0.02  

   98797     98985  complement  fr 3   0.61  0.09  

   99644    100711  direct      fr 2   0.82  0.97  
   99668    100711  direct      fr 2   0.83  0.30  
   99671    100711  direct      fr 2   0.83  0.49  
   99674    100711  direct      fr 2   0.83  0.87  

  100765    102240  direct      fr 1   0.56  0.06  
  100801    102240  direct      fr 1   0.57  0.15  
  100810    102240  direct      fr 1   0.57  0.63  
  100858    102240  direct      fr 1   0.56  0.26  
  100945    102240  direct      fr 1   0.53  0.28  
  101005    102240  direct      fr 1   0.51  0.18  

  101915    102118  complement  fr 1   0.53  0.28  

  102233    103153  direct      fr 2   0.71  0.00  
  102308    103153  direct      fr 2   0.77  0.88  
  102371    103153  direct      fr 2   0.75  0.00  
  102389    103153  direct      fr 2   0.74  0.17  

  103479    103985  direct      fr 3   0.56  0.14  
  103533    103985  direct      fr 3   0.57  0.49  
  103563    103985  direct      fr 3   0.54  0.17  
  103593    103985  direct      fr 3   0.51  0.01  

  103982    105244  direct      fr 2   0.67  0.01  
  104075    105244  direct      fr 2   0.66  0.20  
  104093    105244  direct      fr 2   0.66  0.07  

  105305    106456  direct      fr 2   0.82  0.43  
  105317    106456  direct      fr 2   0.83  0.72  
  105338    106456  direct      fr 2   0.82  0.71  
  105389    106456  direct      fr 2   0.82  0.00  

  106866    107474  direct      fr 3   0.53  0.01  
  107079    107474  direct      fr 3   0.53  0.20  
  107103    107474  direct      fr 3   0.53  0.35  
  107139    107474  direct      fr 3   0.53  0.00  
  107262    107474  direct      fr 3   0.58  0.03  

  108279    110984  direct      fr 3   0.67  0.86  
  108339    110984  direct      fr 3   0.69  0.21  
  108348    110984  direct      fr 3   0.69  0.10  
  108369    110984  direct      fr 3   0.69  0.71  
  108381    110984  direct      fr 3   0.69  0.60  
  108453    110984  direct      fr 3   0.69  0.02  

  110575    110664  complement  fr 3   0.51  0.29  

  111044    111433  direct      fr 2   0.51  0.47  
  111356    111433  direct      fr 2   0.52  0.02  

  111972    112097  direct      fr 3   0.58  0.63  

  112599    113219  complement  fr 2   0.51  0.05  
  112599    112886  complement  fr 2   0.52  0.15  
  112599    112841  complement  fr 2   0.59  0.04  
  112599    112835  complement  fr 2   0.61  0.07  
  112599    112832  complement  fr 2   0.61  0.14  
  112599    112796  complement  fr 2   0.61  0.12  

  113444    114487  direct      fr 2   0.69  0.99  
  113582    114487  direct      fr 2   0.75  0.62  
  113603    114487  direct      fr 2   0.75  0.01  
  113627    114487  direct      fr 2   0.75  0.09  
  113666    114487  direct      fr 2   0.75  0.42  

  117752    118060  complement  fr 1   0.63  0.02  
  117752    117919  complement  fr 1   0.50  0.01  

  118826    119284  direct      fr 2   0.51  0.20  
  118829    119284  direct      fr 2   0.51  0.17  

  122671    122856  direct      fr 1   0.53  0.00  
  122683    122856  direct      fr 1   0.57  0.32  
  122719    122856  direct      fr 1   0.65  0.98  

  123017    125680  direct      fr 2   0.57  0.94  
  123041    125680  direct      fr 2   0.58  0.00  
  123290    125680  direct      fr 2   0.55  0.34  
  123296    125680  direct      fr 2   0.55  0.34  
  123338    125680  direct      fr 2   0.55  0.00  
  123374    125680  direct      fr 2   0.56  0.38  
  123458    125680  direct      fr 2   0.58  0.00  
  123566    125680  direct      fr 2   0.61  0.50  
  123599    125680  direct      fr 2   0.61  0.78  
  123716    125680  direct      fr 2   0.59  0.23  

  125695    127587  direct      fr 1   0.74  1.00  
  125764    127587  direct      fr 1   0.74  0.77  
  125824    127587  direct      fr 1   0.74  0.39  
  125908    127587  direct      fr 1   0.73  0.78  

  127879    129336  direct      fr 1   0.74  0.52  
  127909    129336  direct      fr 1   0.76  0.52  
  127912    129336  direct      fr 1   0.76  0.04  
  127939    129336  direct      fr 1   0.76  0.01  
  128188    129336  direct      fr 1   0.79  0.11  
  128221    129336  direct      fr 1   0.79  0.46  
  128245    129336  direct      fr 1   0.79  0.00  
  128314    129336  direct      fr 1   0.81  0.40  
  128452    129336  direct      fr 1   0.81  0.88  

  129407    130933  complement  fr 1   0.50  0.17  
  129407    130531  complement  fr 1   0.56  0.01  
  129407    130501  complement  fr 1   0.57  0.08  
  129407    130396  complement  fr 1   0.55  0.01  
  129407    130189  complement  fr 1   0.55  0.63  

  131462    134212  direct      fr 2   0.59  0.00  
  131564    134212  direct      fr 2   0.61  0.00  
  131588    134212  direct      fr 2   0.61  0.04  
  131594    134212  direct      fr 2   0.61  0.02  
  131615    134212  direct      fr 2   0.62  0.99  
  131693    134212  direct      fr 2   0.62  0.17  
  131891    134212  direct      fr 2   0.61  0.20  
  131987    134212  direct      fr 2   0.61  0.16  
  132053    134212  direct      fr 2   0.60  0.00  

  134340    134750  direct      fr 3   0.66  0.93  
  134388    134750  direct      fr 3   0.64  0.00  
  134421    134750  direct      fr 3   0.61  0.02  
  134430    134750  direct      fr 3   0.61  0.66  
  134436    134750  direct      fr 3   0.61  0.37  
  134442    134750  direct      fr 3   0.62  0.87  
  134454    134750  direct      fr 3   0.63  0.23  
  134481    134750  direct      fr 3   0.65  0.32  

  137083    138633  direct      fr 1   0.54  0.72  
  137125    138633  direct      fr 1   0.54  0.41  
  137314    138633  direct      fr 1   0.52  0.93  
  137593    138633  direct      fr 1   0.51  0.61  
  137629    138633  direct      fr 1   0.52  0.09  

  138835    141225  complement  fr 3   0.54  0.20  
  138835    141081  complement  fr 3   0.56  0.01  
  138835    141078  complement  fr 3   0.56  0.00  
  138835    141060  complement  fr 3   0.56  0.08  
  138835    141000  complement  fr 3   0.57  0.68  
  138835    140853  complement  fr 3   0.60  0.07  

  141999    142175  direct      fr 3   0.62  0.07  
  142014    142175  direct      fr 3   0.63  0.02  
  142023    142175  direct      fr 3   0.62  0.06  
  142050    142175  direct      fr 3   0.58  0.92  

  142998    143705  direct      fr 3   0.54  0.29  
  143025    143705  direct      fr 3   0.56  0.41  
  143061    143705  direct      fr 3   0.55  0.27  
  143073    143705  direct      fr 3   0.55  0.38  

  144703    145017  direct      fr 1   0.53  0.23  
  144715    145017  direct      fr 1   0.55  0.78  
  144718    145017  direct      fr 1   0.55  0.55  

  147466    147870  direct      fr 1   0.52  0.00  
  147529    147870  direct      fr 1   0.59  0.32  
  147598    147870  direct      fr 1   0.55  0.28  
  147610    147870  direct      fr 1   0.53  0.13  

  147260    147349  complement  fr 1   0.59  0.09  

  147944    148447  complement  fr 1   0.55  0.13  
  147944    148312  complement  fr 1   0.66  0.96  
  147944    148300  complement  fr 1   0.65  0.91  
  147944    148273  complement  fr 1   0.63  0.01  

  148807    149601  complement  fr 3   0.60  0.00  
  148807    149481  complement  fr 3   0.69  0.00  
  148807    149475  complement  fr 3   0.69  0.00  
  148807    149457  complement  fr 3   0.72  0.02  
  148807    149340  complement  fr 3   0.80  0.82  
  148807    149292  complement  fr 3   0.78  0.08  
  148807    149274  complement  fr 3   0.78  0.03  

  149715    150953  complement  fr 2   0.57  0.00  
  149715    150872  complement  fr 2   0.61  0.02  
  149715    150818  complement  fr 2   0.64  0.01  
  149715    150740  complement  fr 2   0.69  0.88  
  149715    150641  complement  fr 2   0.67  0.09  
  149715    150569  complement  fr 2   0.65  0.05  
  149715    150143  complement  fr 2   0.74  0.56  
  149715    150062  complement  fr 2   0.76  0.97  

  151003    151599  complement  fr 3   0.55  0.00  
  151003    151575  complement  fr 3   0.57  0.00  
  151003    151422  complement  fr 3   0.73  0.37  
  151003    151320  complement  fr 3   0.64  0.14  
  151003    151275  complement  fr 3   0.59  0.25  

  151626    152231  complement  fr 2   0.67  0.35  
  151626    152228  complement  fr 2   0.67  0.29  
  151626    152105  complement  fr 2   0.66  0.01  

  152243    152812  complement  fr 1   0.51  0.02  
  152243    152785  complement  fr 1   0.53  0.12  
  152243    152776  complement  fr 1   0.54  0.45  
  152243    152626  complement  fr 1   0.55  0.62  
  152243    152440  complement  fr 1   0.69  0.11  

  152829    155426  complement  fr 2   0.68  0.02  
  152829    155306  complement  fr 2   0.71  0.07  
  152829    154955  complement  fr 2   0.76  0.07  
  152829    154895  complement  fr 2   0.75  0.00  

  155461    156201  complement  fr 3   0.61  0.00  
  155461    156153  complement  fr 3   0.65  0.31  
  155461    155913  complement  fr 3   0.65  0.00  
  155461    155871  complement  fr 3   0.69  0.88  
  155461    155673  complement  fr 3   0.78  0.02  
  155461    155595  complement  fr 3   0.68  0.00  

  156299    156883  complement  fr 1   0.64  0.86  
  156299    156847  complement  fr 1   0.68  0.72  
  156299    156838  complement  fr 1   0.67  0.24  
  156299    156811  complement  fr 1   0.66  0.11  

  157253    157732  complement  fr 1   0.53  0.07  
  157253    157726  complement  fr 1   0.54  0.03  
  157253    157558  complement  fr 1   0.71  0.23  
  157253    157435  complement  fr 1   0.55  0.06  
  157253    157417  complement  fr 1   0.52  0.01  

  157729    158082  complement  fr 3   0.53  0.00  
  157729    158073  complement  fr 3   0.55  0.02  
  157729    157989  complement  fr 3   0.72  0.34  
  157729    157869  complement  fr 3   0.66  0.28  
  157729    157818  complement  fr 3   0.54  0.44  

  159186    159722  complement  fr 2   0.53  0.13  
  159186    159692  complement  fr 2   0.51  0.24  

  160149    160622  complement  fr 2   0.59  0.08  
  160149    160604  complement  fr 2   0.62  0.04  
  160149    160547  complement  fr 2   0.68  0.85  
  160149    160511  complement  fr 2   0.71  0.04  
  160149    160421  complement  fr 2   0.66  0.72  

  160782    161486  complement  fr 2   0.52  0.01  
  160782    161420  complement  fr 2   0.52  0.15  
  160782    161120  complement  fr 2   0.58  0.02  
  160782    161081  complement  fr 2   0.53  0.19  

  162060    164534  direct      fr 3   0.50  0.15  
  162105    164534  direct      fr 3   0.51  0.02  
  162354    164534  direct      fr 3   0.56  0.00  
  162396    164534  direct      fr 3   0.57  0.77  
  162411    164534  direct      fr 3   0.58  0.29  
  162423    164534  direct      fr 3   0.58  0.00  
  162462    164534  direct      fr 3   0.58  0.03  
  162528    164534  direct      fr 3   0.60  0.71  
  162567    164534  direct      fr 3   0.60  0.00  
  162603    164534  direct      fr 3   0.59  0.57  

  163202    163309  direct      fr 2   0.55  0.72  
  163208    163309  direct      fr 2   0.55  0.40  

  165981    167264  direct      fr 3   0.50  0.01  
  166035    167264  direct      fr 3   0.52  0.08  
  166062    167264  direct      fr 3   0.53  0.84  
  166092    167264  direct      fr 3   0.54  0.83  
  166152    167264  direct      fr 3   0.51  0.16  
  166947    167264  direct      fr 3   0.56  0.09  

  167484    167960  direct      fr 3   0.77  0.10  
  167562    167960  direct      fr 3   0.76  0.49  
  167718    167960  direct      fr 3   0.64  0.02  
  167739    167960  direct      fr 3   0.60  0.00  

  169291    171063  direct      fr 1   0.58  0.68  
  169312    171063  direct      fr 1   0.59  0.05  
  169330    171063  direct      fr 1   0.59  0.07  
  169369    171063  direct      fr 1   0.58  0.05  
  169759    171063  direct      fr 1   0.58  0.04  
  169804    171063  direct      fr 1   0.59  0.03  
  170059    171063  direct      fr 1   0.63  0.14  
  170065    171063  direct      fr 1   0.63  0.32  
  170107    171063  direct      fr 1   0.65  0.03  
  170134    171063  direct      fr 1   0.66  0.51  

  171723    171911  direct      fr 3   0.53  0.05  
  171741    171911  direct      fr 3   0.57  0.12  
  171789    171911  direct      fr 3   0.59  0.28  
  171819    171911  direct      fr 3   0.51  0.10  

  171911    172801  direct      fr 2   0.52  0.30  
  171956    172801  direct      fr 2   0.55  0.00  
  171983    172801  direct      fr 2   0.57  0.37  
  172025    172801  direct      fr 2   0.59  0.00  
  172046    172801  direct      fr 2   0.61  0.03  
  172073    172801  direct      fr 2   0.62  0.02  
  172085    172801  direct      fr 2   0.63  0.02  
  172142    172801  direct      fr 2   0.66  0.12  
  172193    172801  direct      fr 2   0.65  0.18  
  172208    172801  direct      fr 2   0.65  0.66  

  172439    172630  complement  fr 1   0.55  0.00  

  174938    176218  complement  fr 1   0.70  0.84  
  174938    176164  complement  fr 1   0.70  0.00  
  174938    176134  complement  fr 1   0.69  0.14  

  176443    177864  direct      fr 1   0.54  0.08  
  176554    177864  direct      fr 1   0.57  0.68  
  176635    177864  direct      fr 1   0.56  0.00  
  176704    177864  direct      fr 1   0.58  0.02  
  176713    177864  direct      fr 1   0.58  0.94  
  176731    177864  direct      fr 1   0.59  0.86  
  176830    177864  direct      fr 1   0.58  0.04  
  176869    177864  direct      fr 1   0.60  0.25  
  176872    177864  direct      fr 1   0.60  0.47  
  176896    177864  direct      fr 1   0.60  0.50  

  177946    178290  direct      fr 1   0.57  0.84  
  178048    178290  direct      fr 1   0.55  0.02  

  178337    178960  complement  fr 1   0.54  0.18  
  178337    178882  complement  fr 1   0.56  0.21  
  178337    178852  complement  fr 1   0.54  0.40  
  178337    178816  complement  fr 1   0.51  0.06  

  178998    179594  complement  fr 2   0.56  0.06  
  178998    179555  complement  fr 2   0.60  0.03  
  178998    179489  complement  fr 2   0.66  0.98  
  178998    179486  complement  fr 2   0.66  0.98  
  178998    179189  complement  fr 2   0.62  0.92  

  179791    180489  complement  fr 3   0.59  0.35  
  179791    180465  complement  fr 3   0.58  0.08  
  179791    180282  complement  fr 3   0.54  0.57  

  182220    183644  direct      fr 3   0.58  0.60  
  182331    183644  direct      fr 3   0.62  0.32  
  182349    183644  direct      fr 3   0.62  0.42  
  182361    183644  direct      fr 3   0.61  0.12  

  185045    185248  complement  fr 1   0.52  0.00  

  185593    185817  complement  fr 3   0.56  0.05  
  185593    185793  complement  fr 3   0.57  0.00  

  186459    187283  complement  fr 2   0.65  0.85  
  186459    187184  complement  fr 2   0.65  0.06  
  186459    187124  complement  fr 2   0.66  0.02  
  186459    187097  complement  fr 2   0.65  0.00  

  188735    188821  direct      fr 2   0.59  0.97  

  190048    190842  complement  fr 3   0.59  0.79  
  190048    190803  complement  fr 3   0.61  0.00  
  190048    190773  complement  fr 3   0.59  0.00  
  190048    190764  complement  fr 3   0.59  0.17  
  190048    190617  complement  fr 3   0.68  0.34  

  191210    191935  direct      fr 2   0.60  0.72  
  191225    191935  direct      fr 2   0.61  0.18  
  191234    191935  direct      fr 2   0.62  0.05  
  191288    191935  direct      fr 2   0.64  0.40  
  191354    191935  direct      fr 2   0.60  0.01  
  191447    191935  direct      fr 2   0.56  0.00  

  192193    193044  direct      fr 1   0.91  0.67  
  192250    193044  direct      fr 1   0.94  0.25  
  192253    193044  direct      fr 1   0.94  0.35  
  192313    193044  direct      fr 1   0.93  0.02  

  193191    193916  direct      fr 3   0.64  0.04  
