                              GENEMARK PREDICTIONS

Sequence: Chromosome dna:chromosome chromosome:ASM80076v1:Chromosome:1:4558660:1 REF
Sequence file: seq.fna
Sequence length: 4558660
GC Content:  50.80%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Escherichia_coli_K_12_substr__MG1655
Matrix author: -
Matrix order: 4

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   10643     11035  complement  fr 1   0.85  0.19  

   11382     11786  complement  fr 2   0.73  0.82  
   11382     11741  complement  fr 2   0.82  0.09  
   11382     11687  complement  fr 2   0.79  0.35  
   11382     11633  complement  fr 2   0.75  0.01  

   12163     14079  direct      fr 1   0.95  0.58  
   12217     14079  direct      fr 1   0.98  0.49  
   12238     14079  direct      fr 1   0.98  0.43  
   12337     14079  direct      fr 1   0.97  0.16  

   14138     15298  direct      fr 2   0.82  0.00  
   14168     15298  direct      fr 2   0.83  0.43  
   14255     15298  direct      fr 2   0.88  0.60  
   14402     15298  direct      fr 2   0.85  0.03  
   14528     15298  direct      fr 2   0.84  0.04  

   17489     18655  direct      fr 2   0.90  0.11  
   17564     18655  direct      fr 2   0.94  0.24  
   17570     18655  direct      fr 2   0.94  0.06  
   17663     18655  direct      fr 2   0.94  0.52  

   18715     19620  direct      fr 1   0.78  0.11  
   18721     19620  direct      fr 1   0.79  0.17  
   18781     19620  direct      fr 1   0.82  0.42  
   18940     19620  direct      fr 1   0.78  0.00  
   18961     19620  direct      fr 1   0.77  0.00  

   19811     20314  complement  fr 1   0.56  0.04  
   19811     20188  complement  fr 1   0.62  0.80  
   19811     20077  complement  fr 1   0.63  0.99  
   19811     20056  complement  fr 1   0.61  0.04  

   20815     21000  complement  fr 3   0.73  0.57  
   20815     20997  complement  fr 3   0.73  0.62  
   20815     20919  complement  fr 3   0.58  0.01  

   21407     22348  direct      fr 2   0.88  0.09  
   21461     22348  direct      fr 2   0.92  0.92  
   21488     22348  direct      fr 2   0.92  0.06  
   21554     22348  direct      fr 2   0.92  0.01  

   22391     25207  direct      fr 2   0.95  0.40  
   22439     25207  direct      fr 2   0.96  0.59  
   22472     25207  direct      fr 2   0.96  0.04  
   22625     25207  direct      fr 2   0.96  0.18  

   25207     25701  direct      fr 1   0.77  0.34  
   25252     25701  direct      fr 1   0.84  0.68  
   25261     25701  direct      fr 1   0.83  0.43  
   25447     25701  direct      fr 1   0.72  0.02  

   25826     26275  direct      fr 2   0.91  0.24  
   25862     26275  direct      fr 2   0.98  0.50  
   25994     26275  direct      fr 2   0.98  0.01  
   26042     26275  direct      fr 2   0.97  0.02  

   26277     27227  direct      fr 3   0.96  0.85  
   26391     27227  direct      fr 3   0.99  0.03  
   26409     27227  direct      fr 3   0.99  0.05  
   26547     27227  direct      fr 3   0.99  0.02  

   27293     28207  direct      fr 2   0.91  0.96  
   27389     28207  direct      fr 2   0.91  0.00  
   27494     28207  direct      fr 2   0.90  0.06  

   28374     29195  direct      fr 3   0.87  0.48  
   28422     29195  direct      fr 3   0.91  0.52  
   28464     29195  direct      fr 3   0.91  0.00  
   28557     29195  direct      fr 3   0.89  0.80  

   29624     30799  direct      fr 2   0.84  0.02  
   29756     30799  direct      fr 2   0.91  0.44  
   29891     30799  direct      fr 2   0.95  0.01  
   29972     30799  direct      fr 2   0.94  0.13  
   30116     30799  direct      fr 2   0.93  0.00  

   30817     34038  direct      fr 1   0.97  0.30  
   30955     34038  direct      fr 1   0.98  0.04  
   30979     34038  direct      fr 1   0.98  0.01  
   30994     34038  direct      fr 1   0.98  0.00  

   34300     34695  direct      fr 1   0.60  0.58  
   34351     34695  direct      fr 1   0.68  0.01  
   34354     34695  direct      fr 1   0.68  0.00  
   34372     34695  direct      fr 1   0.71  0.25  
   34480     34695  direct      fr 1   0.74  0.59  
   34534     34695  direct      fr 1   0.71  0.64  

   34781     35392  complement  fr 1   0.72  0.12  
   34781     35371  complement  fr 1   0.75  0.91  
   34781     35338  complement  fr 1   0.76  0.32  
   34781     35287  complement  fr 1   0.74  0.58  

   35377     36270  complement  fr 3   0.80  0.14  
   35377     36201  complement  fr 3   0.87  0.00  
   35377     36162  complement  fr 3   0.91  0.48  
   35377     36063  complement  fr 3   0.93  0.09  
   35377     35862  complement  fr 3   0.90  0.01  
   35377     35736  complement  fr 3   0.87  0.00  

   36271     37839  complement  fr 3   0.88  0.26  
   36271     37824  complement  fr 3   0.90  0.99  
   36271     37791  complement  fr 3   0.90  0.72  
   36271     37560  complement  fr 3   0.89  0.07  
   36271     37557  complement  fr 3   0.89  0.09  

   37898     39115  complement  fr 1   0.94  0.74  
   37898     39100  complement  fr 1   0.94  0.87  
   37898     39022  complement  fr 1   0.95  0.01  
   37898     38860  complement  fr 1   0.94  0.20  
   37898     38635  complement  fr 1   0.93  0.65  

   39244     40386  complement  fr 3   0.90  0.96  
   39244     40329  complement  fr 3   0.93  0.00  
   39244     40242  complement  fr 3   0.92  0.00  
   39244     40170  complement  fr 3   0.91  0.03  

   40417     41931  complement  fr 3   0.87  0.00  
   40417     41757  complement  fr 3   0.95  0.78  
   40417     41754  complement  fr 3   0.95  0.23  
   40417     41751  complement  fr 3   0.95  0.11  

   42340     43173  direct      fr 1   0.83  0.20  
   42367     43173  direct      fr 1   0.85  0.03  
   42385     43173  direct      fr 1   0.88  0.00  
   42403     43173  direct      fr 1   0.89  0.04  
   42430     43173  direct      fr 1   0.92  0.80  
   42571     43173  direct      fr 1   0.95  0.05  
   42586     43173  direct      fr 1   0.95  0.45  
   42628     43173  direct      fr 1   0.95  0.00  

   43188     44129  direct      fr 3   0.94  0.19  
   43248     44129  direct      fr 3   0.98  0.04  
   43374     44129  direct      fr 3   0.97  0.01  
   43398     44129  direct      fr 3   0.97  0.01  

   44180     45466  direct      fr 2   0.92  0.95  
   44246     45466  direct      fr 2   0.95  0.01  
   44270     45466  direct      fr 2   0.95  0.00  
   44417     45466  direct      fr 2   0.94  0.11  

   45463     45750  direct      fr 1   0.80  0.84  
   45481     45750  direct      fr 1   0.86  0.93  
   45541     45750  direct      fr 1   0.83  0.08  
   45580     45750  direct      fr 1   0.80  0.01  

   45807     47138  direct      fr 3   0.94  0.26  
   45912     47138  direct      fr 3   0.97  0.02  
   45921     47138  direct      fr 3   0.97  0.01  
   46059     47138  direct      fr 3   0.96  0.03  

   47246     47776  direct      fr 2   0.82  0.00  
   47303     47776  direct      fr 2   0.90  0.92  
   47438     47776  direct      fr 2   0.92  0.00  
   47555     47776  direct      fr 2   0.89  0.16  
   47612     47776  direct      fr 2   0.86  0.06  

   47697     49631  direct      fr 3   0.93  0.00  
   47769     49631  direct      fr 3   0.96  1.00  
   47913     49631  direct      fr 3   0.97  0.00  
   47955     49631  direct      fr 3   0.97  0.00  
   47958     49631  direct      fr 3   0.97  0.00  

   49688     50302  direct      fr 2   0.80  0.06  
   49712     50302  direct      fr 2   0.83  0.56  
   49823     50302  direct      fr 2   0.90  0.99  
   49868     50302  direct      fr 2   0.89  0.01  
   49880     50302  direct      fr 2   0.89  0.00  

   50380     51222  complement  fr 3   0.88  0.66  
   50380     51069  complement  fr 3   0.91  0.00  
   50380     51039  complement  fr 3   0.91  0.00  
   50380     50874  complement  fr 3   0.88  0.02  

   51229     51606  complement  fr 3   0.58  0.01  
   51229     51588  complement  fr 3   0.62  0.04  
   51229     51480  complement  fr 3   0.76  0.67  
   51229     51408  complement  fr 3   0.67  0.04  

   51609     52430  complement  fr 2   0.86  0.10  
   51609     52358  complement  fr 2   0.91  0.14  
   51609     52343  complement  fr 2   0.91  0.35  
   51609     52310  complement  fr 2   0.91  0.03  

   52427     53416  complement  fr 1   0.87  0.55  
   52427     53395  complement  fr 1   0.89  0.77  
   52427     53272  complement  fr 1   0.90  0.06  
   52427     53128  complement  fr 1   0.93  0.24  
   52427     53125  complement  fr 1   0.93  0.26  
   52427     53056  complement  fr 1   0.92  0.01  

   53416     54702  complement  fr 3   0.91  0.96  
   53416     54666  complement  fr 3   0.93  0.00  
   53416     54594  complement  fr 3   0.96  0.88  
   53416     54567  complement  fr 3   0.96  0.01  

   54755     57109  complement  fr 1   0.95  0.79  
   54755     57076  complement  fr 1   0.96  0.97  
   54755     57016  complement  fr 1   0.96  0.68  
   54755     57007  complement  fr 1   0.96  0.02  

   57343     58179  direct      fr 1   0.87  0.03  
   57364     58179  direct      fr 1   0.90  0.86  
   57391     58179  direct      fr 1   0.92  0.95  
   57397     58179  direct      fr 1   0.93  0.73  
   57409     58179  direct      fr 1   0.93  0.14  
   57433     58179  direct      fr 1   0.92  0.00  

   59687     60346  complement  fr 1   0.91  0.92  
   59687     60340  complement  fr 1   0.91  0.75  
   59687     60277  complement  fr 1   0.90  0.24  

   60358     63264  complement  fr 3   0.95  0.62  
   60358     63192  complement  fr 3   0.96  0.00  
   60358     63117  complement  fr 3   0.96  0.73  
   60358     63108  complement  fr 3   0.96  0.06  

   63429     65780  complement  fr 2   0.94  0.69  
   63429     65657  complement  fr 2   0.95  0.05  
   63429     65549  complement  fr 2   0.95  0.03  
   63429     65513  complement  fr 2   0.95  0.96  
   63429     65459  complement  fr 2   0.95  0.01  

   65855     66550  complement  fr 1   0.90  1.00  
   65855     66433  complement  fr 1   0.91  0.11  
   65855     66400  complement  fr 1   0.90  0.03  
   65855     66385  complement  fr 1   0.90  0.02  

   66835     68337  complement  fr 3   0.94  0.91  
   66835     68313  complement  fr 3   0.95  0.99  
   66835     68193  complement  fr 3   0.94  0.31  
   66835     68109  complement  fr 3   0.94  0.56  

   68348     70048  complement  fr 1   0.96  0.80  
   68348     70009  complement  fr 1   0.96  0.00  
   68348     69994  complement  fr 1   0.96  0.65  
   68348     69868  complement  fr 1   0.96  0.19  

   70336     71265  direct      fr 1   0.86  0.02  
   70378     71265  direct      fr 1   0.90  0.61  
   70387     71265  direct      fr 1   0.91  0.65  
   70444     71265  direct      fr 1   0.92  0.50  
   70510     71265  direct      fr 1   0.92  0.02  
   70552     71265  direct      fr 1   0.91  0.00  

   71351     72115  direct      fr 2   0.91  0.46  
   71390     72115  direct      fr 2   0.95  0.74  
   71402     72115  direct      fr 2   0.95  0.59  
   71408     72115  direct      fr 2   0.95  0.28  

   72229     72927  complement  fr 3   0.88  0.82  
   72229     72882  complement  fr 3   0.91  0.45  
   72229     72864  complement  fr 3   0.91  0.35  
   72229     72846  complement  fr 3   0.90  0.04  

   72911     74521  complement  fr 1   0.95  0.83  
   72911     74455  complement  fr 1   0.97  0.26  
   72911     74392  complement  fr 1   0.97  0.00  
   72911     74359  complement  fr 1   0.96  0.00  

   74497     75480  complement  fr 3   0.89  0.02  
   74497     75366  complement  fr 3   0.94  0.08  
   74497     75318  complement  fr 3   0.93  0.02  
   74497     75276  complement  fr 3   0.93  0.02  

   75644     77299  complement  fr 1   0.90  0.60  
   75644     77182  complement  fr 1   0.91  0.02  
   75644     77161  complement  fr 1   0.91  0.03  
   75644     77020  complement  fr 1   0.91  0.01  

   77621     78799  direct      fr 2   0.77  0.53  
   77633     78799  direct      fr 2   0.78  0.96  
   77639     78799  direct      fr 2   0.78  0.86  
   77651     78799  direct      fr 2   0.78  0.85  

   78848     79453  complement  fr 1   0.90  0.97  
   78848     79420  complement  fr 1   0.90  0.80  
   78848     79354  complement  fr 1   0.88  0.07  

   79464     80864  complement  fr 2   0.94  0.16  
   79464     80822  complement  fr 2   0.96  0.91  
   79464     80771  complement  fr 2   0.96  0.01  
   79464     80762  complement  fr 2   0.96  0.06  

   80867     81961  complement  fr 1   0.95  0.91  
   80867     81958  complement  fr 1   0.96  0.91  
   80867     81904  complement  fr 1   0.96  0.01  
   80867     81901  complement  fr 1   0.96  0.01  

   81958     83529  complement  fr 3   0.94  0.85  
   81958     83457  complement  fr 3   0.94  0.09  
   81958     83418  complement  fr 3   0.94  0.02  

   84191     85312  direct      fr 2   0.57  0.03  
   84209     85312  direct      fr 2   0.59  0.02  
   84242     85312  direct      fr 2   0.61  0.00  
   84284     85312  direct      fr 2   0.63  0.00  
   84350     85312  direct      fr 2   0.67  0.09  
   84356     85312  direct      fr 2   0.67  0.26  
   84368     85312  direct      fr 2   0.68  0.17  
   84428     85312  direct      fr 2   0.70  0.74  
   84464     85312  direct      fr 2   0.69  0.04  
   84467     85312  direct      fr 2   0.69  0.02  

   85540     87354  direct      fr 1   0.82  0.20  
   85546     87354  direct      fr 1   0.82  0.05  
   85588     87354  direct      fr 1   0.85  0.00  
   85618     87354  direct      fr 1   0.86  0.01  
   85630     87354  direct      fr 1   0.86  0.15  
   85636     87354  direct      fr 1   0.87  0.18  
   85654     87354  direct      fr 1   0.88  0.17  
   85747     87354  direct      fr 1   0.90  0.52  
   85792     87354  direct      fr 1   0.90  0.02  
   85798     87354  direct      fr 1   0.90  0.02  

   87327     87848  direct      fr 3   0.72  0.02  
   87357     87848  direct      fr 3   0.76  0.00  
   87411     87848  direct      fr 3   0.86  0.94  
   87492     87848  direct      fr 3   0.86  0.01  
   87507     87848  direct      fr 3   0.85  0.03  
   87573     87848  direct      fr 3   0.82  0.03  

   88028     89032  direct      fr 2   0.90  0.90  
   88061     89032  direct      fr 2   0.92  0.01  
   88115     89032  direct      fr 2   0.91  0.35  
   88142     89032  direct      fr 2   0.91  0.04  

   89610     90092  direct      fr 3   0.71  0.00  
   89634     90092  direct      fr 3   0.74  0.69  
   89685     90092  direct      fr 3   0.82  0.77  
   89733     90092  direct      fr 3   0.80  0.01  
   89829     90092  direct      fr 3   0.81  0.14  

   89995     91035  direct      fr 1   0.82  0.00  
   90094     91035  direct      fr 1   0.90  0.99  
   90097     91035  direct      fr 1   0.91  0.98  
   90121     91035  direct      fr 1   0.93  0.99  
   90448     91035  direct      fr 1   0.90  0.10  
   90469     91035  direct      fr 1   0.90  0.02  

   91032     91397  direct      fr 3   0.59  0.22  
   91044     91397  direct      fr 3   0.61  0.67  
   91077     91397  direct      fr 3   0.67  0.83  
   91182     91397  direct      fr 3   0.73  0.92  
   91188     91397  direct      fr 3   0.73  0.91  
   91242     91397  direct      fr 3   0.70  0.00  

   91413     93179  direct      fr 3   0.88  0.96  
   91566     93179  direct      fr 3   0.90  0.40  
   91572     93179  direct      fr 3   0.90  0.02  
   91587     93179  direct      fr 3   0.90  0.01  

   93166     94653  direct      fr 1   0.92  0.17  
   93205     94653  direct      fr 1   0.95  0.40  
   93238     94653  direct      fr 1   0.95  0.82  
   93256     94653  direct      fr 1   0.95  0.01  

   94650     96008  direct      fr 3   0.93  0.90  
   94953     96008  direct      fr 3   0.93  0.01  
   94998     96008  direct      fr 3   0.93  0.09  
   95076     96008  direct      fr 3   0.92  0.02  

   96002     97084  direct      fr 2   0.94  0.07  
   96119     97084  direct      fr 2   0.97  0.03  
   96131     97084  direct      fr 2   0.97  0.00  
   96167     97084  direct      fr 2   0.96  0.02  

   97087     98403  direct      fr 1   0.96  0.63  
   97150     98403  direct      fr 1   0.95  0.10  
   97174     98403  direct      fr 1   0.95  0.05  

   98403     99647  direct      fr 3   0.92  0.06  
   98430     99647  direct      fr 3   0.94  0.66  
   98490     99647  direct      fr 3   0.97  0.84  
   98493     99647  direct      fr 3   0.97  0.95  
   98529     99647  direct      fr 3   0.97  0.00  

   99644    100711  direct      fr 2   0.91  0.61  
   99668    100711  direct      fr 2   0.93  0.99  
   99671    100711  direct      fr 2   0.93  0.97  
   99674    100711  direct      fr 2   0.94  0.88  
   99731    100711  direct      fr 2   0.95  0.67  
   99776    100711  direct      fr 2   0.95  0.10  
   99791    100711  direct      fr 2   0.95  0.02  

  100765    102240  direct      fr 1   0.91  0.48  
  100801    102240  direct      fr 1   0.93  0.02  
  100810    102240  direct      fr 1   0.93  0.01  
  100858    102240  direct      fr 1   0.95  0.99  
  100945    102240  direct      fr 1   0.96  0.15  
  101005    102240  direct      fr 1   0.96  0.02  

  102233    103153  direct      fr 2   0.88  0.31  
  102308    103153  direct      fr 2   0.93  0.18  
  102371    103153  direct      fr 2   0.92  0.00  
  102389    103153  direct      fr 2   0.92  0.00  

  103155    103985  direct      fr 3   0.85  0.69  
  103266    103985  direct      fr 3   0.86  0.07  
  103272    103985  direct      fr 3   0.86  0.08  
  103287    103985  direct      fr 3   0.86  0.75  

  103982    105244  direct      fr 2   0.91  0.85  
  104075    105244  direct      fr 2   0.94  0.10  
  104093    105244  direct      fr 2   0.94  0.15  
  104117    105244  direct      fr 2   0.93  0.05  

  105305    106456  direct      fr 2   0.92  0.94  
  105317    106456  direct      fr 2   0.93  0.88  
  105338    106456  direct      fr 2   0.94  0.94  
  105389    106456  direct      fr 2   0.94  0.28  
  105392    106456  direct      fr 2   0.94  0.16  

  106557    107474  direct      fr 3   0.88  0.58  
  106725    107474  direct      fr 3   0.91  0.12  
  106737    107474  direct      fr 3   0.91  0.00  
  106866    107474  direct      fr 3   0.92  0.02  

  107630    108217  direct      fr 2   0.74  0.66  
  107705    108217  direct      fr 2   0.80  0.19  
  107774    108217  direct      fr 2   0.78  0.10  
  107993    108217  direct      fr 2   0.73  0.25  

  108279    110984  direct      fr 3   0.96  0.36  
  108339    110984  direct      fr 3   0.98  0.35  
  108348    110984  direct      fr 3   0.98  0.40  
  108369    110984  direct      fr 3   0.98  0.41  

  111044    111433  direct      fr 2   0.70  0.88  
  111128    111433  direct      fr 2   0.78  0.61  
  111167    111433  direct      fr 2   0.76  0.11  
  111191    111433  direct      fr 2   0.73  0.01  

  111856    112599  complement  fr 3   0.84  0.12  
  111856    112557  complement  fr 3   0.88  0.72  
  111856    112362  complement  fr 3   0.85  0.09  
  111856    112353  complement  fr 3   0.85  0.06  

  112599    113219  complement  fr 2   0.83  0.00  
  112599    113105  complement  fr 2   0.87  0.02  
  112599    113048  complement  fr 2   0.86  0.06  
  112599    112886  complement  fr 2   0.79  0.37  

  113444    114487  direct      fr 2   0.93  0.99  
  113582    114487  direct      fr 2   0.96  0.38  
  113603    114487  direct      fr 2   0.96  0.19  
  113627    114487  direct      fr 2   0.95  0.04  

  114522    115724  complement  fr 2   0.85  0.34  
  114522    115661  complement  fr 2   0.86  0.59  
  114522    115628  complement  fr 2   0.86  0.23  
  114522    115610  complement  fr 2   0.86  0.13  

  115714    117099  complement  fr 3   0.79  0.24  
  115714    117030  complement  fr 3   0.80  0.08  
  115714    116925  complement  fr 3   0.79  0.10  
  115714    116685  complement  fr 3   0.79  0.83  

  117109    117549  complement  fr 3   0.86  0.96  
  117109    117513  complement  fr 3   0.88  0.31  
  117109    117510  complement  fr 3   0.88  0.06  
  117109    117426  complement  fr 3   0.85  0.01  

  117752    118687  complement  fr 1   0.89  0.05  
  117752    118645  complement  fr 1   0.92  0.95  
  117752    118567  complement  fr 1   0.92  0.01  
  117752    118468  complement  fr 1   0.91  0.73  

  118733    119284  direct      fr 2   0.77  0.84  
  118826    119284  direct      fr 2   0.83  0.70  
  118829    119284  direct      fr 2   0.83  0.16  
  119183    119284  direct      fr 2   0.54  0.05  

  119281    120135  direct      fr 1   0.93  0.55  
  119305    120135  direct      fr 1   0.94  0.84  
  119383    120135  direct      fr 1   0.93  0.72  
  119416    120135  direct      fr 1   0.93  0.75  

  120178    121551  complement  fr 3   0.95  0.94  
  120178    121548  complement  fr 3   0.96  0.95  
  120178    121365  complement  fr 3   0.97  0.67  
  120178    121347  complement  fr 3   0.97  0.09  
  120178    121344  complement  fr 3   0.97  0.05  

  122092    122856  direct      fr 1   0.91  0.90  
  122131    122856  direct      fr 1   0.92  0.34  
  122350    122856  direct      fr 1   0.89  0.08  
  122581    122856  direct      fr 1   0.83  0.04  

  123017    125680  direct      fr 2   0.96  0.95  
  123041    125680  direct      fr 2   0.97  0.95  
  123290    125680  direct      fr 2   0.98  0.00  
  123296    125680  direct      fr 2   0.98  0.08  
  123338    125680  direct      fr 2   0.98  0.00  

  125695    127587  direct      fr 1   0.95  0.98  
  125764    127587  direct      fr 1   0.96  0.03  
  125824    127587  direct      fr 1   0.96  0.00  
  125908    127587  direct      fr 1   0.96  0.01  

  127879    129336  direct      fr 1   0.94  0.08  
  127909    129336  direct      fr 1   0.96  0.90  
  127912    129336  direct      fr 1   0.96  0.63  
  127939    129336  direct      fr 1   0.97  0.38  
  128188    129336  direct      fr 1   0.97  0.00  
  128221    129336  direct      fr 1   0.97  0.00  

  129407    131260  complement  fr 1   0.69  0.21  
  129407    131254  complement  fr 1   0.69  0.10  
  129407    131230  complement  fr 1   0.69  0.09  
  129407    131161  complement  fr 1   0.70  0.77  
  129407    131149  complement  fr 1   0.70  0.69  

  131462    134212  direct      fr 2   0.91  0.00  
  131564    134212  direct      fr 2   0.94  0.00  
  131588    134212  direct      fr 2   0.95  0.00  
  131594    134212  direct      fr 2   0.95  0.00  
  131615    134212  direct      fr 2   0.96  0.68  
  131693    134212  direct      fr 2   0.98  0.72  
  131891    134212  direct      fr 2   0.98  0.00  
  131987    134212  direct      fr 2   0.98  0.00  

  134340    134750  direct      fr 3   0.84  0.53  
  134388    134750  direct      fr 3   0.90  0.43  
  134421    134750  direct      fr 3   0.89  0.08  
  134430    134750  direct      fr 3   0.89  0.26  

  134788    135339  complement  fr 3   0.87  0.01  
  134788    135159  complement  fr 3   0.86  0.02  
  134788    135084  complement  fr 3   0.83  0.15  

  135598    136464  complement  fr 3   0.89  0.84  
  135598    136326  complement  fr 3   0.91  0.16  
  135598    136269  complement  fr 3   0.90  0.04  
  135598    136266  complement  fr 3   0.90  0.03  

  136570    136956  complement  fr 3   0.68  0.09  
  136570    136917  complement  fr 3   0.74  0.04  
  136570    136896  complement  fr 3   0.79  0.42  
  136570    136878  complement  fr 3   0.81  0.93  
  136570    136827  complement  fr 3   0.78  0.02  
  136570    136686  complement  fr 3   0.55  0.08  

  137083    138633  direct      fr 1   0.94  0.94  
  137125    138633  direct      fr 1   0.96  0.43  
  137314    138633  direct      fr 1   0.95  0.01  
  137461    138633  direct      fr 1   0.94  0.02  

  138835    141225  complement  fr 3   0.95  0.02  
  138835    141081  complement  fr 3   0.98  0.00  
  138835    141078  complement  fr 3   0.98  0.01  
  138835    141060  complement  fr 3   0.98  0.03  

  141356    141967  direct      fr 2   0.78  0.00  
  141392    141967  direct      fr 2   0.83  0.00  
  141419    141967  direct      fr 2   0.86  0.07  
  141431    141967  direct      fr 2   0.88  0.88  
  141452    141967  direct      fr 2   0.92  1.00  
  141536    141967  direct      fr 2   0.92  0.01  
  141539    141967  direct      fr 2   0.92  0.01  

  142008    142670  complement  fr 2   0.86  0.01  
  142008    142622  complement  fr 2   0.92  0.98  
  142008    142616  complement  fr 2   0.92  0.95  
  142008    142433  complement  fr 2   0.89  0.24  

  142779    143705  direct      fr 3   0.90  0.91  
  142998    143705  direct      fr 3   0.94  0.01  
  143025    143705  direct      fr 3   0.94  0.02  
  143061    143705  direct      fr 3   0.94  0.00  

  143702    144472  direct      fr 2   0.87  0.91  
  143705    144472  direct      fr 2   0.87  0.97  
  143720    144472  direct      fr 2   0.88  0.99  
  143762    144472  direct      fr 2   0.91  0.02  
  143774    144472  direct      fr 2   0.90  0.04  
  143786    144472  direct      fr 2   0.90  0.00  

  144577    145017  direct      fr 1   0.68  0.58  
  144673    145017  direct      fr 1   0.77  0.54  
  144703    145017  direct      fr 1   0.79  0.92  
  144715    145017  direct      fr 1   0.79  0.32  

  145081    146310  direct      fr 1   0.85  0.61  
  145111    146310  direct      fr 1   0.86  0.56  
  145156    146310  direct      fr 1   0.86  0.07  
  145204    146310  direct      fr 1   0.86  0.01  

  146314    146694  complement  fr 3   0.81  0.93  
  146314    146682  complement  fr 3   0.83  0.94  
  146314    146658  complement  fr 3   0.86  0.64  
  146314    146652  complement  fr 3   0.85  0.15  
  146314    146418  complement  fr 3   0.75  0.73  

  146968    147870  direct      fr 1   0.68  0.75  
  147019    147870  direct      fr 1   0.71  0.04  
  147064    147870  direct      fr 1   0.73  0.44  
  147154    147870  direct      fr 1   0.77  0.67  
  147166    147870  direct      fr 1   0.77  0.08  
  147172    147870  direct      fr 1   0.77  0.01  

  147944    148795  complement  fr 1   0.96  1.00  
  147944    148741  complement  fr 1   0.96  0.01  
  147944    148726  complement  fr 1   0.96  0.01  

  148807    149601  complement  fr 3   0.90  0.87  
  148807    149481  complement  fr 3   0.91  0.10  
  148807    149475  complement  fr 3   0.91  0.14  
  148807    149457  complement  fr 3   0.91  0.00  

  152243    152356  complement  fr 1   0.57  0.71  

  152829    155426  complement  fr 2   0.59  0.15  
  152829    155306  complement  fr 2   0.60  0.24  
  152829    154955  complement  fr 2   0.64  0.14  
  152829    154895  complement  fr 2   0.65  0.00  
  152829    154811  complement  fr 2   0.67  0.94  

  155461    156153  complement  fr 3   0.51  0.08  
  155461    155913  complement  fr 3   0.62  0.03  
  155461    155871  complement  fr 3   0.61  0.88  
  155461    155673  complement  fr 3   0.60  0.52  

  156299    156883  complement  fr 1   0.59  0.97  
  156299    156847  complement  fr 1   0.62  0.99  
  156299    156838  complement  fr 1   0.62  0.15  
  156299    156811  complement  fr 1   0.60  0.06  

  157253    157732  complement  fr 1   0.78  0.94  
  157253    157726  complement  fr 1   0.79  0.99  
  157253    157558  complement  fr 1   0.75  0.27  
